Data,Município ,Campanha,Módulo,Transecto,Parcela,Ponto,Tipo de Parcela,Coordenadas UTM (X),Coordenadas UTM (Y),Ordem,Família,Subfamília,Espécie,Tipo Amostragem,Núm. Ind. (Colônias/Encontros),Núm. ID (campo),Instituição para Tombamento,Tombo,OBS,,,,,,,,,,,,,,
14/06/11,"Três Praias, Jaci Paraná, Porto Velho, RO",4,JP,T2,P1,0,Terrestre,8954694,346904,,Termitidae,Nasutitermitinae,Nasutitermes banksi,,1,1Ca,MZUSP,,Tronco e solo logo abaixo.,,,,,,,,,,,,,,
14/06/11,"Três Praias, Jaci Paraná, Porto Velho, RO",4,JP,T2,P1,0,Terrestre,8954694,346904,,Termitidae,Nasutitermitinae,Nasutitermes bivalens,,1,2Aa,MZUSP,,Solo.,,,,,,,,,,,,,,
14/06/11,"Três Praias, Jaci Paraná, Porto Velho, RO",4,JP,T2,P2,500,Terrestre,8954804,347396,,Termitidae,Nasutitermitinae,Nasutitermes bivalens,,1,1Ba,MZUSP,,Talo de folha de palmeira.,,,,,,,,,,,,,,
14/06/11,"Três Praias, Jaci Paraná, Porto Velho, RO",4,JP,T2,P2,500,Terrestre,8954804,347396,,Termitidae,Nasutitermitinae,Nasutitermes bivalens,,1,3Aa,MZUSP,,Interior de galho.,,,,,,,,,,,,,,
13/06/11,"Três Praias, Jaci Paraná, Porto Velho, RO",4,JP,T2,P4,2050,Terrestre,8954964,348933,,Termitidae,Nasutitermitinae,Nasutitermes bivalens,,1,2Ba,MZUSP,,Haste de folha de palmeira morta.,,,,,,,,,,,,,,
13/06/11,"Três Praias, Jaci Paraná, Porto Velho, RO",4,JP,T2,P5,3000,Terrestre,8955078,349875,,Termitidae,Nasutitermitinae,Nasutitermes bivalens,,1,2Ba,MZUSP,,Haste de folha de palmeira morta.,,,,,,,,,,,,,,
13/06/11,"Três Praias, Jaci Paraná, Porto Velho, RO",4,JP,T2,P5,3000,Terrestre,8955078,349875,,Termitidae,Nasutitermitinae,Nasutitermes ephratae,,1,1Ba,MZUSP,,"Solo, aprox. 5 cm de profundidade, junto a microraízes.",,,,,,,,,,,,,,
13/06/11,"Três Praias, Jaci Paraná, Porto Velho, RO",4,JP,T2,P5,3000,Terrestre,8955078,349875,,Termitidae,Nasutitermitinae,Nasutitermes ephratae,,1,4Aa,MZUSP,,Serrapilheira.,,,,,,,,,,,,,,
14/06/11,"Três Praias, Jaci Paraná, Porto Velho, RO",4,JP,T2,P3,1050,Terrestre,8954868,347940,,Termitidae,Nasutitermitinae,Nasutitermes gaigei,,1,1Aa,MZUSP,,"Solo, aprox. a 10 cm de profundidade.",,,,,,,,,,,,,,
14/06/11,"Três Praias, Jaci Paraná, Porto Velho, RO",4,JP,T2,P3,1050,Terrestre,8954868,347940,,Termitidae,Nasutitermitinae,Nasutitermes gaigei,,1,4Ba,MZUSP,,"Tronco podre, e no solo logo abaixo.",,,,,,,,,,,,,,
13/06/11,"Três Praias, Jaci Paraná, Porto Velho, RO",4,JP,T2,P4,2050,Terrestre,8954964,348933,,Termitidae,Nasutitermitinae,Nasutitermes guayanae,,1,4Ba,MZUSP,,"Serrapilheira, formando trilhas.",,,,,,,,,,,,,,
14/06/11,"Três Praias, Jaci Paraná, Porto Velho, RO",4,JP,T2,P1,0,Terrestre,8954694,346904,,Termitidae,Nasutitermitinae,Nasutitermes similis,,1,1Aa,MZUSP,,Serrapilheira.,,,,,,,,,,,,,,
14/06/11,"Três Praias, Jaci Paraná, Porto Velho, RO",4,JP,T2,P1,0,Terrestre,8954694,346904,,Termitidae,Nasutitermitinae,Nasutitermes similis,,1,3Ba,MZUSP,,"Interior de tronco firme, em pé e carcomido.",,,,,,,,,,,,,,
13/06/11,"Três Praias, Jaci Paraná, Porto Velho, RO",4,JP,T2,P4,2050,Terrestre,8954964,348933,,Termitidae,Nasutitermitinae,Nasutitermes similis,,1,1Aa,MZUSP,,Interior de tronco podre carcomido.,,,,,,,,,,,,,,
13/06/11,"Três Praias, Jaci Paraná, Porto Velho, RO",4,JP,T2,P5,3000,Terrestre,8955078,349875,,Termitidae,Nasutitermitinae,Nasutitermes similis,,1,1Ca,MZUSP,,"Solo, no pé de toco morto, em pé.",,,,,,,,,,,,,,
13/06/11,"Três Praias, Jaci Paraná, Porto Velho, RO",4,JP,T2,P5,3000,Terrestre,8955078,349875,,Termitidae,Nasutitermitinae,Nasutitermes similis,,1,3Aa,MZUSP,,"Interior de galho carcomido e interior de ""caminho"" externo (com larva no interior do galho).",,,,,,,,,,,,,,
13/06/11,"Três Praias, Jaci Paraná, Porto Velho, RO",4,JP,T2,P6,4100,Terrestre,8955206,350943,,Termitidae,Nasutitermitinae,Nasutitermes similis,,1,2Aa,MZUSP,,Interior de tronco em pé morto.,,,,,,,,,,,,,,
14/06/11,"Três Praias, Jaci Paraná, Porto Velho, RO",4,JP,T2,P3,1050,Terrestre,8954868,347940,,Termitidae,Nasutitermitinae,Nasutitermes sp. 01,,1,4Aa,MZUSP,,Interior de graveto.,,,,,,,,,,,,,,
14/06/11,"Três Praias, Jaci Paraná, Porto Velho, RO",4,JP,T2,P1,0,Terrestre,8954694,346904,,Termitidae,Nasutitermitinae,Nasutitermes surinamensis,,1,3Aa,MZUSP,,Serrapilheira e massa de raízes logo abaixo (Nasutos e Apicos),,,,,,,,,,,,,,
13/06/11,"Três Praias, Jaci Paraná, Porto Velho, RO",4,JP,T2,P4,2050,Terrestre,8954964,348933,,Termitidae,Syntermitinae,Armitermes euamignathus,,1,1Ba,MZUSP,MZUSP 14557,Pé de tronco morto caído no solo.,,,,,,,,,,,,,,
14/06/11,"Três Praias, Jaci Paraná, Porto Velho, RO",4,JP,T2,P2,500,Terrestre,8954804,347396,,Termitidae,Syntermitinae,Cornitermes pilosus,,1,4Ab,MZUSP,MZUSP 14607,Talo de folha de palmeira.,,,,,,,,,,,,,,
14/06/11,"Três Praias, Jaci Paraná, Porto Velho, RO",4,JP,T2,P2,500,Terrestre,8954804,347396,,Termitidae,Syntermitinae,Cyrilliotermes angulariceps,,1,1Aa,MZUSP,MZUSP 14816,"Solo, entre microraízes, aprox. 5 cm..",,,,,,,,,,,,,,
14/06/11,"Três Praias, Jaci Paraná, Porto Velho, RO",4,JP,T2,P3,1050,Terrestre,8954868,347940,,Termitidae,Syntermitinae,Cyrilliotermes angulariceps,,1,2Ca,MZUSP,MZUSP 14815,"No pé de árvore, no que parecia ser um ninhojá abandonado e bastante erodido.",,,,,,,,,,,,,,
14/06/11,"Três Praias, Jaci Paraná, Porto Velho, RO",4,JP,T2,P3,1050,Terrestre,8954868,347940,,Termitidae,Syntermitinae,Cyrilliotermes angulariceps,,1,3Aa,MZUSP,MZUSP 14813,Interior de tronco morto.,,,,,,,,,,,,,,
14/06/11,"Três Praias, Jaci Paraná, Porto Velho, RO",4,JP,T2,P1,0,Terrestre,8954694,346904,,Termitidae,Syntermitinae,Embiratermes neotenicus,,1,1Ba,MZUSP,,"Solo, aprox. a 10 cm de profundidade.",,,,,,,,,,,,,,
14/06/11,"Três Praias, Jaci Paraná, Porto Velho, RO",4,JP,T2,P1,0,Terrestre,8954694,346904,,Termitidae,Syntermitinae,Embiratermes neotenicus,,1,4Aa,MZUSP,,"Ninho epígeo, aprox. meio metro de altura, no pé de arbusto fino.",,,,,,,,,,,,,,
13/06/11,"Três Praias, Jaci Paraná, Porto Velho, RO",4,JP,T2,P5,3000,Terrestre,8955078,349875,,Termitidae,Syntermitinae,Syntermes molestus,,1,2Aa,MZUSP,MZUSP 14694,No solo.,,,,,,,,,,,,,,
13/06/11,"Três Praias, Jaci Paraná, Porto Velho, RO",4,JP,T2,P5,3000,Terrestre,8955078,349875,,Termitidae,Syntermitinae,Syntermes molestus,,1,4Ba,MZUSP,MZUSP 14706,"Monte de terra, aprox. 20 cmde altura, e parte em galeria interna difusa no monte.",,,,,,,,,,,,,,
13/06/11,"Três Praias, Jaci Paraná, Porto Velho, RO",4,JP,T2,P6,4100,Terrestre,8955206,350943,,Termitidae,Termitinae,Crepititermes verruculosus,,1,4Aa,MZUSP,,"Ninho de terra escondido entre raízes, no pé de árvore.",,,,,,,,,,,,,,
14/06/11,"Três Praias, Jaci Paraná, Porto Velho, RO",4,JP,T2,P1,0,Terrestre,8954694,346904,,Termitidae,Termitinae,Cylindrotermes parvignathus,,1,3Ab,MZUSP,,Serrapilheira e massa de raízes logo abaixo (Nasutos e Apicos),,,,,,,,,,,,,,
13/06/11,"Três Praias, Jaci Paraná, Porto Velho, RO",4,JP,T2,P4,2050,Terrestre,8954964,348933,,Termitidae,Termitinae,Cylindrotermes parvignathus,,1,3Aa,MZUSP,,"Interior de galho podre, carcomido.",,,,,,,,,,,,,,
13/06/11,"Três Praias, Jaci Paraná, Porto Velho, RO",4,JP,T2,P6,4100,Terrestre,8955206,350943,,Termitidae,Termitinae,Microcerotermes sp. 1,,1,2Ba,MZUSP,,"Interior de galho morto, no solo com caminho externo (Microcerotermes).",,,,,,,,,,,,,,
13/06/11,"Três Praias, Jaci Paraná, Porto Velho, RO",4,JP,T2,P6,4100,Terrestre,8955206,350943,,Termitidae,Termitinae,Planicapritermes planiceps,,1,3Aa,MZUSP,,Interior de tronco apodrecido.,,,,,,,,,,,,,,
09/09/11,"Três Praias, Jaci Paraná, Porto Velho, RO",5,JP,T2,P4,2050,Terrestre,8954964,348933,,Rhinotermitidae,,Coptotermes testaceus,,1,2Aa,MZUSP,,Interior de tronco caído,,,,,,,,,,,,,,
10/09/11,"Três Praias, Jaci Paraná, Porto Velho, RO",5,JP,T2,P1,0,Terrestre,8954694,346904,,Termitidae,Nasutitermitinae,Atlantitermes sp. 4,,1,3Cb,MZUSP,,Micronasuto dentro de graveto bem podre e Nasutitermes na serapilhiera,,,,,,,,,,,,,,
10/09/11,"Três Praias, Jaci Paraná, Porto Velho, RO",5,JP,T2,P1,0,Terrestre,8954694,346904,,Termitidae,Nasutitermitinae,Nasutitermes banksi,,1,3Ca,MZUSP,,Micronasuto dentro de graveto bem podre e Nasutitermes na serapilhiera,,,,,,,,,,,,,,
09/09/11,"Três Praias, Jaci Paraná, Porto Velho, RO",5,JP,T2,P4,2050,Terrestre,8954964,348933,,Termitidae,Nasutitermitinae,Nasutitermes banksi,,1,3Ba,MZUSP,,Interior de gravetinho (Nasutitermes maior em toda a parcela),,,,,,,,,,,,,,
10/09/11,"Três Praias, Jaci Paraná, Porto Velho, RO",5,JP,T2,P1,0,Terrestre,8954694,346904,,Termitidae,Nasutitermitinae,Nasutitermes bivalens,,1,3Bb,MZUSP,,Interior de graveto,,,,,,,,,,,,,,
10/09/11,"Três Praias, Jaci Paraná, Porto Velho, RO",5,JP,T2,P2,500,Terrestre,8954804,347396,,Termitidae,Nasutitermitinae,Nasutitermes guayanae,,1,1Aa,MZUSP,,Na serapilheira,,,,,,,,,,,,,,
09/09/11,"Três Praias, Jaci Paraná, Porto Velho, RO",5,JP,T2,P4,2050,Terrestre,8954964,348933,,Termitidae,Nasutitermitinae,Nasutitermes guayanae,,1,3Bb,MZUSP,,Interior de gravetinho (Nasutitermes maior em toda a parcela),,,,,,,,,,,,,,
10/09/11,"Três Praias, Jaci Paraná, Porto Velho, RO",5,JP,T2,P1,0,Terrestre,8954694,346904,,Termitidae,Nasutitermitinae,Nasutitermes similis,,1,1Ab,MZUSP,,Na serapilheira e interior de galho,,,,,,,,,,,,,,
10/09/11,"Três Praias, Jaci Paraná, Porto Velho, RO",5,JP,T2,P1,0,Terrestre,8954694,346904,,Termitidae,Nasutitermitinae,Nasutitermes similis,,1,3Ba,MZUSP,,Interior de graveto,,,,,,,,,,,,,,
09/09/11,"Três Praias, Jaci Paraná, Porto Velho, RO",5,JP,T2,P3,1050,Terrestre,8954868,347940,,Termitidae,Nasutitermitinae,Nasutitermes similis,,1,2Da,MZUSP,,Na serapilheira,,,,,,,,,,,,,,
09/09/11,"Três Praias, Jaci Paraná, Porto Velho, RO",5,JP,T2,P5,3000,Terrestre,8955078,349875,,Termitidae,Nasutitermitinae,Nasutitermes similis,,1,2Aa,MZUSP,,Na serapilheira,,,,,,,,,,,,,,
09/09/11,"Três Praias, Jaci Paraná, Porto Velho, RO",5,JP,T2,P5,3000,Terrestre,8955078,349875,,Termitidae,Nasutitermitinae,Nasutitermes similis,,1,3Aa,MZUSP,,Na serapilheira,,,,,,,,,,,,,,
09/09/11,"Três Praias, Jaci Paraná, Porto Velho, RO",5,JP,T2,P6,4100,Terrestre,8955206,350943,,Termitidae,Nasutitermitinae,Nasutitermes similis,,1,3Ba,MZUSP,,Caminho em árvore e na serapilheira,,,,,,,,,,,,,,
10/09/11,"Três Praias, Jaci Paraná, Porto Velho, RO",5,JP,T2,P1,0,Terrestre,8954694,346904,,Termitidae,Nasutitermitinae,Nasutitermes sp. 09,,1,2Bb,MZUSP,,No solo,,,,,,,,,,,,,,
09/09/11,"Três Praias, Jaci Paraná, Porto Velho, RO",5,JP,T2,P3,1050,Terrestre,8954868,347940,,Termitidae,Nasutitermitinae,Triangularitermes triangulariceps,,1,2Ca,MZUSP,,Na serapilheira,,,,,,,,,,,,,,
09/09/11,"Três Praias, Jaci Paraná, Porto Velho, RO",5,JP,T2,P4,2050,Terrestre,8954964,348933,,Termitidae,Nasutitermitinae,Triangularitermes triangulariceps,,1,1Ca,MZUSP,,No solo,,,,,,,,,,,,,,
09/09/11,"Três Praias, Jaci Paraná, Porto Velho, RO",5,JP,T2,P4,2050,Terrestre,8954964,348933,,Termitidae,Nasutitermitinae,Velocitermes sp. 2,,1,1Ba,MZUSP,,No solo,,,,,,,,,,,,,,
09/09/11,"Três Praias, Jaci Paraná, Porto Velho, RO",5,JP,T2,P4,2050,Terrestre,8954964,348933,,Termitidae,Syntermitinae,Cornitermes ovatus,,1,2Ca,MZUSP,,Cornit. em tronco e resto na serapilheira,,,,,,,,,,,,,,
10/09/11,"Três Praias, Jaci Paraná, Porto Velho, RO",5,JP,T2,P2,500,Terrestre,8954804,347396,,Termitidae,Syntermitinae,Cornitermes pugnax,,1,2Ac,MZUSP,,No solo,,,,,,,,,,,,,,
10/09/11,"Três Praias, Jaci Paraná, Porto Velho, RO",5,JP,T2,P1,0,Terrestre,8954694,346904,,Termitidae,Syntermitinae,Embiratermes ignotus,,1,2Ba,MZUSP,,No solo,,,,,,,,,,,,,,
09/09/11,"Três Praias, Jaci Paraná, Porto Velho, RO",5,JP,T2,P4,2050,Terrestre,8954964,348933,,Termitidae,Syntermitinae,Embiratermes neotenicus,,1,2Ba,MZUSP,,No solo,,,,,,,,,,,,,,
09/09/11,"Três Praias, Jaci Paraná, Porto Velho, RO",5,JP,T2,P5,3000,Terrestre,8955078,349875,,Termitidae,Syntermitinae,Embiratermes neotenicus,,1,4Ca,MZUSP,,Solo logo abaixo de tronco caído,,,,,,,,,,,,,,
09/09/11,"Três Praias, Jaci Paraná, Porto Velho, RO",5,JP,T2,P5,3000,Terrestre,8955078,349875,,Termitidae,Syntermitinae,Labiotermes pelliceus,,1,2Bb,MZUSP,,No solo,,,,,,,,,,,,,,
10/09/11,"Três Praias, Jaci Paraná, Porto Velho, RO",5,JP,T2,P1,0,Terrestre,8954694,346904,,Termitidae,Syntermitinae,Syntermes molestus,,1,2Aa,MZUSP,,No solo,,,,,,,,,,,,,,
10/09/11,"Três Praias, Jaci Paraná, Porto Velho, RO",5,JP,T2,P1,0,Terrestre,8954694,346904,,Termitidae,Syntermitinae,Syntermes molestus,,1,4Aa,MZUSP,,No solo,,,,,,,,,,,,,,
10/09/11,"Três Praias, Jaci Paraná, Porto Velho, RO",5,JP,T2,P2,500,Terrestre,8954804,347396,,Termitidae,Syntermitinae,Syntermes molestus,,1,2Ab,MZUSP,,No solo,,,,,,,,,,,,,,
09/09/11,"Três Praias, Jaci Paraná, Porto Velho, RO",5,JP,T2,P6,4100,Terrestre,8955206,350943,,Termitidae,Syntermitinae,Syntermes molestus,,1,3Ab,MZUSP,,Neocapritermes no solo e Syntermes na serapilheira,,,,,,,,,,,,,,
09/09/11,"Três Praias, Jaci Paraná, Porto Velho, RO",5,JP,T2,P6,4100,Terrestre,8955206,350943,,Termitidae,Termitinae,Cylindrotermes flangiatus,,1,4Ac,MZUSP,,Interior de casca de madeira,,,,,,,,,,,,,,
10/09/11,"Três Praias, Jaci Paraná, Porto Velho, RO",5,JP,T2,P1,0,Terrestre,8954694,346904,,Termitidae,Termitinae,Cylindrotermes parvignathus,,1,1Aa,MZUSP,,Na serapilheira e interior de galho,,,,,,,,,,,,,,
10/09/11,"Três Praias, Jaci Paraná, Porto Velho, RO",5,JP,T2,P1,0,Terrestre,8954694,346904,,Termitidae,Termitinae,Cylindrotermes parvignathus,,1,4Ba,MZUSP,,No solo,,,,,,,,,,,,,,
09/09/11,"Três Praias, Jaci Paraná, Porto Velho, RO",5,JP,T2,P3,1050,Terrestre,8954868,347940,,Termitidae,Termitinae,Cylindrotermes parvignathus,,1,1Ca,MZUSP,,Interior de graveto,,,,,,,,,,,,,,
09/09/11,"Três Praias, Jaci Paraná, Porto Velho, RO",5,JP,T2,P5,3000,Terrestre,8955078,349875,,Termitidae,Termitinae,Cylindrotermes parvignathus,,1,3Ba,MZUSP,,No solo,,,,,,,,,,,,,,
09/09/11,"Três Praias, Jaci Paraná, Porto Velho, RO",5,JP,T2,P6,4100,Terrestre,8955206,350943,,Termitidae,Termitinae,Cylindrotermes parvignathus,,1,3Bb,MZUSP,,Caminho em árvore e na serapilheira,,,,,,,,,,,,,,
09/09/11,"Três Praias, Jaci Paraná, Porto Velho, RO",5,JP,T2,P5,3000,Terrestre,8955078,349875,,Termitidae,Termitinae,Genuotermes spinifer,,1,2Ca,MZUSP,,Interior de tronco,,,,,,,,,,,,,,
10/09/11,"Três Praias, Jaci Paraná, Porto Velho, RO",5,JP,T2,P2,500,Terrestre,8954804,347396,,Termitidae,Termitinae,Neocapritermes opacus,,1,4Aa,MZUSP,,No solo,,,,,,,,,,,,,,
09/09/11,"Três Praias, Jaci Paraná, Porto Velho, RO",5,JP,T2,P6,4100,Terrestre,8955206,350943,,Termitidae,Termitinae,Neocapritermes pumilis,,1,3Aa,MZUSP,,Neocapritermes no solo e Syntermes na serapilheira,,,,,,,,,,,,,,
10/09/11,"Três Praias, Jaci Paraná, Porto Velho, RO",5,JP,T2,P2,500,Terrestre,8954804,347396,,Termitidae,Termitinae,Neocapritermes talpa,,1,2Aa,MZUSP,,No solo,,,,,,,,,,,,,,
09/09/11,"Três Praias, Jaci Paraná, Porto Velho, RO",5,JP,T2,P5,3000,Terrestre,8955078,349875,,Termitidae,Termitinae,Orthognathotermes humilis,,1,2Ba,MZUSP,,No solo,,,,,,,,,,,,,,
10/09/11,"Três Praias, Jaci Paraná, Porto Velho, RO",5,JP,T2,P2,500,Terrestre,8954804,347396,,Termitidae,Termitinae,Planicapritermes planiceps,,1,4Ba,MZUSP,,No solo,,,,,,,,,,,,,,
24/11/11,"Três Praias, Jaci Paraná, Porto Velho, RO",6,JP,T2,P3,1050,Terrestre,8954868,347940,,Rhinotermitidae,,Dolichorhinotermes latilabrum,,1,4Ab,MZUSP,,Interior de tronco podre,,,,,,,,,,,,,,
24/11/11,"Três Praias, Jaci Paraná, Porto Velho, RO",6,JP,T2,P6,4100,Terrestre,8955206,350943,,Rhinotermitidae,,Heterotermes tenuis,,1,1Aa,MZUSP,,Interior de graveto,,,,,,,,,,,,,,
24/11/11,"Três Praias, Jaci Paraná, Porto Velho, RO",6,JP,T2,P3,1050,Terrestre,8954868,347940,,Termitidae,Nasutitermitinae,Convexitermes convexifrons,,1,3Ac,MZUSP,,Interior de tronco podre em pé,,,,,,,,,,,,,,
24/11/11,"Três Praias, Jaci Paraná, Porto Velho, RO",6,JP,T2,P3,1050,Terrestre,8954868,347940,,Termitidae,Nasutitermitinae,Cyranotermes karipuna,,1,4Bc,MZUSP,,Solo (caminho com muitas galerias),,,,,,,,,,,,,,
25/11/11,"Três Praias, Jaci Paraná, Porto Velho, RO",6,JP,T2,P1,0,Terrestre,8954694,346904,,Termitidae,Nasutitermitinae,Nasutitermes banksi,,1,3Aa,MZUSP,,Interior de graveto,,,,,,,,,,,,,,
24/11/11,"Três Praias, Jaci Paraná, Porto Velho, RO",6,JP,T2,P6,4100,Terrestre,8955206,350943,,Termitidae,Nasutitermitinae,Nasutitermes banksi,,1,2Ba,MZUSP,,Interior de graveto,,,,,,,,,,,,,,
24/11/11,"Três Praias, Jaci Paraná, Porto Velho, RO",6,JP,T2,P3,1050,Terrestre,8954868,347940,,Termitidae,Nasutitermitinae,Nasutitermes gaigei,,1,1Ba,MZUSP,,Solo,,,,,,,,,,,,,,
25/11/11,"Três Praias, Jaci Paraná, Porto Velho, RO",6,JP,T2,P1,0,Terrestre,8954694,346904,,Termitidae,Nasutitermitinae,Nasutitermes similis,,1,3Ca,MZUSP,,Serapilheira e em graveto carcomido,,,,,,,,,,,,,,
24/11/11,"Três Praias, Jaci Paraná, Porto Velho, RO",6,JP,T2,P3,1050,Terrestre,8954868,347940,,Termitidae,Nasutitermitinae,Nasutitermes similis,,1,4Aa,MZUSP,,Interior de tronco podre,,,,,,,,,,,,,,
24/11/11,"Três Praias, Jaci Paraná, Porto Velho, RO",6,JP,T2,P4,2050,Terrestre,8954964,348933,,Termitidae,Nasutitermitinae,Nasutitermes similis,,1,1Aa,MZUSP,,Serapilheira,,,,,,,,,,,,,,
24/11/11,"Três Praias, Jaci Paraná, Porto Velho, RO",6,JP,T2,P4,2050,Terrestre,8954964,348933,,Termitidae,Nasutitermitinae,Nasutitermes similis,,1,4Aa,MZUSP,,Interior de graveto,,,,,,,,,,,,,,
24/11/11,"Três Praias, Jaci Paraná, Porto Velho, RO",6,JP,T2,P5,3000,Terrestre,8955078,349875,,Termitidae,Nasutitermitinae,Nasutitermes similis,,1,1Ba,MZUSP,,Interior de galho morto,,,,,,,,,,,,,,
24/11/11,"Três Praias, Jaci Paraná, Porto Velho, RO",6,JP,T2,P5,3000,Terrestre,8955078,349875,,Termitidae,Nasutitermitinae,Nasutitermes similis,,1,3Aa,MZUSP,,Embaixo de casca de tronco,,,,,,,,,,,,,,
24/11/11,"Três Praias, Jaci Paraná, Porto Velho, RO",6,JP,T2,P6,4100,Terrestre,8955206,350943,,Termitidae,Nasutitermitinae,Nasutitermes similis,,1,3Aa,MZUSP,,Interior de graveto,,,,,,,,,,,,,,
24/11/11,"Três Praias, Jaci Paraná, Porto Velho, RO",6,JP,T2,P5,3000,Terrestre,8955078,349875,,Termitidae,Nasutitermitinae,Subulitermes baileyi,,1,4Bb,MZUSP,,Serapilheira,,,,,,,,,,,,,,
24/11/11,"Três Praias, Jaci Paraná, Porto Velho, RO",6,JP,T2,P4,2050,Terrestre,8954964,348933,,Termitidae,Nasutitermitinae,Triangularitermes triangulariceps,,1,2Ba,MZUSP,,Solo,,,,,,,,,,,,,,
24/11/11,"Três Praias, Jaci Paraná, Porto Velho, RO",6,JP,T2,P3,1050,Terrestre,8954868,347940,,Termitidae,Syntermitinae,Armitermes holmgreni,,1,2Aa,MZUSP,,Ninho dentro de tronco em pé,,,,,,,,,,,,,,
24/11/11,"Três Praias, Jaci Paraná, Porto Velho, RO",6,JP,T2,P5,3000,Terrestre,8955078,349875,,Termitidae,Syntermitinae,Armitermes minutus,,1,4Ba,MZUSP,,Serapilheira,,,,,,,,,,,,,,
25/11/11,"Três Praias, Jaci Paraná, Porto Velho, RO",6,JP,T2,P2,500,Terrestre,8954804,347396,,Termitidae,Syntermitinae,Cornitermes ovatus,,1,1Aa,MZUSP,,Interior de tronco,,,,,,,,,,,,,,
24/11/11,"Três Praias, Jaci Paraná, Porto Velho, RO",6,JP,T2,P3,1050,Terrestre,8954868,347940,,Termitidae,Syntermitinae,Cornitermes ovatus,,1,3Aa,MZUSP,,Interior de tronco podre em pé,,,,,,,,,,,,,,
24/11/11,"Três Praias, Jaci Paraná, Porto Velho, RO",6,JP,T2,P5,3000,Terrestre,8955078,349875,,Termitidae,Syntermitinae,Cornitermes ovatus,,1,3Ca,MZUSP,,Interior de tronco carcomido,,,,,,,,,,,,,,
24/11/11,"Três Praias, Jaci Paraná, Porto Velho, RO",6,JP,T2,P3,1050,Terrestre,8954868,347940,,Termitidae,Syntermitinae,Cornitermes pilosus,,1,3Ad,MZUSP,,Interior de tronco podre em pé,,,,,,,,,,,,,,
24/11/11,"Três Praias, Jaci Paraná, Porto Velho, RO",6,JP,T2,P4,2050,Terrestre,8954964,348933,,Termitidae,Syntermitinae,Cornitermes pugnax,,1,4Bb,MZUSP,,Solo,,,,,,,,,,,,,,
24/11/11,"Três Praias, Jaci Paraná, Porto Velho, RO",6,JP,T2,P6,4100,Terrestre,8955206,350943,,Termitidae,Syntermitinae,Cyrilliotermes angulariceps,,1,4Ca,MZUSP,,"Solo, logo abaixo de massa de raízes",,,,,,,,,,,,,,
25/11/11,"Três Praias, Jaci Paraná, Porto Velho, RO",6,JP,T2,P1,0,Terrestre,8954694,346904,,Termitidae,Syntermitinae,Embiratermes ignotus,,1,2Ac,MZUSP,,Solo,,,,,,,,,,,,,,
24/11/11,"Três Praias, Jaci Paraná, Porto Velho, RO",6,JP,T2,P3,1050,Terrestre,8954868,347940,,Termitidae,Syntermitinae,Embiratermes ignotus,,1,1Ca,MZUSP,,Interior de tronco morto,,,,,,,,,,,,,,
24/11/11,"Três Praias, Jaci Paraná, Porto Velho, RO",6,JP,T2,P3,1050,Terrestre,8954868,347940,,Termitidae,Syntermitinae,Embiratermes ignotus,,1,4Bb,MZUSP,,Solo (caminho com muitas galerias),,,,,,,,,,,,,,
24/11/11,"Três Praias, Jaci Paraná, Porto Velho, RO",6,JP,T2,P4,2050,Terrestre,8954964,348933,,Termitidae,Syntermitinae,Embiratermes ignotus,,1,4Bc,MZUSP,,Solo,,,,,,,,,,,,,,
24/11/11,"Três Praias, Jaci Paraná, Porto Velho, RO",6,JP,T2,P5,3000,Terrestre,8955078,349875,,Termitidae,Syntermitinae,Embiratermes ignotus,,1,1Aa,MZUSP,,Ninho epígeo (na base),,,,,,,,,,,,,,
25/11/11,"Três Praias, Jaci Paraná, Porto Velho, RO",6,JP,T2,P1,0,Terrestre,8954694,346904,,Termitidae,Syntermitinae,Embiratermes neotenicus,,1,1Aa,MZUSP,,Interior de ninho 20 cm altura,,,,,,,,,,,,,,
24/11/11,"Três Praias, Jaci Paraná, Porto Velho, RO",6,JP,T2,P5,3000,Terrestre,8955078,349875,,Termitidae,Syntermitinae,Labiotermes labralis,,1,3Ba,MZUSP,,Interior de tronco carcomido,,,,,,,,,,,,,,
24/11/11,"Três Praias, Jaci Paraná, Porto Velho, RO",6,JP,T2,P3,1050,Terrestre,8954868,347940,,Termitidae,Syntermitinae,Labiotermes leptothrix,,1,3Ab,MZUSP,,Interior de tronco podre em pé,,,,,,,,,,,,,,
25/11/11,"Três Praias, Jaci Paraná, Porto Velho, RO",6,JP,T2,P1,0,Terrestre,8954694,346904,,Termitidae,Syntermitinae,Syntermes molestus,,1,2Aa,MZUSP,,Solo,,,,,,,,,,,,,,
25/11/11,"Três Praias, Jaci Paraná, Porto Velho, RO",6,JP,T2,P1,0,Terrestre,8954694,346904,,Termitidae,Syntermitinae,Syntermes molestus,,1,3Ba,MZUSP,,Solo +ou- 10 cm de profundidade,,,,,,,,,,,,,,
25/11/11,"Três Praias, Jaci Paraná, Porto Velho, RO",6,JP,T2,P2,500,Terrestre,8954804,347396,,Termitidae,Syntermitinae,Syntermes molestus,,1,3Ba,MZUSP,,Interior de tronco,,,,,,,,,,,,,,
