Data,Município ,Campanha,Módulo,Transecto,Parcela,Ponto,Tipo de Parcela,Coordenadas UTM (X),Coordenadas UTM (Y),Ordem,Família,Subfamília,Espécie,Tipo Amostragem,Núm. Ind. (Colônias/Encontros),Núm. ID (campo),Instituição para Tombamento,Tombo,OBS,,,,,,,,,,,,,,
09/06/11,"Ilha das Pedras, Jaci Paraná, Porto Velho, RO",4,IP,T2,P6,4000,Terrestre,8988536,320818,,Rhinotermitidae,,Dolichorhinotermes sp. 1,,1,1Ab,MZUSP,,Interior de galho carcomido.,,,,,,,,,,,,,,
10/06/11,"Ilha das Pedras, Jaci Paraná, Porto Velho, RO",4,IP,T2,P2,550,Terrestre,8985636,322669,,Termitidae,Nasutitermitinae,Nasutitermes banksi,,1,2Bb,MZUSP,,Interior de galho morto.,,,,,,,,,,,,,,
10/06/11,"Ilha das Pedras, Jaci Paraná, Porto Velho, RO",4,IP,T2,P3,990,Terrestre,8985957,322373,,Termitidae,Nasutitermitinae,Nasutitermes banksi,,1,1Aa,MZUSP,,Interior de galho carcomido.,,,,,,,,,,,,,,
09/06/11,"Ilha das Pedras, Jaci Paraná, Porto Velho, RO",4,IP,T2,P4,1885,Terrestre,8986754,321877,,Termitidae,Nasutitermitinae,Nasutitermes banksi,,1,3Ba,MZUSP,,Galho carcomido com caminho coberto por fora.,,,,,,,,,,,,,,
09/06/11,"Ilha das Pedras, Jaci Paraná, Porto Velho, RO",4,IP,T2,P6,4000,Terrestre,8988536,320818,,Termitidae,Nasutitermitinae,Nasutitermes banksi,,1,1Aa,MZUSP,,Interior de galho carcomido.,,,,,,,,,,,,,,
09/06/11,"Ilha das Pedras, Jaci Paraná, Porto Velho, RO",4,IP,T2,P6,4000,Terrestre,8988536,320818,,Termitidae,Nasutitermitinae,Nasutitermes banksi,,1,4Aa,MZUSP,,Interior de galho carcomido.,,,,,,,,,,,,,,
10/06/11,"Ilha das Pedras, Jaci Paraná, Porto Velho, RO",4,IP,T2,P2,550,Terrestre,8985636,322669,,Termitidae,Nasutitermitinae,Nasutitermes gaigei,,1,3Aa,MZUSP,,Interior de galho carcomido.,,,,,,,,,,,,,,
09/06/11,"Ilha das Pedras, Jaci Paraná, Porto Velho, RO",4,IP,T2,P4,1885,Terrestre,8986754,321877,,Termitidae,Nasutitermitinae,Nasutitermes gaigei,,1,1Aa,MZUSP,,Interior de galho morto.,,,,,,,,,,,,,,
09/06/11,"Ilha das Pedras, Jaci Paraná, Porto Velho, RO",4,IP,T2,P4,1885,Terrestre,8986754,321877,,Termitidae,Nasutitermitinae,Nasutitermes guayanae,,1,1Ba,MZUSP,,"No solo, aprox. 15 cm de profundidade.",,,,,,,,,,,,,,
09/06/11,"Ilha das Pedras, Jaci Paraná, Porto Velho, RO",4,IP,T2,P4,1885,Terrestre,8986754,321877,,Termitidae,Nasutitermitinae,Nasutitermes guayanae,,1,3Aa,MZUSP,,Interior de galho carcomido.,,,,,,,,,,,,,,
10/06/11,"Ilha das Pedras, Jaci Paraná, Porto Velho, RO",4,IP,T2,P3,990,Terrestre,8985957,322373,,Termitidae,Nasutitermitinae,Nasutitermes similis,,1,3Aa,MZUSP,,"Solo, aprox. 10 cm de profundidade.",,,,,,,,,,,,,,
09/06/11,"Ilha das Pedras, Jaci Paraná, Porto Velho, RO",4,IP,T2,P5,3000,Terrestre,8987675,321325,,Termitidae,Nasutitermitinae,Nasutitermes similis,,1,1Aa,MZUSP,,Interior de talo de palmeira morta.,,,,,,,,,,,,,,
09/06/11,"Ilha das Pedras, Jaci Paraná, Porto Velho, RO",4,IP,T2,P6,4000,Terrestre,8988536,320818,,Termitidae,Nasutitermitinae,Nasutitermes similis,,1,3Aa,MZUSP,,"Solo, aprox. 10 cm de profundidade.",,,,,,,,,,,,,,
10/06/11,"Ilha das Pedras, Jaci Paraná, Porto Velho, RO",4,IP,T2,P3,990,Terrestre,8985957,322373,,Termitidae,Nasutitermitinae,Nasutitermes sp. 06,,1,2Aa,MZUSP,,Interior de galho morto.,,,,,,,,,,,,,,
10/06/11,"Ilha das Pedras, Jaci Paraná, Porto Velho, RO",4,IP,T2,P1,0,Terrestre,8985209,323016,,Termitidae,Nasutitermitinae,Nasutitermes sp. 07,,1,3Aa,MZUSP,,Talo de folha de palmeira.,,,,,,,,,,,,,,
10/06/11,"Ilha das Pedras, Jaci Paraná, Porto Velho, RO",4,IP,T2,P2,550,Terrestre,8985636,322669,,Termitidae,Nasutitermitinae,Nasutitermes sp. 07,,1,1Aa,MZUSP,,"Solo, aprox. 10 cm de prof.",,,,,,,,,,,,,,
10/06/11,"Ilha das Pedras, Jaci Paraná, Porto Velho, RO",4,IP,T2,P2,550,Terrestre,8985636,322669,,Termitidae,Nasutitermitinae,Nasutitermes sp. 07,,1,4Aa,MZUSP,,No talo de folha de palmeira.,,,,,,,,,,,,,,
10/06/11,"Ilha das Pedras, Jaci Paraná, Porto Velho, RO",4,IP,T2,P1,0,Terrestre,8985209,323016,,Termitidae,Syntermitinae,Armitermes teevani,,1,1Aa,MZUSP,MZUSP 14534,"Solo, em galeria difusa.",,,,,,,,,,,,,,
09/06/11,"Ilha das Pedras, Jaci Paraná, Porto Velho, RO",4,IP,T2,P4,1885,Terrestre,8986754,321877,,Termitidae,Syntermitinae,Embiratermes ignotus,,1,2Aa,MZUSP,,"No solo, aprox. 10 cm profund.",,,,,,,,,,,,,,
09/06/11,"Ilha das Pedras, Jaci Paraná, Porto Velho, RO",4,IP,T2,P4,1885,Terrestre,8986754,321877,,Termitidae,Syntermitinae,Embiratermes neotenicus,,1,4Aa,MZUSP,,Ninho epígeo na base de árvore.,,,,,,,,,,,,,,
09/06/11,"Ilha das Pedras, Jaci Paraná, Porto Velho, RO",4,IP,T2,P5,3000,Terrestre,8987675,321325,,Termitidae,Termitinae,Cylindrotermes flangiatus,,1,1Ba,MZUSP,,Galho carcomido.,,,,,,,,,,,,,,
09/06/11,"Ilha das Pedras, Jaci Paraná, Porto Velho, RO",4,IP,T2,P5,3000,Terrestre,8987675,321325,,Termitidae,Termitinae,Cylindrotermes flangiatus,,1,3Aa,MZUSP,,Interior de galho carcomido.,,,,,,,,,,,,,,
09/06/11,"Ilha das Pedras, Jaci Paraná, Porto Velho, RO",4,IP,T2,P4,1885,Terrestre,8986754,321877,,Termitidae,Termitinae,Cylindrotermes parvignathus,,1,4Ca,MZUSP,,Interior de galho carcomido.,,,,,,,,,,,,,,
09/06/11,"Ilha das Pedras, Jaci Paraná, Porto Velho, RO",4,IP,T2,P6,4000,Terrestre,8988536,320818,,Termitidae,Termitinae,Cylindrotermes parvignathus,,1,3Ba,MZUSP,,Interior de galho carcomido que estava embaixo da serrapilheira.,,,,,,,,,,,,,,
05/09/11,"Ilha das Pedras, Jaci Paraná, Porto Velho, RO",5,IP,T2,P5,3000,Terrestre,8987675,321325,,Termitidae,Nasutitermitinae,Atlantitermes sp. 2,,1,2Aa,MZUSP,,No solo,,,,,,,,,,,,,,
05/09/11,"Ilha das Pedras, Jaci Paraná, Porto Velho, RO",5,IP,T2,P5,3000,Terrestre,8987675,321325,,Termitidae,Nasutitermitinae,Atlantitermes sp. 2,,1,3Aa,MZUSP,,No solo,,,,,,,,,,,,,,
07/09/11,"Ilha das Pedras, Jaci Paraná, Porto Velho, RO",5,IP,T2,P2,550,Terrestre,8985636,322669,,Termitidae,Nasutitermitinae,Nasutitermes acangussu,,1,3Ab,MZUSP,,Casca de madeira na serapilheira e no solo,,,,,,,,,,,,,,
05/09/11,"Ilha das Pedras, Jaci Paraná, Porto Velho, RO",5,IP,T2,P3,990,Terrestre,8985957,322373,,Termitidae,Nasutitermitinae,Nasutitermes banksi,,1,1Aa,MZUSP,,Na serapilheira,,,,,,,,,,,,,,
05/09/11,"Ilha das Pedras, Jaci Paraná, Porto Velho, RO",5,IP,T2,P3,990,Terrestre,8985957,322373,,Termitidae,Nasutitermitinae,Nasutitermes banksi,,1,3Aa,MZUSP,,Interior de tronco podre,,,,,,,,,,,,,,
05/09/11,"Ilha das Pedras, Jaci Paraná, Porto Velho, RO",5,IP,T2,P6,4000,Terrestre,8988536,320818,,Termitidae,Nasutitermitinae,Nasutitermes bivalens,,1,3Aa,MZUSP,,Interior de tronco podre,,,,,,,,,,,,,,
05/09/11,"Ilha das Pedras, Jaci Paraná, Porto Velho, RO",5,IP,T2,P3,990,Terrestre,8985957,322373,,Termitidae,Nasutitermitinae,Nasutitermes gaigei,,1,3Eb,MZUSP,,Serapilheira e aparentemente em ninho de 9cm X 6cm (foto) Nasutitermes gaigei?,,,,,,,,,,,,,,
05/09/11,"Ilha das Pedras, Jaci Paraná, Porto Velho, RO",5,IP,T2,P3,990,Terrestre,8985957,322373,,Termitidae,Nasutitermitinae,Nasutitermes similis,,1,2Ba,MZUSP,,Dentro de tronco podre,,,,,,,,,,,,,,
05/09/11,"Ilha das Pedras, Jaci Paraná, Porto Velho, RO",5,IP,T2,P3,990,Terrestre,8985957,322373,,Termitidae,Nasutitermitinae,Nasutitermes similis,,1,3Ba,MZUSP,,Interior de talo de palmeira,,,,,,,,,,,,,,
07/09/11,"Ilha das Pedras, Jaci Paraná, Porto Velho, RO",5,IP,T2,P1,0,Terrestre,8985209,323016,,Termitidae,Nasutitermitinae,Nasutitermes sp. 07,,1,3Aa,MZUSP,,Interior de talo de folha de palmeira,,,,,,,,,,,,,,
07/09/11,"Ilha das Pedras, Jaci Paraná, Porto Velho, RO",5,IP,T2,P2,550,Terrestre,8985636,322669,,Termitidae,Nasutitermitinae,Nasutitermes sp. 07,,1,1Aa,MZUSP,,Serapilheira e no solo,,,,,,,,,,,,,,
07/09/11,"Ilha das Pedras, Jaci Paraná, Porto Velho, RO",5,IP,T2,P2,550,Terrestre,8985636,322669,,Termitidae,Nasutitermitinae,Nasutitermes sp. 07,,1,3Aa,MZUSP,,Casca de madeira na serapilheira e no solo,,,,,,,,,,,,,,
05/09/11,"Ilha das Pedras, Jaci Paraná, Porto Velho, RO",5,IP,T2,P4,1885,Terrestre,8986754,321877,,Termitidae,Nasutitermitinae,Subulitermes baileyi,,1,1Aa,MZUSP,,Interior de madeira podre,,,,,,,,,,,,,,
05/09/11,"Ilha das Pedras, Jaci Paraná, Porto Velho, RO",5,IP,T2,P6,4000,Terrestre,8988536,320818,,Termitidae,Syntermitinae,Armitermes peruanus,,1,4Aa,MZUSP,,No solo,,,,,,,,,,,,,,
07/09/11,"Ilha das Pedras, Jaci Paraná, Porto Velho, RO",5,IP,T2,P1,0,Terrestre,8985209,323016,,Termitidae,Syntermitinae,Cornitermes bolivianus,,1,2Aa,MZUSP,,Na serapilheira,,,,,,,,,,,,,,
05/09/11,"Ilha das Pedras, Jaci Paraná, Porto Velho, RO",5,IP,T2,P3,990,Terrestre,8985957,322373,,Termitidae,Syntermitinae,Cornitermes ovatus,,1,4Ab,MZUSP,,Interior de tronco,,,,,,,,,,,,,,
05/09/11,"Ilha das Pedras, Jaci Paraná, Porto Velho, RO",5,IP,T2,P5,3000,Terrestre,8987675,321325,,Termitidae,Syntermitinae,Cornitermes weberi,,1,1Ba,MZUSP,,No solo,,,,,,,,,,,,,,
05/09/11,"Ilha das Pedras, Jaci Paraná, Porto Velho, RO",5,IP,T2,P6,4000,Terrestre,8988536,320818,,Termitidae,Syntermitinae,Cornitermes weberi,,1,1Aa,MZUSP,,No solo,,,,,,,,,,,,,,
05/09/11,"Ilha das Pedras, Jaci Paraná, Porto Velho, RO",5,IP,T2,P6,4000,Terrestre,8988536,320818,,Termitidae,Syntermitinae,Syntermes aculeosus,,1,4Ba,MZUSP,,No solo,,,,,,,,,,,,,,
05/09/11,"Ilha das Pedras, Jaci Paraná, Porto Velho, RO",5,IP,T2,P6,4000,Terrestre,8988536,320818,,Termitidae,Termitinae,Cylindrotermes flangiatus,,1,2Ba,MZUSP,,Em tronco caído,,,,,,,,,,,,,,
05/09/11,"Ilha das Pedras, Jaci Paraná, Porto Velho, RO",5,IP,T2,P6,4000,Terrestre,8988536,320818,,Termitidae,Termitinae,Cylindrotermes flangiatus,,1,3Ba,MZUSP,,Interior de galho podre,,,,,,,,,,,,,,
05/09/11,"Ilha das Pedras, Jaci Paraná, Porto Velho, RO",5,IP,T2,P4,1885,Terrestre,8986754,321877,,Termitidae,Termitinae,Neocapritermes pumilis,,1,3Aa,MZUSP,,No solo,,,,,,,,,,,,,,
05/09/11,"Ilha das Pedras, Jaci Paraná, Porto Velho, RO",5,IP,T2,P6,4000,Terrestre,8988536,320818,,Termitidae,Termitinae,Neocapritermes talpa,,1,1Ba,MZUSP,,No solo,,,,,,,,,,,,,,
07/09/11,"Ilha das Pedras, Jaci Paraná, Porto Velho, RO",5,IP,T2,P2,550,Terrestre,8985636,322669,,Termitidae,Termitinae,Planicapritermes planiceps,,1,4Ba,MZUSP,,Na madeira,,,,,,,,,,,,,,
05/09/11,"Ilha das Pedras, Jaci Paraná, Porto Velho, RO",5,IP,T2,P3,990,Terrestre,8985957,322373,,Termitidae,Termitinae,Planicapritermes planiceps,,1,2Ca,MZUSP,,No solo,,,,,,,,,,,,,,
05/09/11,"Ilha das Pedras, Jaci Paraná, Porto Velho, RO",5,IP,T2,P5,3000,Terrestre,8987675,321325,,Termitidae,Termitinae,Planicapritermes planiceps,,1,4Aa,MZUSP,,No solo,,,,,,,,,,,,,,
07/09/11,"Ilha das Pedras, Jaci Paraná, Porto Velho, RO",5,IP,T2,P1,0,Terrestre,8985209,323016,,Termitidae,Termitinae,Termes sp. 1,,1,3Da,MZUSP,,Interior de tronco podre,,,,,,,,,,,,,,
21/11/11,"Ilha das Pedras, Jaci Paraná, Porto Velho, RO",6,IP,T2,P4,1885,Terrestre,8986754,321877,,Kalotermitidae,,Rugitermes sp. 2,,1,1Aa,MZUSP,,Interior de tronco seco carcomido,,,,,,,,,,,,,,
21/11/11,"Ilha das Pedras, Jaci Paraná, Porto Velho, RO",6,IP,T2,P2,550,Terrestre,8985636,322669,,Rhinotermitidae,,Dolichorhinotermes sp. 1,,1,3Aa,MZUSP,,Interior de talo de palmeira com formigas atacando,,,,,,,,,,,,,,
22/11/11,"Ilha das Pedras, Jaci Paraná, Porto Velho, RO",6,IP,T2,P1,0,Terrestre,8985209,323016,,Rhinotermitidae,,Heterotermes tenuis,,1,2Bb,MZUSP,,Interior de toco de palmeira,,,,,,,,,,,,,,
21/11/11,"Ilha das Pedras, Jaci Paraná, Porto Velho, RO",6,IP,T2,P2,550,Terrestre,8985636,322669,,Termitidae,Nasutitermitinae,Atlantitermes oculatissimus,,1,2Aa,MZUSP,,Interior de graveto,,,,,,,,,,,,,,
21/11/11,"Ilha das Pedras, Jaci Paraná, Porto Velho, RO",6,IP,T2,P2,550,Terrestre,8985636,322669,,Termitidae,Nasutitermitinae,Atlantitermes snyderi,,1,1Aa,MZUSP,,Interior de tronco podre ,,,,,,,,,,,,,,
21/11/11,"Ilha das Pedras, Jaci Paraná, Porto Velho, RO",6,IP,T2,P3,990,Terrestre,8985957,322373,,Termitidae,Nasutitermitinae,Nasutitermes banksi,,1,1Bc,MZUSP,,Interior de galho úmido,,,,,,,,,,,,,,
21/11/11,"Ilha das Pedras, Jaci Paraná, Porto Velho, RO",6,IP,T2,P3,990,Terrestre,8985957,322373,,Termitidae,Nasutitermitinae,Nasutitermes banksi,,1,4Aa,MZUSP,,Interior de galho podre,,,,,,,,,,,,,,
21/11/11,"Ilha das Pedras, Jaci Paraná, Porto Velho, RO",6,IP,T2,P6,4000,Terrestre,8988536,320818,,Termitidae,Nasutitermitinae,Nasutitermes banksi,,1,3Ba,MZUSP,,Interior de graveto carcomido,,,,,,,,,,,,,,
21/11/11,"Ilha das Pedras, Jaci Paraná, Porto Velho, RO",6,IP,T2,P3,990,Terrestre,8985957,322373,,Termitidae,Nasutitermitinae,Nasutitermes similis,,1,1Aa,MZUSP,,Interior de galho úmido,,,,,,,,,,,,,,
21/11/11,"Ilha das Pedras, Jaci Paraná, Porto Velho, RO",6,IP,T2,P6,4000,Terrestre,8988536,320818,,Termitidae,Nasutitermitinae,Nasutitermes similis,,1,2Aa,MZUSP,,Solo,,,,,,,,,,,,,,
22/11/11,"Ilha das Pedras, Jaci Paraná, Porto Velho, RO",6,IP,T2,P1,0,Terrestre,8985209,323016,,Termitidae,Nasutitermitinae,Nasutitermes sp. 07,,1,3Aa,MZUSP,,Interior de tronco podre ,,,,,,,,,,,,,,
21/11/11,"Ilha das Pedras, Jaci Paraná, Porto Velho, RO",6,IP,T2,P2,550,Terrestre,8985636,322669,,Termitidae,Nasutitermitinae,Nasutitermes sp. 07,,1,3Ba,MZUSP,,Entre solo e serapilheira (saindo do solo),,,,,,,,,,,,,,
21/11/11,"Ilha das Pedras, Jaci Paraná, Porto Velho, RO",6,IP,T2,P5,3000,Terrestre,8987675,321325,,Termitidae,Nasutitermitinae,Subulitermes baileyi,,1,1Ab,MZUSP,,Pequeno ninho no solo e interior de gravetos dentro do ninho,,,,,,,,,,,,,,
21/11/11,"Ilha das Pedras, Jaci Paraná, Porto Velho, RO",6,IP,T2,P3,990,Terrestre,8985957,322373,,Termitidae,Nasutitermitinae,Triangularitermes triangulariceps,,1,4Ca,MZUSP,,Solo,,,,,,,,,,,,,,
21/11/11,"Ilha das Pedras, Jaci Paraná, Porto Velho, RO",6,IP,T2,P5,3000,Terrestre,8987675,321325,,Termitidae,Nasutitermitinae,Velocitermes sp. 2,,1,4Ba,MZUSP,,Serapilheira,,,,,,,,,,,,,,
21/11/11,"Ilha das Pedras, Jaci Paraná, Porto Velho, RO",6,IP,T2,P2,550,Terrestre,8985636,322669,,Termitidae,Syntermitinae,Armitermes holmgreni,,1,4Bb,MZUSP,,Ninho epigeo na base do babaçu,,,,,,,,,,,,,,
21/11/11,"Ilha das Pedras, Jaci Paraná, Porto Velho, RO",6,IP,T2,P5,3000,Terrestre,8987675,321325,,Termitidae,Syntermitinae,Armitermes peruanus,,1,2Aa,MZUSP,,Solo,,,,,,,,,,,,,,
22/11/11,"Ilha das Pedras, Jaci Paraná, Porto Velho, RO",6,IP,T2,P1,0,Terrestre,8985209,323016,,Termitidae,Syntermitinae,Cornitermes bolivianus,,1,1Aa,MZUSP,,Superficie e interior de ninho (monticulo de terra),,,,,,,,,,,,,,
22/11/11,"Ilha das Pedras, Jaci Paraná, Porto Velho, RO",6,IP,T2,P1,0,Terrestre,8985209,323016,,Termitidae,Syntermitinae,Cornitermes bolivianus,,1,3Ca,MZUSP,,Interior de graveto,,,,,,,,,,,,,,
21/11/11,"Ilha das Pedras, Jaci Paraná, Porto Velho, RO",6,IP,T2,P2,550,Terrestre,8985636,322669,,Termitidae,Syntermitinae,Cornitermes pilosus,,1,4Ba,MZUSP,,Ninho epigeo na base do babaçu,,,,,,,,,,,,,,
21/11/11,"Ilha das Pedras, Jaci Paraná, Porto Velho, RO",6,IP,T2,P3,990,Terrestre,8985957,322373,,Termitidae,Syntermitinae,Cyrilliotermes angulariceps,,1,2Ba,MZUSP,,Solo,,,,,,,,,,,,,,
21/11/11,"Ilha das Pedras, Jaci Paraná, Porto Velho, RO",6,IP,T2,P6,4000,Terrestre,8988536,320818,,Termitidae,Syntermitinae,Cyrilliotermes angulariceps,,1,3Aa,MZUSP,,Solo embaixo de raízes,,,,,,,,,,,,,,
21/11/11,"Ilha das Pedras, Jaci Paraná, Porto Velho, RO",6,IP,T2,P5,3000,Terrestre,8987675,321325,,Termitidae,Syntermitinae,Embiratermes ignotus,,1,4Aa,MZUSP,,Solo,,,,,,,,,,,,,,
21/11/11,"Ilha das Pedras, Jaci Paraná, Porto Velho, RO",6,IP,T2,P3,990,Terrestre,8985957,322373,,Termitidae,Syntermitinae,Embiratermes neotenicus,,1,1Ba,MZUSP,,Interior de galho úmido,,,,,,,,,,,,,,
21/11/11,"Ilha das Pedras, Jaci Paraná, Porto Velho, RO",6,IP,T2,P5,3000,Terrestre,8987675,321325,,Termitidae,Syntermitinae,Embiratermes neotenicus,,1,2Bb,MZUSP,,Solo,,,,,,,,,,,,,,
21/11/11,"Ilha das Pedras, Jaci Paraná, Porto Velho, RO",6,IP,T2,P5,3000,Terrestre,8987675,321325,,Termitidae,Syntermitinae,Embiratermes neotenicus,,1,3Aa,MZUSP,,Ninho de Embira 50 cm de altura,,,,,,,,,,,,,,
21/11/11,"Ilha das Pedras, Jaci Paraná, Porto Velho, RO",6,IP,T2,P3,990,Terrestre,8985957,322373,,Termitidae,Syntermitinae,Syntermes molestus,,1,4Ba,MZUSP,,Interior de galho vivo,,,,,,,,,,,,,,
21/11/11,"Ilha das Pedras, Jaci Paraná, Porto Velho, RO",6,IP,T2,P5,3000,Terrestre,8987675,321325,,Termitidae,Termitinae,Cylindrotermes flangiatus,,1,1Aa,MZUSP,,Pequeno ninho no solo e interior de gravetos dentro do ninho,,,,,,,,,,,,,,
21/11/11,"Ilha das Pedras, Jaci Paraná, Porto Velho, RO",6,IP,T2,P4,1885,Terrestre,8986754,321877,,Termitidae,Termitinae,Cylindrotermes parvignathus,,1,1Ba,MZUSP,,Interior de pedaço de galho seco úmido,,,,,,,,,,,,,,
21/11/11,"Ilha das Pedras, Jaci Paraná, Porto Velho, RO",6,IP,T2,P4,1885,Terrestre,8986754,321877,,Termitidae,Termitinae,Cylindrotermes parvignathus,,1,3Ba,MZUSP,,Interior de galho morto,,,,,,,,,,,,,,
21/11/11,"Ilha das Pedras, Jaci Paraná, Porto Velho, RO",6,IP,T2,P3,990,Terrestre,8985957,322373,,Termitidae,Termitinae,Microcerotermes sp. 1,,1,3Aa,MZUSP,,Caminhho coberto por fora e dentro de talo de palmeira,,,,,,,,,,,,,,
21/11/11,"Ilha das Pedras, Jaci Paraná, Porto Velho, RO",6,IP,T2,P5,3000,Terrestre,8987675,321325,,Termitidae,Termitinae,Neocapritermes opacus,,1,2Ba,MZUSP,,Solo,,,,,,,,,,,,,,
21/11/11,"Ilha das Pedras, Jaci Paraná, Porto Velho, RO",6,IP,T2,P5,3000,Terrestre,8987675,321325,,Termitidae,Termitinae,Neocapritermes pumilis,,1,1Ba,MZUSP,,Epígeo grande,,,,,,,,,,,,,,
21/11/11,"Ilha das Pedras, Jaci Paraná, Porto Velho, RO",6,IP,T2,P6,4000,Terrestre,8988536,320818,,Termitidae,Termitinae,Neocapritermes pumilis,,1,2Ba,MZUSP,,Serapilheira,,,,,,,,,,,,,,
22/11/11,"Ilha das Pedras, Jaci Paraná, Porto Velho, RO",6,IP,T2,P1,0,Terrestre,8985209,323016,,Termitidae,Termitinae,Neocapritermes taracua,,1,2Aa,MZUSP,,Solo,,,,,,,,,,,,,,
21/11/11,"Ilha das Pedras, Jaci Paraná, Porto Velho, RO",6,IP,T2,P3,990,Terrestre,8985957,322373,,Termitidae,Termitinae,Neocapritermes taracua,,1,3Bb,MZUSP,,Embaixo e dentro de tronco podre,,,,,,,,,,,,,,
21/11/11,"Ilha das Pedras, Jaci Paraná, Porto Velho, RO",6,IP,T2,P3,990,Terrestre,8985957,322373,,Termitidae,Termitinae,Neocapritermes utiariti,,1,3Ba,MZUSP,,Embaixo e dentro de tronco podre,,,,,,,,,,,,,,
21/11/11,"Ilha das Pedras, Jaci Paraná, Porto Velho, RO",6,IP,T2,P2,550,Terrestre,8985636,322669,,Termitidae,Termitinae,Planicapritermes planiceps,,1,2Ba,MZUSP,,Ninho subterrâneo,,,,,,,,,,,,,,
21/11/11,"Ilha das Pedras, Jaci Paraná, Porto Velho, RO",6,IP,T2,P3,990,Terrestre,8985957,322373,,Termitidae,Termitinae,Planicapritermes planiceps,,1,4Bb,MZUSP,,Interior de galho vivo,,,,,,,,,,,,,,
21/11/11,"Ilha das Pedras, Jaci Paraná, Porto Velho, RO",6,IP,T2,P5,3000,Terrestre,8987675,321325,,Termitidae,Termitinae,Planicapritermes planiceps,,1,3Ba,MZUSP,,"Embaixo do solo, em ninho lamelar",,,,,,,,,,,,,,
02/03/12,"Ilha das Pedras, Jaci Paraná, Porto Velho, RO",7,IP,T2,P5,3000,Terrestre,8987675,321325,,Rhinotermitidae,,Dolichorhinotermes sp. 1,,1,4Ba,MZUSP,,Colônia de Dolichorhino dentro de talo de palmeira morta,,,,,,,,,,,,,,
02/03/12,"Ilha das Pedras, Jaci Paraná, Porto Velho, RO",7,IP,T2,P2,550,Terrestre,8985636,322669,,Termitidae,Nasutitermitinae,Atlantitermes snyderi,,1,4Ba,MZUSP,,Interior de tronquinho podre,,,,,,,,,,,,,,
02/03/12,"Ilha das Pedras, Jaci Paraná, Porto Velho, RO",7,IP,T2,P5,3000,Terrestre,8987675,321325,,Termitidae,Nasutitermitinae,Nasutitermes banksi,,1,4Ca,MZUSP,,Solo em baixo de raíz,,,,,,,,,,,,,,
02/03/12,"Ilha das Pedras, Jaci Paraná, Porto Velho, RO",7,IP,T2,P3,990,Terrestre,8985957,322373,,Termitidae,Nasutitermitinae,Nasutitermes bivalens,,1,3Ac,MZUSP,,Casca interna de tronco gigante,,,,,,,,,,,,,,
02/03/12,"Ilha das Pedras, Jaci Paraná, Porto Velho, RO",7,IP,T2,P6,4000,Terrestre,8988536,320818,,Termitidae,Nasutitermitinae,Nasutitermes gaigei,,1,2Aa,MZUSP,,Ninho,,,,,,,,,,,,,,
02/03/12,"Ilha das Pedras, Jaci Paraná, Porto Velho, RO",7,IP,T2,P5,3000,Terrestre,8987675,321325,,Termitidae,Nasutitermitinae,Nasutitermes similis,,1,1Ba,MZUSP,,Serapilheira,,,,,,,,,,,,,,
02/03/12,"Ilha das Pedras, Jaci Paraná, Porto Velho, RO",7,IP,T2,P6,4000,Terrestre,8988536,320818,,Termitidae,Nasutitermitinae,Nasutitermes similis,,1,3Aa,MZUSP,,Interior de tronco caído e no solo logo abaixo,,,,,,,,,,,,,,
02/03/12,"Ilha das Pedras, Jaci Paraná, Porto Velho, RO",7,IP,T2,P2,550,Terrestre,8985636,322669,,Termitidae,Nasutitermitinae,Nasutitermes sp. 07,,1,2Ba,MZUSP,,Interior de talo de folha seca de palmeira,,,,,,,,,,,,,,
02/03/12,"Ilha das Pedras, Jaci Paraná, Porto Velho, RO",7,IP,T2,P2,550,Terrestre,8985636,322669,,Termitidae,Nasutitermitinae,Nasutitermes sp. 07,,1,3Aa,MZUSP,,Interior de madeira,,,,,,,,,,,,,,
02/03/12,"Ilha das Pedras, Jaci Paraná, Porto Velho, RO",7,IP,T2,P6,4000,Terrestre,8988536,320818,,Termitidae,Nasutitermitinae,Subulitermes baileyi,,1,4Bc,MZUSP,,Solo (Ninho de Apico subterâneo?),,,,,,,,,,,,,,
02/03/12,"Ilha das Pedras, Jaci Paraná, Porto Velho, RO",7,IP,T2,P3,990,Terrestre,8985957,322373,,Termitidae,Nasutitermitinae,Triangularitermes triangulariceps,,1,3Ad,MZUSP,,Casca interna de tronco gigante,,,,,,,,,,,,,,
02/03/12,"Ilha das Pedras, Jaci Paraná, Porto Velho, RO",7,IP,T2,P5,3000,Terrestre,8987675,321325,,Termitidae,Nasutitermitinae,Triangularitermes triangulariceps,,1,3Ab,MZUSP,,Solo,,,,,,,,,,,,,,
02/03/12,"Ilha das Pedras, Jaci Paraná, Porto Velho, RO",7,IP,T2,P6,4000,Terrestre,8988536,320818,,Termitidae,Nasutitermitinae,Triangularitermes triangulariceps,,1,3Ab,MZUSP,,Interior de tronco caído e no solo logo abaixo,,,,,,,,,,,,,,
02/03/12,"Ilha das Pedras, Jaci Paraná, Porto Velho, RO",7,IP,T2,P5,3000,Terrestre,8987675,321325,,Termitidae,Nasutitermitinae,Velocitermes sp. 1,,1,4Ab,MZUSP, MZUSP 15721,Solo e Serapilhaiera (Veloci e Neocapri),,,,,,,,,,,,,,
