data,Município,Campanha,Módulo,Transecto,Parcela,Ponto,Tipo de Parcela,Coordenadas UTM (X),Coordenadas UTM (Y),Ordem,Família,Subfamília,Espécie,Tipo Amostragem,Núm. Ind. (Colônias/Encontros),Núm.ID (campo),Instituição para Tombamento,Tombo,OBS
26/01/2013,"Novo Módulo Jaci, Nova Mutum Paraná, Porto Velho, RO",9,NM,T3,P6,4000,Terrestre,8959933,344748,Isoptera,Termitidae,Nasutitermitinae,Atlantitermes sp. 1,,1,,INPA,,
20/01/2013,"Ilha das Pedras, Jaci Paraná, Porto Velho, RO",9,IP,T2,P2,500,Terrestre,8988404,335307,Isoptera,Kalotermitidae,NA ,Calcaritermes sp. 2,,1,,INPA,,
29/01/2013,"Teotônio, Porto Velho, RO",9,TE,T2,P4,2000,Terrestre,9023885,381719,Isoptera,Termitidae,Nasutitermitinae,Atlantitermes sp. 1,,1,,INPA,,
26/01/2013,"Novo Módulo Jaci, Nova Mutum Paraná, Porto Velho, RO",9,NM,T3,P4,2000,Terrestre,8960326,346707,Isoptera,Termitidae,Nasutitermitinae,Nasutitermes sp. 18,,1,,INPA,,
20/01/2013,"Ilha das Pedras, Jaci Paraná, Porto Velho, RO",9,IP,T2,P2,500,Terrestre,8988404,335307,Isoptera,Termitidae,Nasutitermitinae,Nasutitermes sp. 4,,1,,INPA,,
24/01/2013,"Três Praias, Jaci Paraná, Porto Velho, RO",9,JP,T2,P6,4100,Terrestre,8955206,350943,Isoptera,Termitidae,Nasutitermitinae,Convexitermes convexifrons,,1,,INPA,,
19/01/2013,"Ilha das Pedras, Jaci Paraná, Porto Velho, RO",9,IP,T2,P6,4000,Terrestre,8991071,337699,Isoptera,Termitidae,Nasutitermitinae,Subulitermes microsoma,,1,,INPA,,
26/01/2013,"Novo Módulo Jaci, Nova Mutum Paraná, Porto Velho, RO",9,NM,T3,P4,2000,Terrestre,8960326,346707,Isoptera,Termitidae,Nasutitermitinae,Nasutitermes sp. 3,,1,,INPA,,
24/01/2013,"Três Praias, Jaci Paraná, Porto Velho, RO",9,JP,T2,P4,2050,Terrestre,8954964,348933,Isoptera,Termitidae,Nasutitermitinae,Nasutitermes callimorphus,,1,,INPA,,
21/01/2013,"Ilha de Búfalos, Jaci Paraná, Porto Velho, RO",9,IB,T2,P4,2000,Terrestre,8989521,336332,Isoptera,Termitidae,Nasutitermitinae,Nasutitermes peruanus,,1,,INPA,,
20/01/2013,"Ilha de Búfalos, Jaci Paraná, Porto Velho, RO",9,IB,T2,P1,0,Terrestre,8988015,334967,Isoptera,Termitidae,Nasutitermitinae,Nasutitermes sp. 15,,1,,INPA,,
29/01/2013,"Teotônio, Porto Velho, RO",9,TE,T2,P2,500,Terrestre,9022865,382824,Isoptera,Termitidae,Nasutitermitinae,Nasutitermes gaigei,,1,,INPA,,
26/01/2013,"Novo Módulo Jaci, Nova Mutum Paraná, Porto Velho, RO",9,NM,T3,P4,2000,Terrestre,8960326,346707,Isoptera,Termitidae,Nasutitermitinae,Subulitermes microsoma,,1,,INPA,,
29/01/2013,"Teotônio, Porto Velho, RO",9,TE,T2,P2,500,Terrestre,9022865,382824,Isoptera,Termitidae,Nasutitermitinae,Atlantitermes sp. 1,,1,,INPA,,
19/01/2013,"Ilha das Pedras, Jaci Paraná, Porto Velho, RO",9,IP,T2,P6,4000,Terrestre,8991071,337699,Isoptera,Rhinotermitidae,Coptotermitinae,Coptotermes testaceus,,1,,INPA,,
25/01/2013,"Novo Módulo Jaci, Nova Mutum Paraná, Porto Velho, RO",9,NM,T3,P2,500,Terrestre,,,Isoptera,Rhinotermitidae,Coptotermitinae,Coptotermes testaceus,,1,,INPA,,
20/01/2013,"Ilha de Búfalos, Jaci Paraná, Porto Velho, RO",9,IB,T2,P1,0,Terrestre,8988015,334967,Isoptera,Rhinotermitidae,Coptotermitinae,Coptotermes testaceus,,1,,INPA,,
21/01/2013,"Ilha de Búfalos, Jaci Paraná, Porto Velho, RO",9,IB,T2,P3,1000,Terrestre,8988753,335582,Isoptera,Rhinotermitidae,Coptotermitinae,Coptotermes testaceus,,1,,INPA,,
29/01/2013,"Teotônio, Porto Velho, RO",9,TE,T2,P4,2000,Terrestre,9023885,381719,Isoptera,Rhinotermitidae,Rhinotermitinae,Rhinotermes sp. 1,,1,,INPA,,
19/01/2013,"Ilha das Pedras, Jaci Paraná, Porto Velho, RO",9,IP,T2,P4,2000,Terrestre,8989521,336332,Isoptera,Rhinotermitidae,Rhinotermitinae,Rhinotermes sp. 1,,1,,INPA,,
19/01/2013,"Ilha das Pedras, Jaci Paraná, Porto Velho, RO",9,IP,T2,P3,1000,Terrestre,8988753,335582,Isoptera,Rhinotermitidae,Rhinotermitinae,Rhinotermes sp. 1,,1,,INPA,,
26/01/2013,"Novo Módulo Jaci, Nova Mutum Paraná, Porto Velho, RO",9,NM,T3,P5,3000,Terrestre,8960128,345726,Isoptera,Termitidae,Syntermitinae,Syntermes molestus,,1,,INPA,,
20/01/2013,"Ilha de Búfalos, Jaci Paraná, Porto Velho, RO",9,IB,T2,P1,0,Terrestre,8988015,334967,Isoptera,Termitidae,Syntermitinae,Syntermes molestus,,1,,INPA,,
24/01/2013,"Três Praias, Jaci Paraná, Porto Velho, RO",9,JP,T2,P3,1050,Terrestre,8954868,347940,Isoptera,Termitidae,Syntermitinae,Syntermes molestus,,1,,INPA,,
25/01/2013,"Novo Módulo Jaci, Nova Mutum Paraná, Porto Velho, RO",9,NM,T3,P1,0,Terrestre,8960718,348667,Isoptera,Termitidae,Syntermitinae,Syntermes molestus,,1,,INPA,,
25/01/2013,"Novo Módulo Jaci, Nova Mutum Paraná, Porto Velho, RO",9,NM,T3,P2,500,Terrestre,,,Isoptera,Termitidae,Syntermitinae,Syntermes molestus,,1,,INPA,,
21/01/2013,"Ilha de Búfalos, Jaci Paraná, Porto Velho, RO",9,IB,T2,P3,1000,Terrestre,8988753,335582,Isoptera,Termitidae,Syntermitinae,Syntermes molestus,,1,,INPA,,
20/01/2013,"Ilha de Búfalos, Jaci Paraná, Porto Velho, RO",9,IB,T2,P2,500,Terrestre,8988404,335307,Isoptera,Termitidae,Syntermitinae,Syntermes molestus,,1,,INPA,,
25/01/2013,"Novo Módulo Jaci, Nova Mutum Paraná, Porto Velho, RO",9,NM,T3,P1,0,Terrestre,8960718,348667,Isoptera,Termitidae,Syntermitinae,Syntermes molestus,,1,,INPA,,
26/01/2013,"Novo Módulo Jaci, Nova Mutum Paraná, Porto Velho, RO",9,NM,T3,P6,4000,Terrestre,8959933,344748,Isoptera,Termitidae,Syntermitinae,Syntermes molestus,,1,,INPA,,
29/01/2013,"Teotônio, Porto Velho, RO",9,TE,T2,P4,2000,Terrestre,9023885,381719,Isoptera,Termitidae,Syntermitinae,Syntermes molestus,,1,,INPA,,
26/01/2013,"Novo Módulo Jaci, Nova Mutum Paraná, Porto Velho, RO",9,NM,T3,P4,2000,Terrestre,8960326,346707,Isoptera,Termitidae,Syntermitinae,Syntermes molestus,,1,,INPA,,
29/01/2013,"Teotônio, Porto Velho, RO",9,TE,T2,P6,4000,Terrestre,9025040,380111,Isoptera,Termitidae,Syntermitinae,Syntermes molestus,,1,,INPA,,
26/01/2013,"Novo Módulo Jaci, Nova Mutum Paraná, Porto Velho, RO",9,NM,T3,P6,4000,Terrestre,8959933,344748,Isoptera,Termitidae,Syntermitinae,Syntermes molestus,,1,,INPA,,
25/01/2013,"Três Praias, Jaci Paraná, Porto Velho, RO",9,JP,T2,P1,0,Terrestre,8954694,346904,Isoptera,Termitidae,Syntermitinae,Cyrilliotermes angulariceps,,1,,INPA,,
24/01/2013,"Três Praias, Jaci Paraná, Porto Velho, RO",9,JP,T2,P3,1050,Terrestre,8954868,347940,Isoptera,Termitidae,Syntermitinae,Cyrilliotermes angulariceps,,1,,INPA,,
26/01/2013,"Novo Módulo Jaci, Nova Mutum Paraná, Porto Velho, RO",9,NM,T3,P3,1000,Terrestre,8960526,347695,Isoptera,Termitidae,Syntermitinae,Cyrilliotermes angulariceps,,1,,INPA,,
26/01/2013,"Novo Módulo Jaci, Nova Mutum Paraná, Porto Velho, RO",9,NM,T3,P6,4000,Terrestre,8959933,344748,Isoptera,Termitidae,Syntermitinae,Cyrilliotermes angulariceps,,1,,INPA,,
25/01/2013,"Três Praias, Jaci Paraná, Porto Velho, RO",9,JP,T2,P1,0,Terrestre,8954694,346904,Isoptera,Termitidae,Syntermitinae,Cyrilliotermes angulariceps,,1,,INPA,,
26/01/2013,"Novo Módulo Jaci, Nova Mutum Paraná, Porto Velho, RO",9,NM,T3,P6,4000,Terrestre,8959933,344748,Isoptera,Termitidae,Syntermitinae,Cyrilliotermes angulariceps,,1,,INPA,,
24/01/2013,"Três Praias, Jaci Paraná, Porto Velho, RO",9,JP,T2,P5,3000,Terrestre,8955078,349875,Isoptera,Termitidae,Syntermitinae,Cyrilliotermes angulariceps,,1,,INPA,,
21/01/2013,"Ilha de Búfalos, Jaci Paraná, Porto Velho, RO",9,IB,T2,P3,1000,Terrestre,8988753,335582,Isoptera,Termitidae,Syntermitinae,Syntermes spinosus,,1,,INPA,,
29/01/2013,"Teotônio, Porto Velho, RO",9,TE,T2,P5,3000,Terrestre,9024570,380983,Isoptera,Termitidae,Syntermitinae,Syntermes spinosus,,1,,INPA,,
20/01/2013,"Ilha de Búfalos, Jaci Paraná, Porto Velho, RO",9,IB,T2,P2,500,Terrestre,8988404,335307,Isoptera,Termitidae,Syntermitinae,Syntermes spinosus,,1,,INPA,,
25/01/2013,"Três Praias, Jaci Paraná, Porto Velho, RO",9,JP,T2,P1,0,Terrestre,8954694,346904,Isoptera,Termitidae,Syntermitinae,Syntermes spinosus,,1,,INPA,,
29/01/2013,"Teotônio, Porto Velho, RO",9,TE,T2,P2,500,Terrestre,9022865,382824,Isoptera,Termitidae,Syntermitinae,Embiratermes neotenicus,,1,,INPA,,
24/01/2013,"Três Praias, Jaci Paraná, Porto Velho, RO",9,JP,T2,P3,1050,Terrestre,8954868,347940,Isoptera,Termitidae,Syntermitinae,Embiratermes neotenicus,,1,,INPA,,
24/01/2013,"Três Praias, Jaci Paraná, Porto Velho, RO",9,JP,T2,P6,4100,Terrestre,8955206,350943,Isoptera,Termitidae,Syntermitinae,Embiratermes neotenicus,,1,,INPA,,
19/01/2013,"Ilha das Pedras, Jaci Paraná, Porto Velho, RO",9,IP,T2,P5,3000,Terrestre,8990336,336964,Isoptera,Termitidae,Syntermitinae,Embiratermes neotenicus,,1,,INPA,,
19/01/2013,"Ilha das Pedras, Jaci Paraná, Porto Velho, RO",9,IP,T2,P5,3000,Terrestre,8990336,336964,Isoptera,Termitidae,Syntermitinae,Embiratermes neotenicus,,1,,INPA,,
25/01/2013,"Novo Módulo Jaci, Nova Mutum Paraná, Porto Velho, RO",9,NM,T3,P2,500,Terrestre,,,Isoptera,Termitidae,Syntermitinae,Embiratermes neotenicus,,1,,INPA,,
25/01/2013,"Novo Módulo Jaci, Nova Mutum Paraná, Porto Velho, RO",9,NM,T3,P2,500,Terrestre,,,Isoptera,Termitidae,Syntermitinae,Embiratermes ignotus,,1,,INPA,,
26/01/2013,"Novo Módulo Jaci, Nova Mutum Paraná, Porto Velho, RO",9,NM,T3,P6,4000,Terrestre,8959933,344748,Isoptera,Termitidae,Syntermitinae,Embiratermes ignotus,,1,,INPA,,
24/01/2013,"Três Praias, Jaci Paraná, Porto Velho, RO",9,JP,T2,P6,4100,Terrestre,8955206,350943,Isoptera,Termitidae,Syntermitinae,Embiratermes ignotus,,1,,INPA,,
29/01/2013,"Teotônio, Porto Velho, RO",9,TE,T2,P4,2000,Terrestre,9023885,381719,Isoptera,Termitidae,Syntermitinae,Embiratermes ignotus,,1,,INPA,,
25/01/2013,"Novo Módulo Jaci, Nova Mutum Paraná, Porto Velho, RO",9,NM,T3,P2,500,Terrestre,,,Isoptera,Termitidae,Syntermitinae,Embiratermes ignotus,,1,,INPA,,
26/01/2013,"Novo Módulo Jaci, Nova Mutum Paraná, Porto Velho, RO",9,NM,T3,P6,4000,Terrestre,8959933,344748,Isoptera,Termitidae,Syntermitinae,Embiratermes ignotus,,1,,INPA,,
26/01/2013,"Novo Módulo Jaci, Nova Mutum Paraná, Porto Velho, RO",9,NM,T3,P3,1000,Terrestre,8960526,347695,Isoptera,Termitidae,Syntermitinae,Embiratermes ignotus,,1,,INPA,,
29/01/2013,"Teotônio, Porto Velho, RO",9,TE,T2,P2,500,Terrestre,9022865,382824,Isoptera,Termitidae,Syntermitinae,Silvestritermes holmgreni,,1,,INPA,,
19/01/2013,"Ilha das Pedras, Jaci Paraná, Porto Velho, RO",9,IP,T2,P6,4000,Terrestre,8991071,337699,Isoptera,Termitidae,Syntermitinae,Silvestritermes holmgreni,,1,,INPA,,
24/01/2013,"Três Praias, Jaci Paraná, Porto Velho, RO",9,JP,T2,P6,4100,Terrestre,8955206,350943,Isoptera,Termitidae,Syntermitinae,Silvestritermes holmgreni,,1,,INPA,,
21/01/2013,"Ilha de Búfalos, Jaci Paraná, Porto Velho, RO",9,IB,T2,P4,2000,Terrestre,8989521,336332,Isoptera,Termitidae,Syntermitinae,Silvestritermes sp.1,,1,,INPA,,
26/01/2013,"Novo Módulo Jaci, Nova Mutum Paraná, Porto Velho, RO",9,NM,T3,P6,4000,Terrestre,8959933,344748,Isoptera,Termitidae,Syntermitinae,Silvestritermes sp.1,,1,,INPA,,
29/01/2013,"Teotônio, Porto Velho, RO",9,TE,T2,P1,10,Terrestre,9022531,383193,Isoptera,Termitidae,Syntermitinae,Embiratermes sp. 1,,1,,INPA,,
20/01/2013,"Ilha das Pedras, Jaci Paraná, Porto Velho, RO",9,IP,T2,P2,500,Terrestre,8988404,335307,Isoptera,Termitidae,Syntermitinae,Cornitermes sp. 2,,1,,INPA,,
29/01/2013,"Teotônio, Porto Velho, RO",9,TE,T2,P4,2000,Terrestre,9023885,381719,Isoptera,Termitidae,Syntermitinae,Cornitermes pugnax,,1,,INPA,,
26/01/2013,"Novo Módulo Jaci, Nova Mutum Paraná, Porto Velho, RO",9,NM,T3,P3,1000,Terrestre,8960526,347695,Isoptera,Termitidae,Syntermitinae,Cornitermes pugnax,,1,,INPA,,
25/01/2013,"Três Praias, Jaci Paraná, Porto Velho, RO",9,JP,T2,P2,490,Terrestre,8954804,347396,Isoptera,Termitidae,Syntermitinae,Syntermes sp. 2,,1,,INPA,,
25/01/2013,"Três Praias, Jaci Paraná, Porto Velho, RO",9,JP,T2,P2,490,Terrestre,8954804,347396,Isoptera,Termitidae,Syntermitinae,Labiotermes sp. 1,,1,,INPA,,
25/01/2013,"Novo Módulo Jaci, Nova Mutum Paraná, Porto Velho, RO",9,NM,T3,P2,500,Terrestre,,,Isoptera,Termitidae,Syntermitinae,Syntermes sp. 1,,1,,INPA,,
20/01/2013,"Ilha de Búfalos, Jaci Paraná, Porto Velho, RO",9,IB,T2,P1,0,Terrestre,8988015,334967,Isoptera,Termitidae,Syntermitinae,Cornitermes ovatus,,1,,INPA,,
24/01/2013,"Três Praias, Jaci Paraná, Porto Velho, RO",9,JP,T2,P4,2050,Terrestre,8954964,348933,Isoptera,Termitidae,Syntermitinae,Cornitermes ovatus,,1,,INPA,,
24/01/2013,"Três Praias, Jaci Paraná, Porto Velho, RO",9,JP,T2,P3,1050,Terrestre,8954868,347940,Isoptera,Termitidae,Syntermitinae,Cornitermes ovatus,,1,,INPA,,
19/01/2013,"Ilha das Pedras, Jaci Paraná, Porto Velho, RO",9,IP,T2,P6,4000,Terrestre,8991071,337699,Isoptera,Termitidae,Syntermitinae,Cornitermes ovatus,,1,,INPA,,
25/01/2013,"Três Praias, Jaci Paraná, Porto Velho, RO",9,JP,T2,P2,490,Terrestre,8954804,347396,Isoptera,Termitidae,Syntermitinae,Cornitermes ovatus,,1,,INPA,,
25/01/2013,"Três Praias, Jaci Paraná, Porto Velho, RO",9,JP,T2,P1,0,Terrestre,8954694,346904,Isoptera,Termitidae,Syntermitinae,Cornitermes ovatus,,1,,INPA,,
25/01/2013,"Três Praias, Jaci Paraná, Porto Velho, RO",9,JP,T2,P1,0,Terrestre,8954694,346904,Isoptera,Termitidae,Syntermitinae,Cornitermes sp. 1,,1,,INPA,,
26/01/2013,"Novo Módulo Jaci, Nova Mutum Paraná, Porto Velho, RO",9,NM,T3,P3,1000,Terrestre,8960526,347695,Isoptera,Termitidae,Syntermitinae,Cornitermes sp. 1,,1,,INPA,,
29/01/2013,"Teotônio, Porto Velho, RO",9,TE,T2,P4,2000,Terrestre,9023885,381719,Isoptera,Termitidae,Termitinae,Planicapritermes planiceps,,1,,INPA,,
19/01/2013,"Ilha das Pedras, Jaci Paraná, Porto Velho, RO",9,IP,T2,P4,2000,Terrestre,8989521,336332,Isoptera,Termitidae,Termitinae,Planicapritermes planiceps,,1,,INPA,,
19/01/2013,"Ilha das Pedras, Jaci Paraná, Porto Velho, RO",9,IP,T2,P6,4000,Terrestre,8991071,337699,Isoptera,Termitidae,Termitinae,Planicapritermes planiceps,,1,,INPA,,
25/01/2013,"Três Praias, Jaci Paraná, Porto Velho, RO",9,JP,T2,P1,0,Terrestre,8954694,346904,Isoptera,Termitidae,Termitinae,Planicapritermes planiceps,,1,,INPA,,
21/01/2013,"Ilha de Búfalos, Jaci Paraná, Porto Velho, RO",9,IB,T2,P4,2000,Terrestre,8989521,336332,Isoptera,Termitidae,Termitinae,Planicapritermes planiceps,,1,,INPA,,
24/01/2013,"Três Praias, Jaci Paraná, Porto Velho, RO",9,JP,T2,P6,4100,Terrestre,8955206,350943,Isoptera,Termitidae,Termitinae,Planicapritermes planiceps,,1,,INPA,,
26/01/2013,"Novo Módulo Jaci, Nova Mutum Paraná, Porto Velho, RO",9,NM,T3,P6,4000,Terrestre,8959933,344748,Isoptera,Termitidae,Termitinae,Planicapritermes planiceps,,1,,INPA,,
19/01/2013,"Ilha das Pedras, Jaci Paraná, Porto Velho, RO",9,IP,T2,P3,1000,Terrestre,8988753,335582,Isoptera,Termitidae,Termitinae,Planicapritermes planiceps,,1,,INPA,,
29/01/2013,"Teotônio, Porto Velho, RO",9,TE,T2,P4,2000,Terrestre,9023885,381719,Isoptera,Termitidae,Termitinae,Planicapritermes planiceps,,1,,INPA,,
20/01/2013,"Ilha das Pedras, Jaci Paraná, Porto Velho, RO",9,IP,T2,P2,500,Terrestre,8988404,335307,Isoptera,Termitidae,Termitinae,Cylindrotermes parvignathus,,1,,INPA,,
24/01/2013,"Três Praias, Jaci Paraná, Porto Velho, RO",9,JP,T2,P6,4100,Terrestre,8955206,350943,Isoptera,Termitidae,Termitinae,Cylindrotermes parvignathus,,1,,INPA,,
21/01/2013,"Ilha de Búfalos, Jaci Paraná, Porto Velho, RO",9,IB,T2,P3,1000,Terrestre,8988753,335582,Isoptera,Termitidae,Termitinae,Cylindrotermes parvignathus,,1,,INPA,,
24/01/2013,"Três Praias, Jaci Paraná, Porto Velho, RO",9,JP,T2,P3,1050,Terrestre,8954868,347940,Isoptera,Termitidae,Termitinae,Cylindrotermes parvignathus,,1,,INPA,,
26/01/2013,"Novo Módulo Jaci, Nova Mutum Paraná, Porto Velho, RO",9,NM,T3,P5,3000,Terrestre,8960128,345726,Isoptera,Termitidae,Termitinae,Cylindrotermes parvignathus,,1,,INPA,,
25/01/2013,"Três Praias, Jaci Paraná, Porto Velho, RO",9,JP,T2,P1,0,Terrestre,8954694,346904,Isoptera,Termitidae,Termitinae,Neocapritermes sp. 1,,1,,INPA,,
19/01/2013,"Ilha das Pedras, Jaci Paraná, Porto Velho, RO",9,IP,T2,P4,2000,Terrestre,8989521,336332,Isoptera,Termitidae,Termitinae,Neocapritermes sp. 1,,1,,INPA,,
19/01/2013,"Ilha das Pedras, Jaci Paraná, Porto Velho, RO",9,IP,T2,P3,1000,Terrestre,8988753,335582,Isoptera,Termitidae,Termitinae,Neocapritermes sp. 1,,1,,INPA,,
26/01/2013,"Novo Módulo Jaci, Nova Mutum Paraná, Porto Velho, RO",9,NM,T3,P5,3000,Terrestre,8960128,345726,Isoptera,Termitidae,Termitinae,Neocapritermes sp. 1,,1,,INPA,,
24/01/2013,"Três Praias, Jaci Paraná, Porto Velho, RO",9,JP,T2,P5,3000,Terrestre,8955078,349875,Isoptera,Termitidae,Termitinae,Neocapritermes sp. 1,,1,,INPA,,
19/01/2013,"Ilha das Pedras, Jaci Paraná, Porto Velho, RO",9,IP,T2,P3,1000,Terrestre,8988753,335582,Isoptera,Termitidae,Termitinae,Neocapritermes sp. 1,,1,,INPA,,
29/01/2013,"Teotônio, Porto Velho, RO",9,TE,T2,P6,4000,Terrestre,9025040,380111,Isoptera,Termitidae,Termitinae,Neocapritermes sp. 1,,1,,INPA,,
26/01/2013,"Novo Módulo Jaci, Nova Mutum Paraná, Porto Velho, RO",9,NM,T3,P6,4000,Terrestre,8959933,344748,Isoptera,Termitidae,Termitinae,Neocapritermes sp. 1,,1,,INPA,,
29/01/2013,"Teotônio, Porto Velho, RO",9,TE,T2,P5,3000,Terrestre,9024570,380983,Isoptera,Termitidae,Termitinae,Neocapritermes sp. 2,,1,,INPA,,
20/01/2013,"Ilha de Búfalos, Jaci Paraná, Porto Velho, RO",9,IB,T2,P2,500,Terrestre,8988404,335307,Isoptera,Termitidae,Termitinae,Neocapritermes sp. 2,,1,,INPA,,
19/01/2013,"Ilha das Pedras, Jaci Paraná, Porto Velho, RO",9,IP,T2,P3,1000,Terrestre,8988753,335582,Isoptera,Termitidae,Termitinae,Neocapritermes sp. 2,,1,,INPA,,
29/01/2013,"Teotônio, Porto Velho, RO",9,TE,T2,P4,2000,Terrestre,9023885,381719,Isoptera,Termitidae,Termitinae,Crepititermes verruculosus,,1,,INPA,,
24/01/2013,"Três Praias, Jaci Paraná, Porto Velho, RO",9,JP,T2,P6,4100,Terrestre,8955206,350943,Isoptera,Termitidae,Termitinae,Neocapritermes sp. 3,,1,,INPA,,
24/01/2013,"Três Praias, Jaci Paraná, Porto Velho, RO",9,JP,T2,P5,3000,Terrestre,8955078,349875,Isoptera,Termitidae,Termitinae,Termes sp. 1,,1,,INPA,,
25/01/2013,"Três Praias, Jaci Paraná, Porto Velho, RO",9,JP,T2,P2,490,Terrestre,8954804,347396,Isoptera,Termitidae,Termitinae,Neocapritermes talpa,,1,,INPA,,
25/01/2013,"Novo Módulo Jaci, Nova Mutum Paraná, Porto Velho, RO",9,NM,T3,P1,0,Terrestre,8960718,348667,Isoptera,Termitidae,Termitinae,Microcerotermes sp.2,,1,,INPA,,
26/01/2013,"Novo Módulo Jaci, Nova Mutum Paraná, Porto Velho, RO",9,NM,T3,P6,4000,Terrestre,8959933,344748,Isoptera,Termitidae,Termitinae,Cylindrotermes flangiatus,,1,,INPA,,
24/01/2013,"Três Praias, Jaci Paraná, Porto Velho, RO",9,JP,T2,P3,1050,Terrestre,8954868,347940,Isoptera,Termitidae,Termitinae,Cylindrotermes flangiatus,,1,,INPA,,
24/01/2013,"Três Praias, Jaci Paraná, Porto Velho, RO",9,JP,T2,P3,1050,Terrestre,8954868,347940,Isoptera,Termitidae,Termitinae,Cylindrotermes flangiatus,,1,,INPA,,
24/01/2013,"Três Praias, Jaci Paraná, Porto Velho, RO",9,JP,T2,P6,4100,Terrestre,8955206,350943,Isoptera,Termitidae,Termitinae,Cornicapritermes mucronatus,,1,,INPA,,
21/01/2013,"Ilha de Búfalos, Jaci Paraná, Porto Velho, RO",9,IB,T2,P6,4000,Terrestre,8991071,337699,Isoptera,Termitidae,Termitinae,Cornicapritermes mucronatus,,1,,INPA,,
19/01/2013,"Ilha das Pedras, Jaci Paraná, Porto Velho, RO",9,IP,T2,P3,1000,Terrestre,8988753,335582,Isoptera,Termitidae,Termitinae,Neocapritermes unicornis,,1,,INPA,,
19/01/2013,"Ilha das Pedras, Jaci Paraná, Porto Velho, RO",9,IP,T2,P3,1000,Terrestre,8988753,335582,Isoptera,Termitidae,Termitinae,Neocapritermes unicornis,,1,,INPA,,
24/01/2013,"Três Praias, Jaci Paraná, Porto Velho, RO",9,JP,T2,P3,1050,Terrestre,8954868,347940,Isoptera,Termitidae,Termitinae,Neocapritermes taracua,,1,,INPA,,
24/01/2013,"Três Praias, Jaci Paraná, Porto Velho, RO",9,JP,T2,P6,4100,Terrestre,8955206,350943,Isoptera,Termitidae,Termitinae,Neocapritermes taracua,,1,,INPA,,
29/01/2013,"Teotônio, Porto Velho, RO",9,TE,T2,P1,10,Terrestre,9022531,383193,Isoptera,Termitidae,Termitinae,Dentispicotermes sp. 2,,1,,INPA,,
29/01/2013,"Teotônio, Porto Velho, RO",9,TE,T2,P1,10,Terrestre,9022531,383193,Isoptera,Termitidae,Termitinae,Dentispicotermes sp. 2,,1,,INPA,,
29/01/2013,"Teotônio, Porto Velho, RO",9,TE,T2,P6,4000,Terrestre,9025040,380111,Isoptera,Termitidae,Termitinae,Neocapritermes utiatiti,,1,,INPA,,
