"","Data","Municipio","Campanha","Modulo","Transecto","Parcela","Ponto","Tipo_de_Parcela","Coordenadas_UTM_.X.","Coordenadas_UTM_.Y.","Ordem","Familia","Subfamilia","Especie","Tipo_Amostragem","Num._Ind._.Colonias.Encontros.","Num._ID_.campo.","Instituicao_para_Tombamento","Tombo","OBS"
"212","2/4/2011","""Ilha de Búfalos, Jaci Paraná, Porto Velho, RO""",3,"IB","T2","P2",500,"Terrestre",8988404,335307,NA,"Termitidae","Nasutitermitinae","Nasutitermes banksi",NA,1,"4Aa","MZUSP","","#Em graveto"
"213","1/4/2011","""Ilha de Búfalos, Jaci Paraná, Porto Velho, RO""",3,"IB","T2","P4",2000,"Terrestre",8989521,336332,NA,"Termitidae","Nasutitermitinae","Nasutitermes banksi",NA,1,"1Ba","MZUSP","","#No solo"
"214","19/11/11","""Ilha de Búfalos, Jaci Paraná, Porto Velho, RO""",6,"IB","T2","P4",2000,"Terrestre",8989521,336332,NA,"Termitidae","Nasutitermitinae","Nasutitermes banksi",NA,1,"3Ca","MZUSP","","#Interior de galho podre úmido"
"215","1/3/2012","""Ilha de Búfalos, Jaci Paraná, Porto Velho, RO""",7,"IB","T2","P4",2000,"Terrestre",8989521,336332,NA,"Termitidae","Nasutitermitinae","Nasutitermes banksi",NA,1,"3Aa","MZUSP","","#Solo: emaranhado de raizes"
"216","8/6/2011","""Ilha de Búfalos, Jaci Paraná, Porto Velho, RO""",4,"IB","T2","P5",3000,"Terrestre",8990336,336964,NA,"Termitidae","Nasutitermitinae","Nasutitermes banksi",NA,1,"1Bb","MZUSP","","#Microraízes abaixo da serrapilheira."
"217","8/6/2011","""Ilha de Búfalos, Jaci Paraná, Porto Velho, RO""",4,"IB","T2","P5",3000,"Terrestre",8990336,336964,NA,"Termitidae","Nasutitermitinae","Nasutitermes banksi",NA,1,"4Aa","MZUSP","","#Haste de folha de palmeira morta."
"218","19/11/11","""Ilha de Búfalos, Jaci Paraná, Porto Velho, RO""",6,"IB","T2","P5",3000,"Terrestre",8990336,336964,NA,"Termitidae","Nasutitermitinae","Nasutitermes banksi",NA,1,"1Aa","MZUSP","","#Caminho pequeno em tronco de árvore (+ou- 50 cm de altura)"
"219","19/11/11","""Ilha de Búfalos, Jaci Paraná, Porto Velho, RO""",6,"IB","T2","P5",3000,"Terrestre",8990336,336964,NA,"Termitidae","Nasutitermitinae","Nasutitermes banksi",NA,1,"4Ca","MZUSP","","#Interior de galho seco (com caminho de Nasutitermes por fora)"
"220","1/3/2012","""Ilha de Búfalos, Jaci Paraná, Porto Velho, RO""",7,"IB","T2","P5",3000,"Terrestre",8990336,336964,NA,"Termitidae","Nasutitermitinae","Nasutitermes banksi",NA,1,"2Ab","MZUSP","","#Interior de graveto"
"221","2/6/2012","""Ilha de Búfalos, Jaci Paraná, Porto Velho, RO""",8,"IB","T2","P5",3000,"Terrestre",8990336,336964,NA,"Termitidae","Nasutitermitinae","Nasutitermes banksi",NA,1,"1Aa","MZUSP","","#Interior de galho seco (com algumas galerias)"
"222","14/01/11","""Ilha de Búfalos, Jaci Paraná, Porto Velho, RO""",2,"IB","T2","P6",4000,"Terrestre",8991071,337699,NA,"Termitidae","Nasutitermitinae","Nasutitermes banksi",NA,1,"2Ab","MZUSP","","#Em gravetos "
"223","1/4/2011","""Ilha de Búfalos, Jaci Paraná, Porto Velho, RO""",3,"IB","T2","P6",4000,"Terrestre",8991071,337699,NA,"Termitidae","Nasutitermitinae","Nasutitermes banksi",NA,1,"3Ba","MZUSP","","#Em galeria em árvore"
"224","8/6/2011","""Ilha de Búfalos, Jaci Paraná, Porto Velho, RO""",4,"IB","T2","P6",4000,"Terrestre",8991071,337699,NA,"Termitidae","Nasutitermitinae","Nasutitermes banksi",NA,1,"3Ca","MZUSP","","#Galho pequeno carcomido, com caminho na parte externa."
"225","4/9/2011","""Ilha de Búfalos, Jaci Paraná, Porto Velho, RO""",5,"IB","T2","P6",4000,"Terrestre",8991071,337699,NA,"Termitidae","Nasutitermitinae","Nasutitermes banksi",NA,1,"1Ba","MZUSP","","#Galeria em interior de galho"
"226","19/11/11","""Ilha de Búfalos, Jaci Paraná, Porto Velho, RO""",6,"IB","T2","P6",4000,"Terrestre",8991071,337699,NA,"Termitidae","Nasutitermitinae","Nasutitermes banksi",NA,1,"1Ba","MZUSP","","#Interior de graveto"
"227","19/11/11","""Ilha de Búfalos, Jaci Paraná, Porto Velho, RO""",6,"IB","T2","P6",4000,"Terrestre",8991071,337699,NA,"Termitidae","Nasutitermitinae","Nasutitermes banksi",NA,1,"4Ba","MZUSP","","#Interior de graveto"
"228","1/3/2012","""Ilha de Búfalos, Jaci Paraná, Porto Velho, RO""",7,"IB","T2","P6",4000,"Terrestre",8991071,337699,NA,"Termitidae","Nasutitermitinae","Nasutitermes banksi",NA,1,"3Ca","MZUSP","","#Parte externa de graveto"
"229","15/09/10","""Ilha das Pedras, Jaci Paraná, Porto Velho, RO""",1,"IP","T2","P2",550,"Terrestre",8985636,322669,NA,"Termitidae","Nasutitermitinae","Nasutitermes banksi",NA,1,"3Ba","MZUSP","","#Dentro de galho seco (bicho praticamente em toda a parcela"
"230","10/6/2011","""Ilha das Pedras, Jaci Paraná, Porto Velho, RO""",4,"IP","T2","P2",550,"Terrestre",8985636,322669,NA,"Termitidae","Nasutitermitinae","Nasutitermes banksi",NA,1,"2Bb","MZUSP","","#Interior de galho morto."
"231","1/6/2012","""Ilha das Pedras, Jaci Paraná, Porto Velho, RO""",8,"IP","T2","P2",550,"Terrestre",8985636,322669,NA,"Termitidae","Nasutitermitinae","Nasutitermes banksi",NA,1,"1Aa","MZUSP","","#Interior de graveto"
"232","16/01/11","""Ilha das Pedras, Jaci Paraná, Porto Velho, RO""",2,"IP","T2","P3",990,"Terrestre",8985957,322373,NA,"Termitidae","Nasutitermitinae","Nasutitermes banksi",NA,1,"1Aa","MZUSP","","#No solo e serapilheira envolta de palmeira"
"233","31/03/11","""Ilha das Pedras, Jaci Paraná, Porto Velho, RO""",3,"IP","T2","P3",990,"Terrestre",8985957,322373,NA,"Termitidae","Nasutitermitinae","Nasutitermes banksi",NA,1,"2Ba","MZUSP","","#No tronco de árvore"
"234","10/6/2011","""Ilha das Pedras, Jaci Paraná, Porto Velho, RO""",4,"IP","T2","P3",990,"Terrestre",8985957,322373,NA,"Termitidae","Nasutitermitinae","Nasutitermes banksi",NA,1,"1Aa","MZUSP","","#Interior de galho carcomido."
"235","5/9/2011","""Ilha das Pedras, Jaci Paraná, Porto Velho, RO""",5,"IP","T2","P3",990,"Terrestre",8985957,322373,NA,"Termitidae","Nasutitermitinae","Nasutitermes banksi",NA,1,"1Aa","MZUSP","","#Na serapilheira"
"236","5/9/2011","""Ilha das Pedras, Jaci Paraná, Porto Velho, RO""",5,"IP","T2","P3",990,"Terrestre",8985957,322373,NA,"Termitidae","Nasutitermitinae","Nasutitermes banksi",NA,1,"3Aa","MZUSP","","#Interior de tronco podre"
"237","21/11/11","""Ilha das Pedras, Jaci Paraná, Porto Velho, RO""",6,"IP","T2","P3",990,"Terrestre",8985957,322373,NA,"Termitidae","Nasutitermitinae","Nasutitermes banksi",NA,1,"1Bc","MZUSP","","#Interior de galho úmido"
"238","21/11/11","""Ilha das Pedras, Jaci Paraná, Porto Velho, RO""",6,"IP","T2","P3",990,"Terrestre",8985957,322373,NA,"Termitidae","Nasutitermitinae","Nasutitermes banksi",NA,1,"4Aa","MZUSP","","#Interior de galho podre"
"239","1/6/2012","""Ilha das Pedras, Jaci Paraná, Porto Velho, RO""",8,"IP","T2","P3",990,"Terrestre",8985957,322373,NA,"Termitidae","Nasutitermitinae","Nasutitermes banksi",NA,1,"1Ba","MZUSP","","#Interior de graveto"
"240","14/09/10","""Ilha das Pedras, Jaci Paraná, Porto Velho, RO""",1,"IP","T2","P4",1885,"Terrestre",8986754,321877,NA,"Termitidae","Nasutitermitinae","Nasutitermes banksi",NA,1,"3Aa","MZUSP","","#Dentro de graveto"
"241","30/03/11","""Ilha das Pedras, Jaci Paraná, Porto Velho, RO""",3,"IP","T2","P4",1885,"Terrestre",8986754,321877,NA,"Termitidae","Nasutitermitinae","Nasutitermes banksi",NA,1,"3Aa","MZUSP","","#Em graveto"
"242","9/6/2011","""Ilha das Pedras, Jaci Paraná, Porto Velho, RO""",4,"IP","T2","P4",1885,"Terrestre",8986754,321877,NA,"Termitidae","Nasutitermitinae","Nasutitermes banksi",NA,1,"3Ba","MZUSP","","#Galho carcomido com caminho coberto por fora."
"243","1/6/2012","""Ilha das Pedras, Jaci Paraná, Porto Velho, RO""",8,"IP","T2","P4",1885,"Terrestre",8986754,321877,NA,"Termitidae","Nasutitermitinae","Nasutitermes banksi",NA,1,"2Aa","MZUSP","","#Interior de graveto"
"244","30/03/11","""Ilha das Pedras, Jaci Paraná, Porto Velho, RO""",3,"IP","T2","P5",3000,"Terrestre",8987675,321325,NA,"Termitidae","Nasutitermitinae","Nasutitermes banksi",NA,1,"3Aa","MZUSP","","#Em graveto"
"245","2/3/2012","""Ilha das Pedras, Jaci Paraná, Porto Velho, RO""",7,"IP","T2","P5",3000,"Terrestre",8987675,321325,NA,"Termitidae","Nasutitermitinae","Nasutitermes banksi",NA,1,"4Ca","MZUSP","","#Solo em baixo de raíz"
"246","1/6/2012","""Ilha das Pedras, Jaci Paraná, Porto Velho, RO""",8,"IP","T2","P5",3000,"Terrestre",8987675,321325,NA,"Termitidae","Nasutitermitinae","Nasutitermes banksi",NA,1,"4Ca","MZUSP","","#Solo"
"247","9/6/2011","""Ilha das Pedras, Jaci Paraná, Porto Velho, RO""",4,"IP","T2","P6",4000,"Terrestre",8988536,320818,NA,"Termitidae","Nasutitermitinae","Nasutitermes banksi",NA,1,"1Aa","MZUSP","","#Interior de galho carcomido."
"248","9/6/2011","""Ilha das Pedras, Jaci Paraná, Porto Velho, RO""",4,"IP","T2","P6",4000,"Terrestre",8988536,320818,NA,"Termitidae","Nasutitermitinae","Nasutitermes banksi",NA,1,"4Aa","MZUSP","","#Interior de galho carcomido."
"249","21/11/11","""Ilha das Pedras, Jaci Paraná, Porto Velho, RO""",6,"IP","T2","P6",4000,"Terrestre",8988536,320818,NA,"Termitidae","Nasutitermitinae","Nasutitermes banksi",NA,1,"3Ba","MZUSP","","#Interior de graveto carcomido"
"250","1/6/2012","""Ilha das Pedras, Jaci Paraná, Porto Velho, RO""",8,"IP","T2","P6",4000,"Terrestre",8988536,320818,NA,"Termitidae","Nasutitermitinae","Nasutitermes banksi",NA,1,"1Ba","MZUSP","","#Interior de graveto"
"251","1/6/2012","""Ilha das Pedras, Jaci Paraná, Porto Velho, RO""",8,"IP","T2","P6",4000,"Terrestre",8988536,320818,NA,"Termitidae","Nasutitermitinae","Nasutitermes banksi",NA,1,"3Ba","MZUSP","","#Interior de graveto"
"252","18/09/10","""Jirau, Nova Mutum Paraná, Porto Velho, RO""",1,"JI","T1","P2*",500,"Terrestre",8969564,310321,NA,"Termitidae","Nasutitermitinae","Nasutitermes banksi",NA,1,"1Ab","MZUSP","","#Cornitermes dentro de ninho de barro com parte cartonada no interior. Ninho na base de árvore com raiz tabular de mais ou menos 70cm de altura. Nasutitermes em galeria na árvore e Apicos no solo à uns 30 cm do ninho, na base da árvore"
"253","10/1/2011","""Jirau, Nova Mutum Paraná, Porto Velho, RO""",2,"JI","T2","P3",1000,"Terrestre",8970820,310485,NA,"Termitidae","Nasutitermitinae","Nasutitermes banksi",NA,1,"1Ab","MZUSP","","#Em galeria na árvore e na serapilheira logo abaixo dessa árvore"
"254","10/1/2011","""Jirau, Nova Mutum Paraná, Porto Velho, RO""",2,"JI","T2","P3",1000,"Terrestre",8970820,310485,NA,"Termitidae","Nasutitermitinae","Nasutitermes banksi",NA,1,"4Ca","MZUSP","","#Dentro de graveto"
"255","11/4/2011","""Jirau, Nova Mutum Paraná, Porto Velho, RO""",3,"JI","T2","P3",1000,"Terrestre",8970820,310485,NA,"Termitidae","Nasutitermitinae","Nasutitermes banksi",NA,1,"2Ba","MZUSP","","#Graveto"
"256","17/09/10","""Jirau, Nova Mutum Paraná, Porto Velho, RO""",1,"JI","T1","P3*",1000,"Terrestre",8969940,3090980,NA,"Termitidae","Nasutitermitinae","Nasutitermes banksi",NA,1,"2Aa","MZUSP","","#Dentro de gravetos"
"257","9/1/2011","""Jirau, Nova Mutum Paraná, Porto Velho, RO""",2,"JI","T2","P4",2000,"Terrestre",8971554,309787,NA,"Termitidae","Nasutitermitinae","Nasutitermes banksi",NA,1,"1Ba","MZUSP","","#Em galeria na árvore"
"258","11/4/2011","""Jirau, Nova Mutum Paraná, Porto Velho, RO""",3,"JI","T2","P4",2000,"Terrestre",8971554,309787,NA,"Termitidae","Nasutitermitinae","Nasutitermes banksi",NA,1,"1Aa","MZUSP","","#Em ninho e galerias em árvore"
"259","3/6/2011","""Jirau, Nova Mutum Paraná, Porto Velho, RO""",4,"JI","T2","P4",2000,"Terrestre",8971554,309787,NA,"Termitidae","Nasutitermitinae","Nasutitermes banksi",NA,1,"4Ab","MZUSP","","#Serrapilheira."
"260","17/09/10","""Jirau, Nova Mutum Paraná, Porto Velho, RO""",1,"JI","T1","P4*",2000,"Terrestre",8970588,309301,NA,"Termitidae","Nasutitermitinae","Nasutitermes banksi",NA,1,"3Ca","MZUSP","","#Dentro de graveto"
"261","3/6/2011","""Jirau, Nova Mutum Paraná, Porto Velho, RO""",4,"JI","T2","P5",3000,"Terrestre",8972272,309067,NA,"Termitidae","Nasutitermitinae","Nasutitermes banksi",NA,1,"1Da","MZUSP","","#Galho podre, pequeno."
"262","3/6/2011","""Jirau, Nova Mutum Paraná, Porto Velho, RO""",4,"JI","T2","P5",3000,"Terrestre",8972272,309067,NA,"Termitidae","Nasutitermitinae","Nasutitermes banksi",NA,1,"3Aa","MZUSP","","#Interior de bambu com aprox. 50 cm de comprimento, com galerias feitas de terra (por dentro do bambu)."
"263","17/09/10","""Jirau, Nova Mutum Paraná, Porto Velho, RO""",1,"JI","T1","P5*",3000,"Terrestre",8971309,308582,NA,"Termitidae","Nasutitermitinae","Nasutitermes banksi",NA,1,"3Ab","MZUSP","","#Dentro de tronco e no solo logo abaixo dele"
"264","9/1/2011","""Jirau, Nova Mutum Paraná, Porto Velho, RO""",2,"JI","T2","P6",4000,"Terrestre",8972955,308380,NA,"Termitidae","Nasutitermitinae","Nasutitermes banksi",NA,1,"1Aa","MZUSP","","#Dentro de tronquinho de palmeira"
"265","9/1/2011","""Jirau, Nova Mutum Paraná, Porto Velho, RO""",2,"JI","T2","P6",4000,"Terrestre",8972955,308380,NA,"Termitidae","Nasutitermitinae","Nasutitermes banksi",NA,1,"3Ba","MZUSP","","#Dentro de gravetinho"
"266","3/6/2011","""Jirau, Nova Mutum Paraná, Porto Velho, RO""",4,"JI","T2","P6",4000,"Terrestre",8972955,308380,NA,"Termitidae","Nasutitermitinae","Nasutitermes banksi",NA,1,"3Ca","MZUSP","","#Interior de hsate de folha de palmeira morta, caída no solo."
"267","17/09/10","""Jirau, Nova Mutum Paraná, Porto Velho, RO""",1,"JI","T1","P6*",4000,"Terrestre",8972012,307873,NA,"Termitidae","Nasutitermitinae","Nasutitermes banksi",NA,1,"1Aa","MZUSP","","#Dentro de tronco caído"
"268","14/06/11","""Três Praias, Jaci Paraná, Porto Velho, RO""",4,"JP","T2","P1",0,"Terrestre",8954694,346904,NA,"Termitidae","Nasutitermitinae","Nasutitermes banksi",NA,1,"1Ca","MZUSP","","#Tronco e solo logo abaixo."
"269","10/9/2011","""Três Praias, Jaci Paraná, Porto Velho, RO""",5,"JP","T2","P1",0,"Terrestre",8954694,346904,NA,"Termitidae","Nasutitermitinae","Nasutitermes banksi",NA,1,"3Ca","MZUSP","","#Micronasuto dentro de graveto bem podre e Nasutitermes na serapilhiera"
"270","25/11/11","""Três Praias, Jaci Paraná, Porto Velho, RO""",6,"JP","T2","P1",0,"Terrestre",8954694,346904,NA,"Termitidae","Nasutitermitinae","Nasutitermes banksi",NA,1,"3Aa","MZUSP","","#Interior de graveto"
"271","12/1/2011","""Três Praias, Jaci Paraná, Porto Velho, RO""",2,"JP","T2","P3",1050,"Terrestre",8954868,347940,NA,"Termitidae","Nasutitermitinae","Nasutitermes banksi",NA,1,"1Ab","MZUSP","","#Em galeria em cipó e árvore"
"272","9/9/2011","""Três Praias, Jaci Paraná, Porto Velho, RO""",5,"JP","T2","P4",2050,"Terrestre",8954964,348933,NA,"Termitidae","Nasutitermitinae","Nasutitermes banksi",NA,1,"3Ba","MZUSP","","#Interior de gravetinho (Nasutitermes maior em toda a parcela)"
"273","12/1/2011","""Três Praias, Jaci Paraná, Porto Velho, RO""",2,"JP","T2","P5",3000,"Terrestre",8955078,349875,NA,"Termitidae","Nasutitermitinae","Nasutitermes banksi",NA,1,"2Aa","MZUSP","","#Dentro de gravetos e no solo"
"274","8/4/2011","""Três Praias, Jaci Paraná, Porto Velho, RO""",3,"JP","T2","P5",3000,"Terrestre",8955078,349875,NA,"Termitidae","Nasutitermitinae","Nasutitermes banksi",NA,1,"4Ba","MZUSP","","#Em madeira caída e em galeria em árvore"
"275","20/09/10","""Três Praias, Jaci Paraná, Porto Velho, RO""",1,"JP","T2","P6",4100,"Terrestre",8955206,350943,NA,"Termitidae","Nasutitermitinae","Nasutitermes banksi",NA,1,"1Ba","MZUSP","","#Dentro de graveto"
"276","20/09/10","""Três Praias, Jaci Paraná, Porto Velho, RO""",1,"JP","T2","P6",4100,"Terrestre",8955206,350943,NA,"Termitidae","Nasutitermitinae","Nasutitermes banksi",NA,1,"4Bb","MZUSP","","#Dentro de tronco podre caído"
"277","8/4/2011","""Três Praias, Jaci Paraná, Porto Velho, RO""",3,"JP","T2","P6",4100,"Terrestre",8955206,350943,NA,"Termitidae","Nasutitermitinae","Nasutitermes banksi",NA,1,"1Ba","MZUSP","","#Em galerias em tronco e árvore"
"278","8/4/2011","""Três Praias, Jaci Paraná, Porto Velho, RO""",3,"JP","T2","P6",4100,"Terrestre",8955206,350943,NA,"Termitidae","Nasutitermitinae","Nasutitermes banksi",NA,1,"3Aa","MZUSP","","#Graveto"
"279","24/11/11","""Três Praias, Jaci Paraná, Porto Velho, RO""",6,"JP","T2","P6",4100,"Terrestre",8955206,350943,NA,"Termitidae","Nasutitermitinae","Nasutitermes banksi",NA,1,"2Ba","MZUSP","","#Interior de graveto"
"280","6/3/2012","""Três Praias, Jaci Paraná, Porto Velho, RO""",7,"JP","T2","P6",4100,"Terrestre",8955206,350943,NA,"Termitidae","Nasutitermitinae","Nasutitermes banksi",NA,1,"1Da","MZUSP","","#Exterior de raíz de cedro"
"281","20/01/11","""Teotônio, Porto Velho, RO""",2,"TE","T2","P1",10,"Terrestre",9022531,383193,NA,"Termitidae","Nasutitermitinae","Nasutitermes banksi",NA,1,"4Bb","MZUSP","","#No solo"
"282","1/6/2011","""Teotônio, Porto Velho, RO""",4,"TE","T2","P2",500,"Terrestre",9022865,382824,NA,"Termitidae","Nasutitermitinae","Nasutitermes banksi",NA,1,"1Aa","MZUSP","","#Sem dados"
"283","1/6/2011","""Teotônio, Porto Velho, RO""",4,"TE","T2","P2",500,"Terrestre",9022865,382824,NA,"Termitidae","Nasutitermitinae","Nasutitermes banksi",NA,1,"3Aa","MZUSP","","#No solo, emaranhado de raízes."
"284","28/11/11","""Teotônio, Porto Velho, RO""",6,"TE","T2","P2",500,"Terrestre",9022865,382824,NA,"Termitidae","Nasutitermitinae","Nasutitermes banksi",NA,1,"1Db","MZUSP","","#Interior de tronco"
"285","28/11/11","""Teotônio, Porto Velho, RO""",6,"TE","T2","P2",500,"Terrestre",9022865,382824,NA,"Termitidae","Nasutitermitinae","Nasutitermes banksi",NA,1,"3Da","MZUSP","","#Ninho"
"286","9/3/2012","""Teotônio, Porto Velho, RO""",7,"TE","T2","P2",500,"Terrestre",9022865,382824,NA,"Termitidae","Nasutitermitinae","Nasutitermes banksi",NA,1,"4Ca","MZUSP","","#Em galeria na árvore"
"287","9/6/2012","""Teotônio, Porto Velho, RO""",8,"TE","T2","P2",500,"Terrestre",9022865,382824,NA,"Termitidae","Nasutitermitinae","Nasutitermes banksi",NA,1,"1Eb","MZUSP","","#Em várias partes do tronco morto em pé"
"288","22/09/10","""Teotônio, Porto Velho, RO""",1,"TE","T2","P3",1000,"Terrestre",9023187,382471,NA,"Termitidae","Nasutitermitinae","Nasutitermes banksi",NA,1,"3Ca","MZUSP","","#Dentro de gravetos"
"289","10/6/2012","""Teotônio, Porto Velho, RO""",8,"TE","T2","P4",2000,"Terrestre",9023885,381719,NA,"Termitidae","Nasutitermitinae","Nasutitermes banksi",NA,1,"1Ba","MZUSP","","#Interior de graveto"
"290","22/09/10","""Teotônio, Porto Velho, RO""",1,"TE","T2","P5",3000,"Terrestre",9024570,380983,NA,"Termitidae","Nasutitermitinae","Nasutitermes banksi",NA,1,"2Aa","MZUSP","","#Dentro de graveto"
"291","19/01/11","""Teotônio, Porto Velho, RO""",2,"TE","T2","P5",3000,"Terrestre",9024570,380983,NA,"Termitidae","Nasutitermitinae","Nasutitermes banksi",NA,1,"1Cc","MZUSP","","#Em graveto"
"292","27/11/11","""Teotônio, Porto Velho, RO""",6,"TE","T2","P5",3000,"Terrestre",9024570,380983,NA,"Termitidae","Nasutitermitinae","Nasutitermes banksi",NA,1,"1Aa","MZUSP","","#Entre pequenas raízes e em pequeno tronco caído no chão"
"293","10/3/2012","""Teotônio, Porto Velho, RO""",7,"TE","T2","P5",3000,"Terrestre",9024570,380983,NA,"Termitidae","Nasutitermitinae","Nasutitermes banksi",NA,1,"2Ba","MZUSP","","#Graveto"
"294","10/6/2012","""Teotônio, Porto Velho, RO""",8,"TE","T2","P5",3000,"Terrestre",9024570,380983,NA,"Termitidae","Nasutitermitinae","Nasutitermes banksi",NA,1,"2Ca","MZUSP","","#Interior de graveto"
"295","10/6/2012","""Teotônio, Porto Velho, RO""",8,"TE","T2","P5",3000,"Terrestre",9024570,380983,NA,"Termitidae","Nasutitermitinae","Nasutitermes banksi",NA,1,"4Aa","MZUSP","","#Interior de graveto"
"296","19/01/11","""Teotônio, Porto Velho, RO""",2,"TE","T2","P6",4000,"Terrestre",9025236,380252,NA,"Termitidae","Nasutitermitinae","Nasutitermes banksi",NA,1,"3Aa","MZUSP","","#Em tronco caído"
"297","5/4/2011","""Teotônio, Porto Velho, RO""",3,"TE","T2","P6",4000,"Terrestre",9025236,380252,NA,"Termitidae","Nasutitermitinae","Nasutitermes banksi",NA,1,"1Aa","MZUSP","","#Em gravetinho enterrado"
"298","1/6/2011","""Teotônio, Porto Velho, RO""",4,"TE","T2","P6",4000,"Terrestre",9025236,380252,NA,"Termitidae","Nasutitermitinae","Nasutitermes banksi",NA,1,"2Aa","MZUSP","","#Solo"
"299","1/6/2011","""Teotônio, Porto Velho, RO""",4,"TE","T2","P6",4000,"Terrestre",9025236,380252,NA,"Termitidae","Nasutitermitinae","Nasutitermes banksi",NA,1,"3Ba","MZUSP","","#""Caminhozinho"" sobre raiz, no solo."
"300","9/3/2012","""Teotônio, Porto Velho, RO""",7,"TE","T2","P6",4000,"Terrestre",9025236,380252,NA,"Termitidae","Nasutitermitinae","Nasutitermes banksi",NA,1,"4Aa","MZUSP","","#Interior de tronco"
"301","9/6/2012","""Teotônio, Porto Velho, RO""",8,"TE","T2","P6",4000,"Terrestre",9025236,380252,NA,"Termitidae","Nasutitermitinae","Nasutitermes banksi",NA,1,"4Ab","MZUSP","","#Interior de tronco"
"302","6/9/2011","""Ilha de Búfalos, Jaci Paraná, Porto Velho, RO""",5,"IB","T2","P1",0,"Terrestre",8988015,334967,NA,"Termitidae","Nasutitermitinae","Nasutitermes bivalens",NA,1,"2Ba","MZUSP","","#Interior de graveto podre"
"303","2/4/2011","""Ilha de Búfalos, Jaci Paraná, Porto Velho, RO""",3,"IB","T2","P2",500,"Terrestre",8988404,335307,NA,"Termitidae","Nasutitermitinae","Nasutitermes bivalens",NA,1,"3Ba","MZUSP","","#Em galeria em árvore"
"304","4/9/2011","""Ilha de Búfalos, Jaci Paraná, Porto Velho, RO""",5,"IB","T2","P5",3000,"Terrestre",8990336,336964,NA,"Termitidae","Nasutitermitinae","Nasutitermes bivalens",NA,1,"3Ba","MZUSP","","#Em tronquinho"
"305","2/3/2012","""Ilha das Pedras, Jaci Paraná, Porto Velho, RO""",7,"IP","T2","P3",990,"Terrestre",8985957,322373,NA,"Termitidae","Nasutitermitinae","Nasutitermes bivalens",NA,1,"3Ac","MZUSP","","#Casca interna de tronco gigante"
"306","1/6/2012","""Ilha das Pedras, Jaci Paraná, Porto Velho, RO""",8,"IP","T2","P3",990,"Terrestre",8985957,322373,NA,"Termitidae","Nasutitermitinae","Nasutitermes bivalens",NA,1,"3Aa","MZUSP","","#Talo de palmeira"
"307","14/09/10","""Ilha das Pedras, Jaci Paraná, Porto Velho, RO""",1,"IP","T2","P5",3000,"Terrestre",8987675,321325,NA,"Termitidae","Nasutitermitinae","Nasutitermes bivalens",NA,1,"1Ba","MZUSP","","#Forrageando no solo"
"308","5/9/2011","""Ilha das Pedras, Jaci Paraná, Porto Velho, RO""",5,"IP","T2","P6",4000,"Terrestre",8988536,320818,NA,"Termitidae","Nasutitermitinae","Nasutitermes bivalens",NA,1,"3Aa","MZUSP","","#Interior de tronco podre"
"309","10/1/2011","""Jirau, Nova Mutum Paraná, Porto Velho, RO""",2,"JI","T2","P1",0,"Terrestre",8970098,3111182,NA,"Termitidae","Nasutitermitinae","Nasutitermes bivalens",NA,1,"4Aa","MZUSP","","#Em graveto"
"310","4/6/2011","""Jirau, Nova Mutum Paraná, Porto Velho, RO""",4,"JI","T2","P1",0,"Terrestre",8970098,3111182,NA,"Termitidae","Nasutitermitinae","Nasutitermes bivalens",NA,1,"3Ba","MZUSP","","#Talo de folha de palmeira morta."
"311","18/09/10","""Jirau, Nova Mutum Paraná, Porto Velho, RO""",1,"JI","T1","P2*",500,"Terrestre",8969564,310321,NA,"Termitidae","Nasutitermitinae","Nasutitermes bivalens",NA,1,"4Ab","MZUSP","","#Ninho de mais ou menos 40cm de altura na base de árvore e Nasutitermes em galerias na árvore"
"312","3/6/2011","""Jirau, Nova Mutum Paraná, Porto Velho, RO""",4,"JI","T2","P5",3000,"Terrestre",8972272,309067,NA,"Termitidae","Nasutitermitinae","Nasutitermes bivalens",NA,1,"2Ba","MZUSP","","#Caminho ao longo do tronco de árvore caída."
"313","3/6/2011","""Jirau, Nova Mutum Paraná, Porto Velho, RO""",4,"JI","T2","P5",3000,"Terrestre",8972272,309067,NA,"Termitidae","Nasutitermitinae","Nasutitermes bivalens",NA,1,"3Ca","MZUSP","","#Interior de galho com caminho construido na parte externa."
"314","14/06/11","""Três Praias, Jaci Paraná, Porto Velho, RO""",4,"JP","T2","P1",0,"Terrestre",8954694,346904,NA,"Termitidae","Nasutitermitinae","Nasutitermes bivalens",NA,1,"2Aa","MZUSP","","#Solo."
"315","10/9/2011","""Três Praias, Jaci Paraná, Porto Velho, RO""",5,"JP","T2","P1",0,"Terrestre",8954694,346904,NA,"Termitidae","Nasutitermitinae","Nasutitermes bivalens",NA,1,"3Bb","MZUSP","","#Interior de graveto"
"316","14/06/11","""Três Praias, Jaci Paraná, Porto Velho, RO""",4,"JP","T2","P2",500,"Terrestre",8954804,347396,NA,"Termitidae","Nasutitermitinae","Nasutitermes bivalens",NA,1,"1Ba","MZUSP","","#Talo de folha de palmeira."
"317","14/06/11","""Três Praias, Jaci Paraná, Porto Velho, RO""",4,"JP","T2","P2",500,"Terrestre",8954804,347396,NA,"Termitidae","Nasutitermitinae","Nasutitermes bivalens",NA,1,"3Aa","MZUSP","","#Interior de galho."
