,Data,Municipio ,Campanha,Modulo,Transecto,Parcela,Ponto,Tipo_de_Parcela,Coordenadas_UTM_(X),Coordenadas_UTM_(Y),Ordem,Familia,Subfamilia,Especie,Tipo_Amostragem,Num._Ind._(Colonias/Encontros),Num._ID_(campo),Instituicao_para_Tombamento,Tombo,OBS,,,,,
475,9/9/2011,"""Tr�s Praias, Jaci Paran�, Porto Velho, RO""",5,JP,T2,P5,3000,Terrestre,8955078,349875,,Termitidae,Nasutitermitinae,Nasutitermes similis,,1,2Aa,MZUSP,,#Na serapilheira,,,,,
476,9/9/2011,"""Tr�s Praias, Jaci Paran�, Porto Velho, RO""",5,JP,T2,P5,3000,Terrestre,8955078,349875,,Termitidae,Nasutitermitinae,Nasutitermes similis,,1,3Aa,MZUSP,,#Na serapilheira,,,,,
477,24/11/2011,"""Tr�s Praias, Jaci Paran�, Porto Velho, RO""",6,JP,T2,P5,3000,Terrestre,8955078,349875,,Termitidae,Nasutitermitinae,Nasutitermes similis,,1,1Ba,MZUSP,,#Interior de galho morto,,,,,
478,24/11/2011,"""Tr�s Praias, Jaci Paran�, Porto Velho, RO""",6,JP,T2,P5,3000,Terrestre,8955078,349875,,Termitidae,Nasutitermitinae,Nasutitermes similis,,1,3Aa,MZUSP,,#Embaixo de casca de tronco,,,,,
479,6/3/2012,"""Tr�s Praias, Jaci Paran�, Porto Velho, RO""",7,JP,T2,P5,3000,Terrestre,8955078,349875,,Termitidae,Nasutitermitinae,Nasutitermes similis,,1,1Aa,MZUSP,,#Interior de tronco e Nasutitermes na serapilheira,,,,,
480,20/09/2010,"""Tr�s Praias, Jaci Paran�, Porto Velho, RO""",1,JP,T2,P6,4000,Terrestre,8955206,350943,,Termitidae,Nasutitermitinae,Nasutitermes similis,,1,1Bb,MZUSP,,#Dentro de graveto,,,,,
481,8/4/2011,"""Tr�s Praias, Jaci Paran�, Porto Velho, RO""",3,JP,T2,P6,4000,Terrestre,8955206,350943,,Termitidae,Nasutitermitinae,Nasutitermes similis,,1,2Ca,MZUSP,,#Graveto,,,,,
482,13/06/2011,"""Tr�s Praias, Jaci Paran�, Porto Velho, RO""",4,JP,T2,P6,4000,Terrestre,8955206,350943,,Termitidae,Nasutitermitinae,Nasutitermes similis,,1,2Aa,MZUSP,,#Interior de tronco em p� morto.,,,,,
483,9/9/2011,"""Tr�s Praias, Jaci Paran�, Porto Velho, RO""",5,JP,T2,P6,4000,Terrestre,8955206,350943,,Termitidae,Nasutitermitinae,Nasutitermes similis,,1,3Ba,MZUSP,,#Caminho em �rvore e na serapilheira,,,,,
484,24/11/2011,"""Tr�s Praias, Jaci Paran�, Porto Velho, RO""",6,JP,T2,P6,4000,Terrestre,8955206,350943,,Termitidae,Nasutitermitinae,Nasutitermes similis,,1,3Aa,MZUSP,,#Interior de graveto,,,,,
485,6/3/2012,"""Tr�s Praias, Jaci Paran�, Porto Velho, RO""",7,JP,T2,P6,4000,Terrestre,8955206,350943,,Termitidae,Nasutitermitinae,Nasutitermes similis,,1,1Aa,MZUSP,,#Interior de graveto oco e serapilheira,,,,,
486,6/3/2012,"""Tr�s Praias, Jaci Paran�, Porto Velho, RO""",7,JP,T2,P6,4000,Terrestre,8955206,350943,,Termitidae,Nasutitermitinae,Nasutitermes similis,,1,3Aa,MZUSP,,#Interior de tronco duro no ch�o,,,,,
487,6/6/2012,"""Tr�s Praias, Jaci Paran�, Porto Velho, RO""",8,JP,T2,P6,4000,Terrestre,8955206,350943,,Termitidae,Nasutitermitinae,Nasutitermes similis,,1,1Bb,MZUSP,,#Serapilheira,,,,,
488,19/01/2011,"""Teot�nio, Porto Velho, RO""",2,TE,T2,P2,500,Terrestre,9022865,382824,,Termitidae,Nasutitermitinae,Nasutitermes similis,,1,3Aa,MZUSP,,#No solo,,,,,
489,9/6/2012,"""Teot�nio, Porto Velho, RO""",8,TE,T2,P2,500,Terrestre,9022865,382824,,Termitidae,Nasutitermitinae,Nasutitermes similis,,1,1Aa,MZUSP,,#Interior de tronco seco morto,,,,,
490,22/09/2010,"""Teot�nio, Porto Velho, RO""",1,TE,T2,P3,1000,Terrestre,9023187,382471,,Termitidae,Nasutitermitinae,Nasutitermes similis,,1,2Ab,MZUSP,,#Forrageando no solo,,,,,
491,22/09/2010,"""Teot�nio, Porto Velho, RO""",1,TE,T2,P4,2000,Terrestre,9023885,381719,,Termitidae,Nasutitermitinae,Nasutitermes similis,,1,3Aa,MZUSP,,#Dentro de graveto,,,,,
492,5/4/2011,"""Teot�nio, Porto Velho, RO""",3,TE,T2,P4,2000,Terrestre,9023885,381719,,Termitidae,Nasutitermitinae,Nasutitermes similis,,1,1Aa,MZUSP,,#Nasutitermes em tronco e em toda a parcela,,,,,
493,1/6/2011,"""Teot�nio, Porto Velho, RO""",4,TE,T2,P4,2000,Terrestre,9023885,381719,,Termitidae,Nasutitermitinae,Nasutitermes similis,,1,2Ba,MZUSP,,#No outro tronco ca�do.,,,,,
494,1/6/2011,"""Teot�nio, Porto Velho, RO""",4,TE,T2,P4,2000,Terrestre,9023885,381719,,Termitidae,Nasutitermitinae,Nasutitermes similis,,1,3Ba,MZUSP,,#Em galho podre.,,,,,
495,22/09/2010,"""Teot�nio, Porto Velho, RO""",1,TE,T2,P5,3000,Terrestre,9024570,380983,,Termitidae,Nasutitermitinae,Nasutitermes similis,,1,1Ab,MZUSP,,#Nasutitermesno solo e em tronco e Syntermes no solo,,,,,
496,22/09/2010,"""Teot�nio, Porto Velho, RO""",1,TE,T2,P5,3000,Terrestre,9024570,380983,,Termitidae,Nasutitermitinae,Nasutitermes similis,,1,3Cb,MZUSP,,#Dentro de graveto,,,,,
497,10/3/2012,"""Teot�nio, Porto Velho, RO""",7,TE,T2,P5,3000,Terrestre,9024570,380983,,Termitidae,Nasutitermitinae,Nasutitermes similis,,1,3Ca,MZUSP,,#Interior de tronco,,,,,
498,13/09/2010,"""Ilha de B�falos, Jaci Paran�, Porto Velho, RO""",1,IB,T1,P1*,0,Terrestre,8988588,334131,,Termitidae,Nasutitermitinae,Nasutitermes sp. 01,,1,1Ac,MZUSP,,#Monte de terra na base de baba�u, aparentemente ninho de Cornitermes ou Syntermes,,,,
499,13/09/2010,"""Ilha de B�falos, Jaci Paran�, Porto Velho, RO""",1,IB,T1,P1*,0,Terrestre,8988588,334131,,Termitidae,Nasutitermitinae,Nasutitermes sp. 01,,1,3Ab,MZUSP,,#Nasutitermes e Apico em galeria de baixo de tronco e o restante em terra abaixo de tronco,,,,,
500,4/6/2011,"""Jirau, Nova Mutum Paran�, Porto Velho, RO""",4,JI,T2,P1,0,Terrestre,8970098,3111182,,Termitidae,Nasutitermitinae,Nasutitermes sp. 01,,1,3Cb,MZUSP,,#Talo de folha de palmeira morta e no folhi�o logo embaixo, Ambos sobre uma pedra grande.,,,,
501,6/6/2012,"""Tr�s Praias, Jaci Paran�, Porto Velho, RO""",8,JP,T2,P2,500,Terrestre,8954804,347396,,Termitidae,Nasutitermitinae,Nasutitermes sp. 01,,1,1Ba,MZUSP,,#Interior de graveto,,,,,
502,14/06/2011,"""Tr�s Praias, Jaci Paran�, Porto Velho, RO""",4,JP,T2,P3,1000,Terrestre,8954868,347940,,Termitidae,Nasutitermitinae,Nasutitermes sp. 01,,1,4Aa,MZUSP,,#Interior de graveto.,,,,,
503,12/1/2011,"""Tr�s Praias, Jaci Paran�, Porto Velho, RO""",2,JP,T2,P4,2000,Terrestre,8954964,348933,,Termitidae,Nasutitermitinae,Nasutitermes sp. 01,,1,2Ba,MZUSP,,#No graveto de no solo (alados),,,,,
504,6/6/2012,"""Tr�s Praias, Jaci Paran�, Porto Velho, RO""",8,JP,T2,P4,2000,Terrestre,8954964,348933,,Termitidae,Nasutitermitinae,Nasutitermes sp. 01,,1,2Aa,MZUSP,,#Interior de galho ,,,,,
505,6/6/2012,"""Tr�s Praias, Jaci Paran�, Porto Velho, RO""",8,JP,T2,P5,3000,Terrestre,8955078,349875,,Termitidae,Nasutitermitinae,Nasutitermes sp. 01,,1,3Ba,MZUSP,,#Solo e serapilheira,,,,,
506,6/3/2012,"""Tr�s Praias, Jaci Paran�, Porto Velho, RO""",7,JP,T2,P6,4000,Terrestre,8955206,350943,,Termitidae,Nasutitermitinae,Nasutitermes sp. 01,,1,3Ba,MZUSP,,#Galeria na base de arvorezinha,,,,,
507,22/09/2010,"""Teot�nio, Porto Velho, RO""",1,TE,T2,P1,0,Terrestre,9022531,383193,,Termitidae,Nasutitermitinae,Nasutitermes sp. 01,,1,1Ba,MZUSP,,#Dentro de graveto,,,,,
508,20/01/2011,"""Teot�nio, Porto Velho, RO""",2,TE,T2,P1,0,Terrestre,9022531,383193,,Termitidae,Nasutitermitinae,Nasutitermes sp. 01,,1,3Aa,MZUSP,,#Na serapilheira,,,,,
509,1/6/2011,"""Teot�nio, Porto Velho, RO""",4,TE,T2,P1,0,Terrestre,9022531,383193,,Termitidae,Nasutitermitinae,Nasutitermes sp. 01,,1,1Ca,MZUSP,,#Em galho morto, em galerias por dentro.,,,,
510,1/6/2011,"""Teot�nio, Porto Velho, RO""",4,TE,T2,P1,0,Terrestre,9022531,383193,,Termitidae,Nasutitermitinae,Nasutitermes sp. 01,,1,3Aa,MZUSP,,#Em galho seco.,,,,,
511,9/3/2012,"""Teot�nio, Porto Velho, RO""",7,TE,T2,P1,0,Terrestre,9022531,383193,,Termitidae,Nasutitermitinae,Nasutitermes sp. 01,,1,3Aa,MZUSP,,#Tronco ca�do,,,,,
512,9/6/2012,"""Teot�nio, Porto Velho, RO""",8,TE,T2,P1,0,Terrestre,9022531,383193,,Termitidae,Nasutitermitinae,Nasutitermes sp. 01,,1,1Aa,MZUSP,,#Interior de tronco podre,,,,,
513,9/6/2012,"""Teot�nio, Porto Velho, RO""",8,TE,T2,P1,0,Terrestre,9022531,383193,,Termitidae,Nasutitermitinae,Nasutitermes sp. 01,,1,4Aa,MZUSP,,#Serapilheira,,,,,
514,22/09/2010,"""Teot�nio, Porto Velho, RO""",1,TE,T2,P2,500,Terrestre,9022865,382824,,Termitidae,Nasutitermitinae,Nasutitermes sp. 01,,1,3Ba,MZUSP,,#Dentro de graveto,,,,,
515,28/11/2011,"""Teot�nio, Porto Velho, RO""",6,TE,T2,P2,500,Terrestre,9022865,382824,,Termitidae,Nasutitermitinae,Nasutitermes sp. 01,,1,3Db,MZUSP,,#Ninho,,,,,
516,8/4/2011,"""Tr�s Praias, Jaci Paran�, Porto Velho, RO""",3,JP,T2,P3,1000,Terrestre,8954868,347940,,Termitidae,Nasutitermitinae,Nasutitermes sp. 02,,1,2Ba,MZUSP,,#Sobre tronco e serapilheira,,,,,
517,22/09/2010,"""Teot�nio, Porto Velho, RO""",1,TE,T2,P2,500,Terrestre,9022865,382824,,Termitidae,Nasutitermitinae,Nasutitermes sp. 02,,1,4Aa,MZUSP,,#Forrageando no solo,,,,,
518,3/6/2012,"""Ilha de B�falos, Jaci Paran�, Porto Velho, RO""",8,IB,T2,P3,1000,Terrestre,8988753,335582,,Termitidae,Nasutitermitinae,Nasutitermes sp. 03,,1,1Ba,MZUSP,,#Interior de tronco caido,,,,,
519,19/01/2011,"""Teot�nio, Porto Velho, RO""",2,TE,T2,P3,1000,Terrestre,9023187,382471,,Termitidae,Nasutitermitinae,Nasutitermes sp. 03,,1,3Ba,MZUSP,,#No solo,,,,,
520,22/09/2010,"""Teot�nio, Porto Velho, RO""",1,TE,T2,P5,3000,Terrestre,9024570,380983,,Termitidae,Nasutitermitinae,Nasutitermes sp. 03,,1,1Bb,MZUSP,,#Em galerias dentro de tronco,,,,,
521,22/09/2010,"""Teot�nio, Porto Velho, RO""",1,TE,T2,P5,3000,Terrestre,9024570,380983,,Termitidae,Nasutitermitinae,Nasutitermes sp. 03,,1,4Ba,MZUSP,,#Dentro de tronco bem podre,,,,,
522,6/9/2011,"""Ilha de B�falos, Jaci Paran�, Porto Velho, RO""",5,IB,T2,P1,0,Terrestre,8988015,334967,,Termitidae,Nasutitermitinae,Nasutitermes sp. 06,,1,2Aa,MZUSP,,#Galeria externa em tronco de �rvore,,,,,
523,13/09/2010,"""Ilha de B�falos, Jaci Paran�, Porto Velho, RO""",1,IB,T1,P2*,500,Terrestre,8988935,334438,,Termitidae,Nasutitermitinae,Nasutitermes sp. 06,,1,1Aa,MZUSP,,#Nasutitermes dentro de galho,,,,,
524,13/09/2010,"""Ilha de B�falos, Jaci Paran�, Porto Velho, RO""",1,IB,T1,P3*,1000,Terrestre,8989318,334775,,Termitidae,Nasutitermitinae,Nasutitermes sp. 06,,1,1Ba,MZUSP,,#Em galeria no tronco e no galho, e dentro do galho,,,,
525,13/09/2010,"""Ilha de B�falos, Jaci Paran�, Porto Velho, RO""",1,IB,T1,P3*,1000,Terrestre,8989318,334775,,Termitidae,Nasutitermitinae,Nasutitermes sp. 06,,1,3Ab,MZUSP,,#Ninho de aprox. 40cm de latura bem detonado, com Embira e Nasuti,,,,
526,15/09/2010,"""Ilha das Pedras, Jaci Paran�, Porto Velho, RO""",1,IP,T2,P2,500,Terrestre,8985636,322669,,Termitidae,Nasutitermitinae,Nasutitermes sp. 06,,1,1Ac,MZUSP,,#Forrageando na superf�cie do solo, logo abaixo da serapilheira. Cylindrotermes dentro de gravetinho,,,,
527,10/6/2011,"""Ilha das Pedras, Jaci Paran�, Porto Velho, RO""",4,IP,T2,P3,1000,Terrestre,8985957,322373,,Termitidae,Nasutitermitinae,Nasutitermes sp. 06,,1,2Aa,MZUSP,,#Interior de galho morto.,,,,,
528,21/09/2010,"""Tr�s Praias, Jaci Paran�, Porto Velho, RO""",1,JP,T2,P1,0,Terrestre,8954694,346904,,Termitidae,Nasutitermitinae,Nasutitermes sp. 06,,1,4Aa,MZUSP,,#Em galerias em galho ca�do,,,,,
529,9/3/2012,"""Teot�nio, Porto Velho, RO""",7,TE,T2,P6,4000,Terrestre,9025236,380252,,Termitidae,Nasutitermitinae,Nasutitermes sp. 06,,1,2Da,MZUSP,,#Interior de tronquinho duro,,,,,
530,1/4/2011,"""Ilha de B�falos, Jaci Paran�, Porto Velho, RO""",3,IB,T2,P4,2000,Terrestre,8989521,336332,,Termitidae,Nasutitermitinae,Nasutitermes sp. 07,,1,1Aa,MZUSP,,#Galeria em �rvore,,,,,
531,8/6/2011,"""Ilha de B�falos, Jaci Paran�, Porto Velho, RO""",4,IB,T2,P4,2000,Terrestre,8989521,336332,,Termitidae,Nasutitermitinae,Nasutitermes sp. 07,,1,1Ca,MZUSP,,#Caminho externo e galerias internas de pequeno tronco em p�.,,,,,
532,8/6/2011,"""Ilha de B�falos, Jaci Paran�, Porto Velho, RO""",4,IB,T2,P4,2000,Terrestre,8989521,336332,,Termitidae,Nasutitermitinae,Nasutitermes sp. 07,,1,3Aa,MZUSP,,#Microra�zes pr�ximo �s ra�zes maiores de uma �rvore.,,,,,
533,4/9/2011,"""Ilha de B�falos, Jaci Paran�, Porto Velho, RO""",5,IB,T2,P4,2000,Terrestre,8989521,336332,,Termitidae,Nasutitermitinae,Nasutitermes sp. 07,,1,1Aa,MZUSP,,#Na serapilheira,,,,,
534,4/9/2011,"""Ilha de B�falos, Jaci Paran�, Porto Velho, RO""",5,IB,T2,P4,2000,Terrestre,8989521,336332,,Termitidae,Nasutitermitinae,Nasutitermes sp. 07,,1,3Aa,MZUSP,,#Galeria interna e caminho externo no tronco,,,,,
535,19/11/2011,"""Ilha de B�falos, Jaci Paran�, Porto Velho, RO""",6,IB,T2,P4,2000,Terrestre,8989521,336332,,Termitidae,Nasutitermitinae,Nasutitermes sp. 07,,1,2Aa,MZUSP,,#Interior de tronco enterrado,,,,,
536,19/11/2011,"""Ilha de B�falos, Jaci Paran�, Porto Velho, RO""",6,IB,T2,P4,2000,Terrestre,8989521,336332,,Termitidae,Nasutitermitinae,Nasutitermes sp. 07,,1,4Aa,MZUSP,,#Caminho externo em graveto,,,,,
537,1/3/2012,"""Ilha de B�falos, Jaci Paran�, Porto Velho, RO""",7,IB,T2,P4,2000,Terrestre,8989521,336332,,Termitidae,Nasutitermitinae,Nasutitermes sp. 07,,1,1Ba,MZUSP,,#Interior de tronco,,,,,
538,2/6/2012,"""Ilha de B�falos, Jaci Paran�, Porto Velho, RO""",8,IB,T2,P4,2000,Terrestre,8989521,336332,,Termitidae,Nasutitermitinae,Nasutitermes sp. 07,,1,3Ba,MZUSP,,#Caminho de nasutitermes em �rvore,,,,,
539,15/09/2010,"""Ilha das Pedras, Jaci Paran�, Porto Velho, RO""",1,IP,T2,P1,0,Terrestre,8985209,323016,,Termitidae,Nasutitermitinae,Nasutitermes sp. 07,,1,1Aa,MZUSP,,#Galeria em galho,,,,,
540,15/09/2010,"""Ilha das Pedras, Jaci Paran�, Porto Velho, RO""",1,IP,T2,P1,0,Terrestre,8985209,323016,,Termitidae,Nasutitermitinae,Nasutitermes sp. 07,,1,3Ab,MZUSP,,#Dentro de v�rios troncos ca�dos na parcela toda,,,,,
541,31/03/2011,"""Ilha das Pedras, Jaci Paran�, Porto Velho, RO""",3,IP,T2,P1,0,Terrestre,8985209,323016,,Termitidae,Nasutitermitinae,Nasutitermes sp. 07,,1,1Aa,MZUSP,,#Em cip�,,,,,
542,10/6/2011,"""Ilha das Pedras, Jaci Paran�, Porto Velho, RO""",4,IP,T2,P1,0,Terrestre,8985209,323016,,Termitidae,Nasutitermitinae,Nasutitermes sp. 07,,1,3Aa,MZUSP,,#Talo de folha de palmeira.,,,,,
543,7/9/2011,"""Ilha das Pedras, Jaci Paran�, Porto Velho, RO""",5,IP,T2,P1,0,Terrestre,8985209,323016,,Termitidae,Nasutitermitinae,Nasutitermes sp. 07,,1,3Aa,MZUSP,,#Interior de talo de folha de palmeira,,,,,
544,22/11/2011,"""Ilha das Pedras, Jaci Paran�, Porto Velho, RO""",6,IP,T2,P1,0,Terrestre,8985209,323016,,Termitidae,Nasutitermitinae,Nasutitermes sp. 07,,1,3Aa,MZUSP,,#Interior de tronco podre ,,,,,
545,15/09/2010,"""Ilha das Pedras, Jaci Paran�, Porto Velho, RO""",1,IP,T2,P2,500,Terrestre,8985636,322669,,Termitidae,Nasutitermitinae,Nasutitermes sp. 07,,1,3Cb,MZUSP,,#Dentro de tronco podre e oco,,,,,
546,31/03/2011,"""Ilha das Pedras, Jaci Paran�, Porto Velho, RO""",3,IP,T2,P2,500,Terrestre,8985636,322669,,Termitidae,Nasutitermitinae,Nasutitermes sp. 07,,1,4Ba,MZUSP,,#Em tronquinho,,,,,
547,10/6/2011,"""Ilha das Pedras, Jaci Paran�, Porto Velho, RO""",4,IP,T2,P2,500,Terrestre,8985636,322669,,Termitidae,Nasutitermitinae,Nasutitermes sp. 07,,1,1Aa,MZUSP,,#Solo, aprox. 10 cm de prof.,,,,
548,10/6/2011,"""Ilha das Pedras, Jaci Paran�, Porto Velho, RO""",4,IP,T2,P2,500,Terrestre,8985636,322669,,Termitidae,Nasutitermitinae,Nasutitermes sp. 07,,1,4Aa,MZUSP,,#No talo de folha de palmeira.,,,,,
549,7/9/2011,"""Ilha das Pedras, Jaci Paran�, Porto Velho, RO""",5,IP,T2,P2,500,Terrestre,8985636,322669,,Termitidae,Nasutitermitinae,Nasutitermes sp. 07,,1,1Aa,MZUSP,,#Serapilheira e no solo,,,,,
550,7/9/2011,"""Ilha das Pedras, Jaci Paran�, Porto Velho, RO""",5,IP,T2,P2,500,Terrestre,8985636,322669,,Termitidae,Nasutitermitinae,Nasutitermes sp. 07,,1,3Aa,MZUSP,,#Casca de madeira na serapilheira e no solo,,,,,
551,21/11/2011,"""Ilha das Pedras, Jaci Paran�, Porto Velho, RO""",6,IP,T2,P2,500,Terrestre,8985636,322669,,Termitidae,Nasutitermitinae,Nasutitermes sp. 07,,1,3Ba,MZUSP,,#Entre solo e serapilheira (saindo do solo),,,,,
552,2/3/2012,"""Ilha das Pedras, Jaci Paran�, Porto Velho, RO""",7,IP,T2,P2,500,Terrestre,8985636,322669,,Termitidae,Nasutitermitinae,Nasutitermes sp. 07,,1,2Ba,MZUSP,,#Interior de talo de folha seca de palmeira,,,,,
553,2/3/2012,"""Ilha das Pedras, Jaci Paran�, Porto Velho, RO""",7,IP,T2,P2,500,Terrestre,8985636,322669,,Termitidae,Nasutitermitinae,Nasutitermes sp. 07,,1,3Aa,MZUSP,,#Interior de madeira,,,,,
554,1/6/2012,"""Ilha das Pedras, Jaci Paran�, Porto Velho, RO""",8,IP,T2,P2,500,Terrestre,8985636,322669,,Termitidae,Nasutitermitinae,Nasutitermes sp. 07,,1,1Ab,MZUSP,,#Interior de graveto,,,,,
555,1/6/2012,"""Ilha das Pedras, Jaci Paran�, Porto Velho, RO""",8,IP,T2,P2,500,Terrestre,8985636,322669,,Termitidae,Nasutitermitinae,Nasutitermes sp. 07,,1,4Aa,MZUSP,,#Interior de talo de palmeira,,,,,
556,3/6/2011,"""Jirau, Nova Mutum Paran�, Porto Velho, RO""",4,JI,T2,P5,3000,Terrestre,8972272,309067,,Termitidae,Nasutitermitinae,Nasutitermes sp. 07,,1,1Aa,MZUSP,,#Galho podre com galerias na parte interna.,,,,,
557,16/09/2010,"""Morrinhos, Jaci Paran�, Porto Velho, Rond�nia""",1,MO,T1,P1,0,Terrestre,9002634,362153,,Termitidae,Nasutitermitinae,Nasutitermes sp. 07,,1,1Aa,MZUSP,,#Nasutitermes na parcela inteira,,,,,
558,16/09/2010,"""Morrinhos, Jaci Paran�, Porto Velho, Rond�nia""",1,MO,T1,P1,0,Terrestre,9002634,362153,,Termitidae,Nasutitermitinae,Nasutitermes sp. 07,,1,4Aa,MZUSP,,#Nasutitermes em folha de palmeira e forrageando na superf�cie do solo,,,,,
559,6/6/2011,"""Morrinhos, Jaci Paran�, Porto Velho, Rond�nia""",4,MO,T1,P1,0,Terrestre,9002634,362153,,Termitidae,Nasutitermitinae,Nasutitermes sp. 07,,1,4Aa,MZUSP,,#Galho que caiu da �rvore.,,,,,
560,16/09/2010,"""Morrinhos, Jaci Paran�, Porto Velho, Rond�nia""",1,MO,T1,P2,500,Terrestre,9002200,362267,,Termitidae,Nasutitermitinae,Nasutitermes sp. 07,,1,3Ba,MZUSP,,#Nasutitermes na superficie do solo e Apico no solo,,,,,
561,3/9/2011,"""Morrinhos, Jaci Paran�, Porto Velho, Rond�nia""",5,MO,T1,P2,500,Terrestre,9002200,362267,,Termitidae,Nasutitermitinae,Nasutitermes sp. 07,,1,1Aa,MZUSP,,#Serapilheira,,,,,
562,3/9/2011,"""Morrinhos, Jaci Paran�, Porto Velho, Rond�nia""",5,MO,T1,P2,500,Terrestre,9002200,362267,,Termitidae,Nasutitermitinae,Nasutitermes sp. 07,,1,3Aa,MZUSP,,#Ninho (Nasuti?) entre talos de palmeira,,,,,
563,7/1/2011,"""Morrinhos, Jaci Paran�, Porto Velho, Rond�nia""",2,MO,T1,P3,1000,Terrestre,9001745,362372,,Termitidae,Nasutitermitinae,Nasutitermes sp. 07,,1,1Ab,MZUSP,,#Dentro de tronco ca�do e forrageando no solo logo abaixo dele,,,,,
564,19/09/2010,"""Morrinhos, Jaci Paran�, Porto Velho, Rond�nia""",1,MO,T1,P4,2000,Terrestre,9001664,362610,,Termitidae,Nasutitermitinae,Nasutitermes sp. 07,,1,1Aa,MZUSP,,#Dentro de tronco,,,,,
565,5/6/2011,"""Morrinhos, Jaci Paran�, Porto Velho, Rond�nia""",4,MO,T1,P4,2000,Terrestre,9001664,362610,,Termitidae,Nasutitermitinae,Nasutitermes sp. 07,,1,1Aa,MZUSP,,#Folha morta de palmeira e no solo logo abaixo.,,,,,
566,5/6/2011,"""Morrinhos, Jaci Paran�, Porto Velho, Rond�nia""",4,MO,T1,P4,2000,Terrestre,9001664,362610,,Termitidae,Nasutitermitinae,Nasutitermes sp. 07,,1,3Aa,MZUSP,,#Serrapilheira.,,,,,
567,2/9/2011,"""Morrinhos, Jaci Paran�, Porto Velho, Rond�nia""",5,MO,T1,P4,2000,Terrestre,9001664,362610,,Termitidae,Nasutitermitinae,Nasutitermes sp. 07,,1,1Aa,MZUSP,,#Serapilheira,,,,,
568,2/9/2011,"""Morrinhos, Jaci Paran�, Porto Velho, Rond�nia""",5,MO,T1,P4,2000,Terrestre,9001664,362610,,Termitidae,Nasutitermitinae,Nasutitermes sp. 07,,1,3Aa,MZUSP,,#Galeria no cip�,,,,,
569,19/09/2010,"""Morrinhos, Jaci Paran�, Porto Velho, Rond�nia""",1,MO,T1,P5,3000,Terrestre,8999736,362810,,Termitidae,Nasutitermitinae,Nasutitermes sp. 07,,1,1Aa,MZUSP,,#Dentro de graveto e em galeria na �rvore,,,,,
570,5/6/2011,"""Morrinhos, Jaci Paran�, Porto Velho, Rond�nia""",4,MO,T1,P5,3000,Terrestre,8999736,362810,,Termitidae,Nasutitermitinae,Nasutitermes sp. 07,,1,1Aa,MZUSP,,#Ra�z podre no ch�o.,,,,,
571,5/6/2011,"""Morrinhos, Jaci Paran�, Porto Velho, Rond�nia""",4,MO,T1,P5,3000,Terrestre,8999736,362810,,Termitidae,Nasutitermitinae,Nasutitermes sp. 07,,1,3Cb,MZUSP,,#Ninho arbor�cola em tronco de �rvore.,,,,,
572,19/09/2010,"""Morrinhos, Jaci Paran�, Porto Velho, Rond�nia""",1,MO,T1,P6,4000,Terrestre,8998750,363064,,Termitidae,Nasutitermitinae,Nasutitermes sp. 07,,1,1Aa,MZUSP,,#Forrageando no solo,,,,,
573,8/1/2011,"""Morrinhos, Jaci Paran�, Porto Velho, Rond�nia""",2,MO,T1,P6,4000,Terrestre,8998750,363064,,Termitidae,Nasutitermitinae,Nasutitermes sp. 07,,1,1Ba,MZUSP,,#Forrageando na serapilheira,,,,,
574,8/1/2011,"""Morrinhos, Jaci Paran�, Porto Velho, Rond�nia""",2,MO,T1,P6,4000,Terrestre,8998750,363064,,Termitidae,Nasutitermitinae,Nasutitermes sp. 07,,1,3Aa,MZUSP,,#Forrageando na serapilheira,,,,,
575,5/6/2011,"""Morrinhos, Jaci Paran�, Porto Velho, Rond�nia""",4,MO,T1,P6,4000,Terrestre,8998750,363064,,Termitidae,Nasutitermitinae,Nasutitermes sp. 07,,1,1Aa,MZUSP,,#Interior de peda�o de galho podre.,,,,,
576,2/9/2011,"""Morrinhos, Jaci Paran�, Porto Velho, Rond�nia""",5,MO,T1,P6,4000,Terrestre,8998750,363064,,Termitidae,Nasutitermitinae,Nasutitermes sp. 07,,1,3Ba,MZUSP,,#Serapilheira,,,,,
577,28/11/2011,"""Teot�nio, Porto Velho, RO""",6,TE,T2,P1,0,Terrestre,9022531,383193,,Termitidae,Nasutitermitinae,Nasutitermes sp. 07,,1,1Aa,MZUSP,,#Interior de talo de palmeira,,,,,
578,4/9/2011,"""Ilha de B�falos, Jaci Paran�, Porto Velho, RO""",5,IB,T2,P3,1000,Terrestre,8988753,335582,,Termitidae,Nasutitermitinae,Nasutitermes sp. 09,,1,3Aa,MZUSP,,#Interior de galho podre,,,,,
579,8/6/2011,"""Ilha de B�falos, Jaci Paran�, Porto Velho, RO""",4,IB,T2,P6,4000,Terrestre,8991071,337699,,Termitidae,Nasutitermitinae,Nasutitermes sp. 09,,1,1Aa,MZUSP,,"#Pequeno graveto oco e com ""caminhos"" na parte interna.",,,,,
580,4/6/2011,"""Jirau, Nova Mutum Paran�, Porto Velho, RO""",4,JI,T2,P1,0,Terrestre,8970098,3111182,,Termitidae,Nasutitermitinae,Nasutitermes sp. 09,,1,4Ba,MZUSP,,#Caminho em galho no solo (Nasutitermes).,,,,,
581,10/9/2011,"""Tr�s Praias, Jaci Paran�, Porto Velho, RO""",5,JP,T2,P1,0,Terrestre,8954694,346904,,Termitidae,Nasutitermitinae,Nasutitermes sp. 09,,1,2Bb,MZUSP,,#No solo,,,,,
