,Data,Municipio ,Campanha,Modulo,Transecto,Parcela,Ponto,Tipo_de_Parcela,Coordenadas_UTM_(X),Coordenadas_UTM_(Y),Ordem,Familia,Subfamilia,Especie,Tipo_Amostragem,Num._Ind._(Colonias/Encontros),Num._ID_(campo),Instituicao_para_Tombamento,Tombo,OBS,,,,,
895,9/6/2011,"""Ilha das Pedras, Jaci Paran�, Porto Velho, RO""",4,IP,T2,P4,2000,Terrestre,8986754,321877,,Termitidae,Syntermitinae,Embiratermes neotenicus,,1,4Aa,MZUSP,,#Ninho ep�geo na base de �rvore.,,,,,
896,2/3/2012,"""Ilha das Pedras, Jaci Paran�, Porto Velho, RO""",7,IP,T2,P4,2000,Terrestre,8986754,321877,,Termitidae,Syntermitinae,Embiratermes neotenicus,,1,1Aa,MZUSP,,#Ninho de Embiratermes,,,,,
897,21/11/2011,"""Ilha das Pedras, Jaci Paran�, Porto Velho, RO""",6,IP,T2,P5,3000,Terrestre,8987675,321325,,Termitidae,Syntermitinae,Embiratermes neotenicus,,1,2Bb,MZUSP,,#Solo,,,,,
898,21/11/2011,"""Ilha das Pedras, Jaci Paran�, Porto Velho, RO""",6,IP,T2,P5,3000,Terrestre,8987675,321325,,Termitidae,Syntermitinae,Embiratermes neotenicus,,1,3Aa,MZUSP,,#Ninho de Embira 50 cm de altura,,,,,
899,2/3/2012,"""Ilha das Pedras, Jaci Paran�, Porto Velho, RO""",7,IP,T2,P6,4000,Terrestre,8988536,320818,,Termitidae,Syntermitinae,Embiratermes neotenicus,,1,4Bb,MZUSP,,#Solo (Ninho de Apico subter�neo?),,,,,
900,18/09/2010,"""Jirau, Nova Mutum Paran�, Porto Velho, RO""",1,JI,T1,P1*,0,Terrestre,8969200,310676,,Termitidae,Syntermitinae,Embiratermes neotenicus,,1,4Aa,MZUSP,,#Nasutitermes em toda a parcela e Embiratermes em amontoado de terra na base de uma palmeira que j� tinha caido,,,,,
901,17/09/2010,"""Jirau, Nova Mutum Paran�, Porto Velho, RO""",1,JI,T1,P3*,1000,Terrestre,8969940,3090980,,Termitidae,Syntermitinae,Embiratermes neotenicus,,1,3Ae,MZUSP,,#Forrageando no solo logo abaixo da serapilheira e alguns mais abaixo do solo,,,,,
902,11/4/2011,"""Jirau, Nova Mutum Paran�, Porto Velho, RO""",3,JI,T2,P4,2000,Terrestre,8971554,309787,,Termitidae,Syntermitinae,Embiratermes neotenicus,,1,2Aa,MZUSP,,#Em tronco ca�do,,,,,
903,17/09/2010,"""Jirau, Nova Mutum Paran�, Porto Velho, RO""",1,JI,T1,P4*,2000,Terrestre,8970588,309301,,Termitidae,Syntermitinae,Embiratermes neotenicus,,1,3Aa,MZUSP,,#Ninho na base de palmeira,,,,,
904,11/4/2011,"""Jirau, Nova Mutum Paran�, Porto Velho, RO""",3,JI,T2,P6,4000,Terrestre,8972955,308380,,Termitidae,Syntermitinae,Embiratermes neotenicus,,1,1Aa,MZUSP,,#No ninho, na serapilheira e em gravetos,,,,
905,11/4/2011,"""Jirau, Nova Mutum Paran�, Porto Velho, RO""",3,JI,T2,P6,4000,Terrestre,8972955,308380,,Termitidae,Syntermitinae,Embiratermes neotenicus,,1,3Aa,MZUSP,,#Em galeria em �rvore, em ninho (Embiratermes) e na serapilheira,,,,
906,3/6/2011,"""Jirau, Nova Mutum Paran�, Porto Velho, RO""",4,JI,T2,P6,4000,Terrestre,8972955,308380,,Termitidae,Syntermitinae,Embiratermes neotenicus,,1,1Ca,MZUSP,,#Galho morto carcomido.,,,,,
907,3/6/2011,"""Jirau, Nova Mutum Paran�, Porto Velho, RO""",4,JI,T2,P6,4000,Terrestre,8972955,308380,,Termitidae,Syntermitinae,Embiratermes neotenicus,,1,3Ea,MZUSP,,#Ninho ep�geo com aprox. 20 cm de alt. (Embiratermes).,,,,,
908,17/09/2010,"""Jirau, Nova Mutum Paran�, Porto Velho, RO""",1,JI,T1,P6*,4000,Terrestre,8972012,307873,,Termitidae,Syntermitinae,Embiratermes neotenicus,,1,3Bb,MZUSP,,#Forrageando no solo,,,,,
909,21/09/2010,"""Tr�s Praias, Jaci Paran�, Porto Velho, RO""",1,JP,T2,P1,0,Terrestre,8954694,346904,,Termitidae,Syntermitinae,Embiratermes neotenicus,,1,1Ba,MZUSP,,#Forrageando no solo,,,,,
910,21/09/2010,"""Tr�s Praias, Jaci Paran�, Porto Velho, RO""",1,JP,T2,P1,0,Terrestre,8954694,346904,,Termitidae,Syntermitinae,Embiratermes neotenicus,,1,3Cb,MZUSP,,#Forrageando no solo,,,,,
911,13/01/2011,"""Tr�s Praias, Jaci Paran�, Porto Velho, RO""",2,JP,T2,P1,0,Terrestre,8954694,346904,,Termitidae,Syntermitinae,Embiratermes neotenicus,,1,2Ba,MZUSP,,#Em ninho (55cm alt x 30cm diam) e no solo,,,,,
912,9/4/2011,"""Tr�s Praias, Jaci Paran�, Porto Velho, RO""",3,JP,T2,P1,0,Terrestre,8954694,346904,,Termitidae,Syntermitinae,Embiratermes neotenicus,,1,2Ab,MZUSP,,#Em graveto e Nasutitermes na serapilheira,,,,,
913,14/06/2011,"""Tr�s Praias, Jaci Paran�, Porto Velho, RO""",4,JP,T2,P1,0,Terrestre,8954694,346904,,Termitidae,Syntermitinae,Embiratermes neotenicus,,1,1Ba,MZUSP,,#Solo, aprox. a 10 cm de profundidade.,,,,
914,14/06/2011,"""Tr�s Praias, Jaci Paran�, Porto Velho, RO""",4,JP,T2,P1,0,Terrestre,8954694,346904,,Termitidae,Syntermitinae,Embiratermes neotenicus,,1,4Aa,MZUSP,,#Ninho ep�geo, aprox. meio metro de altura, no p� de arbusto fino.,,,
915,25/11/2011,"""Tr�s Praias, Jaci Paran�, Porto Velho, RO""",6,JP,T2,P1,0,Terrestre,8954694,346904,,Termitidae,Syntermitinae,Embiratermes neotenicus,,1,1Aa,MZUSP,,#Interior de ninho 20 cm altura,,,,,
916,7/3/2012,"""Tr�s Praias, Jaci Paran�, Porto Velho, RO""",7,JP,T2,P1,0,Terrestre,8954694,346904,,Termitidae,Syntermitinae,Embiratermes neotenicus,,1,1Aa,MZUSP,,#Ninho no p� de �rvore junto com ra�zes de palmeira morta,,,,,
917,7/6/2012,"""Tr�s Praias, Jaci Paran�, Porto Velho, RO""",8,JP,T2,P1,0,Terrestre,8954694,346904,,Termitidae,Syntermitinae,Embiratermes neotenicus,,1,1Aa,MZUSP,,#Interior de galho morto,,,,,
918,20/09/2010,"""Tr�s Praias, Jaci Paran�, Porto Velho, RO""",1,JP,T2,P2,500,Terrestre,8954804,347396,,Termitidae,Syntermitinae,Embiratermes neotenicus,,1,3Ab,MZUSP,,#Forrageando no solo e dentro de graveto,,,,,
919,9/4/2011,"""Tr�s Praias, Jaci Paran�, Porto Velho, RO""",3,JP,T2,P2,500,Terrestre,8954804,347396,,Termitidae,Syntermitinae,Embiratermes neotenicus,,1,3Aa,MZUSP,,#Em ninho,,,,,
920,7/3/2012,"""Tr�s Praias, Jaci Paran�, Porto Velho, RO""",7,JP,T2,P2,500,Terrestre,8954804,347396,,Termitidae,Syntermitinae,Embiratermes neotenicus,,1,4Aa,MZUSP,,#Ninho de Embira encostado em tronco de palmeira ca�da,,,,,
921,20/09/2010,"""Tr�s Praias, Jaci Paran�, Porto Velho, RO""",1,JP,T2,P3,1000,Terrestre,8954868,347940,,Termitidae,Syntermitinae,Embiratermes neotenicus,,1,3Aa,MZUSP,,#Em ninho,,,,,
922,6/6/2012,"""Tr�s Praias, Jaci Paran�, Porto Velho, RO""",8,JP,T2,P3,1000,Terrestre,8954868,347940,,Termitidae,Syntermitinae,Embiratermes neotenicus,,1,2Aa,MZUSP,,#Serapilheira e interior de graveto,,,,,
923,8/4/2011,"""Tr�s Praias, Jaci Paran�, Porto Velho, RO""",3,JP,T2,P4,2000,Terrestre,8954964,348933,,Termitidae,Syntermitinae,Embiratermes neotenicus,,1,4Aa,MZUSP,,#Em ninho abandonado e embaixo dele,,,,,
924,9/9/2011,"""Tr�s Praias, Jaci Paran�, Porto Velho, RO""",5,JP,T2,P4,2000,Terrestre,8954964,348933,,Termitidae,Syntermitinae,Embiratermes neotenicus,,1,2Ba,MZUSP,,#No solo,,,,,
925,6/3/2012,"""Tr�s Praias, Jaci Paran�, Porto Velho, RO""",7,JP,T2,P4,2000,Terrestre,8954964,348933,,Termitidae,Syntermitinae,Embiratermes neotenicus,,1,2Ab,MZUSP,,#Interior de Ninho com apar�ncia de abandonado (Nasutitermes por toda a parcela),,,,,
926,20/09/2010,"""Tr�s Praias, Jaci Paran�, Porto Velho, RO""",1,JP,T2,P5,3000,Terrestre,8955078,349875,,Termitidae,Syntermitinae,Embiratermes neotenicus,,1,1Aa,MZUSP,,#Em ninho de 10cm de altura, a 3 cm do ch�o,,,,
927,8/4/2011,"""Tr�s Praias, Jaci Paran�, Porto Velho, RO""",3,JP,T2,P5,3000,Terrestre,8955078,349875,,Termitidae,Syntermitinae,Embiratermes neotenicus,,1,4Aa,MZUSP,,#Em ninho,,,,,
928,9/9/2011,"""Tr�s Praias, Jaci Paran�, Porto Velho, RO""",5,JP,T2,P5,3000,Terrestre,8955078,349875,,Termitidae,Syntermitinae,Embiratermes neotenicus,,1,4Ca,MZUSP,,#Solo logo abaixo de tronco ca�do,,,,,
929,6/3/2012,"""Tr�s Praias, Jaci Paran�, Porto Velho, RO""",7,JP,T2,P5,3000,Terrestre,8955078,349875,,Termitidae,Syntermitinae,Embiratermes neotenicus,,1,2Ba,MZUSP,,#Solo, galeria na base de �rvore,,,,
930,6/6/2012,"""Tr�s Praias, Jaci Paran�, Porto Velho, RO""",8,JP,T2,P5,3000,Terrestre,8955078,349875,,Termitidae,Syntermitinae,Embiratermes neotenicus,,1,1Aa,MZUSP,,#Interior de graveto,,,,,
931,8/4/2011,"""Tr�s Praias, Jaci Paran�, Porto Velho, RO""",3,JP,T2,P6,4000,Terrestre,8955206,350943,,Termitidae,Syntermitinae,Embiratermes neotenicus,,1,2Ba,MZUSP,,#Em ninho,,,,,
932,16/09/2010,"""Morrinhos, Jaci Paran�, Porto Velho, Rond�nia""",1,MO,T1,P1,0,Terrestre,9002634,362153,,Termitidae,Syntermitinae,Embiratermes neotenicus,,1,3Aa,MZUSP,,#Forrageando no solo,,,,,
933,7/1/2011,"""Morrinhos, Jaci Paran�, Porto Velho, Rond�nia""",2,MO,T1,P3,1000,Terrestre,9001745,362372,,Termitidae,Syntermitinae,Embiratermes neotenicus,,1,1Aa,MZUSP,,#Dentro de tronco ca�do e forrageando no solo logo abaixo dele,,,,,
934,19/09/2010,"""Morrinhos, Jaci Paran�, Porto Velho, Rond�nia""",1,MO,T1,P4,2000,Terrestre,9001664,362610,,Termitidae,Syntermitinae,Embiratermes neotenicus,,1,1Ba,MZUSP,,#Forrageando no solo,,,,,
935,2/9/2011,"""Morrinhos, Jaci Paran�, Porto Velho, Rond�nia""",5,MO,T1,P4,2000,Terrestre,9001664,362610,,Termitidae,Syntermitinae,Embiratermes neotenicus,,1,3Cb,MZUSP,,#Solo e madeira,,,,,
936,19/09/2010,"""Morrinhos, Jaci Paran�, Porto Velho, Rond�nia""",1,MO,T1,P6,4000,Terrestre,8998750,363064,,Termitidae,Syntermitinae,Embiratermes neotenicus,,1,3Aa,MZUSP,,#Ninho de Anoplo de aprox. 30 cm de comprimento e 15cm de largura, a aprox. 1m do ch�o.,,,,
937,8/1/2011,"""Morrinhos, Jaci Paran�, Porto Velho, Rond�nia""",2,MO,T1,P6,4000,Terrestre,8998750,363064,,Termitidae,Syntermitinae,Embiratermes neotenicus,,1,1Aa,MZUSP,,#Em ninho de Embiratermes de aproximadamente 80cm de altura sobre tronco ca�do e dentro do tronco.,,,,,
938,22/09/2010,"""Teot�nio, Porto Velho, RO""",1,TE,T2,P2,500,Terrestre,9022865,382824,,Termitidae,Syntermitinae,Embiratermes neotenicus,,1,1Ca,MZUSP,,#Em monte de terra,,,,,
939,19/01/2011,"""Teot�nio, Porto Velho, RO""",2,TE,T2,P2,500,Terrestre,9022865,382824,,Termitidae,Syntermitinae,Embiratermes neotenicus,,1,1Bb,MZUSP,,#No solo,,,,,
940,6/4/2011,"""Teot�nio, Porto Velho, RO""",3,TE,T2,P2,500,Terrestre,9022865,382824,,Termitidae,Syntermitinae,Embiratermes neotenicus,,1,4Ba,MZUSP,,#Em graveto e em solo,,,,,
941,9/3/2012,"""Teot�nio, Porto Velho, RO""",7,TE,T2,P2,500,Terrestre,9022865,382824,,Termitidae,Syntermitinae,Embiratermes neotenicus,,1,2Aa,MZUSP,,#Interior de ninho de Embira de 25 cm de altura,,,,,
942,9/6/2012,"""Teot�nio, Porto Velho, RO""",8,TE,T2,P2,500,Terrestre,9022865,382824,,Termitidae,Syntermitinae,Embiratermes neotenicus,,1,4Ca,MZUSP,,#Ninho ep�gio,,,,,
943,5/4/2011,"""Teot�nio, Porto Velho, RO""",3,TE,T2,P5,3000,Terrestre,9024570,380983,,Termitidae,Syntermitinae,Embiratermes neotenicus,,1,1Aa,MZUSP,,#No ninho ,,,,,
944,1/6/2011,"""Teot�nio, Porto Velho, RO""",4,TE,T2,P5,3000,Terrestre,9024570,380983,,Termitidae,Syntermitinae,Embiratermes neotenicus,,1,2Ca,MZUSP,,#Em mini-tronquinho carcomido e no solo logo abaixo (Embirat. E Rhinot. [Dolichot.?]),,,,,
945,1/6/2011,"""Teot�nio, Porto Velho, RO""",4,TE,T2,P5,3000,Terrestre,9024570,380983,,Termitidae,Syntermitinae,Embiratermes neotenicus,,1,3Aa,MZUSP,,#Em ninho ep�go, aprox. 30 cm alt.,,,,
946,27/11/2011,"""Teot�nio, Porto Velho, RO""",6,TE,T2,P5,3000,Terrestre,9024570,380983,,Termitidae,Syntermitinae,Embiratermes neotenicus,,1,2Aa,MZUSP,,#Solo,,,,,
947,19/01/2011,"""Teot�nio, Porto Velho, RO""",2,TE,T2,P6,4000,Terrestre,9025236,380252,,Termitidae,Syntermitinae,Embiratermes neotenicus,,1,2Aa,MZUSP,,#Em graveto,,,,,
948,19/01/2011,"""Teot�nio, Porto Velho, RO""",2,TE,T2,P6,4000,Terrestre,9025236,380252,,Termitidae,Syntermitinae,Embiratermes neotenicus,,1,4Aa,MZUSP,,#Gravetos e em ra�zes de palmeira ca�da,,,,,
949,5/4/2011,"""Teot�nio, Porto Velho, RO""",3,TE,T2,P6,4000,Terrestre,9025236,380252,,Termitidae,Syntermitinae,Embiratermes neotenicus,,1,2Ba,MZUSP,,#Dentro de arvorezinha em p�,,,,,
950,5/4/2011,"""Teot�nio, Porto Velho, RO""",3,TE,T2,P6,4000,Terrestre,9025236,380252,,Termitidae,Syntermitinae,Embiratermes neotenicus,,1,3Aa,MZUSP,,#Em madeira ca�da,,,,,
951,1/6/2011,"""Teot�nio, Porto Velho, RO""",4,TE,T2,P6,4000,Terrestre,9025236,380252,,Termitidae,Syntermitinae,Embiratermes neotenicus,,1,3Ca,MZUSP,,#No solo, em meio a massa de ra�zes.,,,,
952,9/3/2012,"""Teot�nio, Porto Velho, RO""",7,TE,T2,P6,4000,Terrestre,9025236,380252,,Termitidae,Syntermitinae,Embiratermes neotenicus,,1,2Ca,MZUSP,,#Interior de tronquinho podre,,,,,
953,9/6/2012,"""Teot�nio, Porto Velho, RO""",8,TE,T2,P6,4000,Terrestre,9025236,380252,,Termitidae,Syntermitinae,Embiratermes neotenicus,,1,2Aa,MZUSP,,#Pequeno ninho na base de planta,,,,,
954,1/3/2012,"""Ilha de B�falos, Jaci Paran�, Porto Velho, RO""",7,IB,T2,P4,2000,Terrestre,8989521,336332,,Termitidae,Syntermitinae,Labiotermes guasu,,1,3Ca,MZUSP,,#Base de arvorezinha,,,,,
955,2/6/2012,"""Ilha de B�falos, Jaci Paran�, Porto Velho, RO""",8,IB,T2,P4,2000,Terrestre,8989521,336332,,Termitidae,Syntermitinae,Labiotermes labralis,,1,1Ba,MZUSP,,#Na base de raiz de palmeira pequena,,,,,
956,7/3/2012,"""Tr�s Praias, Jaci Paran�, Porto Velho, RO""",7,JP,T2,P1,0,Terrestre,8954694,346904,,Termitidae,Syntermitinae,Labiotermes labralis,,1,3Aa,MZUSP,,#Ninho no p� de �rvore,,,,,
957,8/4/2011,"""Tr�s Praias, Jaci Paran�, Porto Velho, RO""",3,JP,T2,P3,1000,Terrestre,8954868,347940,,Termitidae,Syntermitinae,Labiotermes labralis,,1,4Aa,MZUSP,MZUSP 14768,#Em ninho abandonado,,,,,
958,24/11/2011,"""Tr�s Praias, Jaci Paran�, Porto Velho, RO""",6,JP,T2,P5,3000,Terrestre,8955078,349875,,Termitidae,Syntermitinae,Labiotermes labralis,,1,3Ba,MZUSP,,#Interior de tronco carcomido,,,,,
959,6/3/2012,"""Tr�s Praias, Jaci Paran�, Porto Velho, RO""",7,JP,T2,P5,3000,Terrestre,8955078,349875,,Termitidae,Syntermitinae,Labiotermes labralis,,1,2Da,MZUSP,,#Em galeria na �rvore, na base de 2 ninhos abandonados (aparemtemente de Anoplo e Labio),,,,
960,8/1/2011,"""Morrinhos, Jaci Paran�, Porto Velho, Rond�nia""",2,MO,T1,P6,4000,Terrestre,8998750,363064,,Termitidae,Syntermitinae,Labiotermes labralis,,1,4Aa,MZUSP,MZUSP 14773,#Em ninho,,,,,
961,22/09/2010,"""Teot�nio, Porto Velho, RO""",1,TE,T2,P2,500,Terrestre,9022865,382824,,Termitidae,Syntermitinae,Labiotermes labralis,,1,1Ab,MZUSP,MZUSP 14765,#Armitermes dentro de tronco e Labiotermes logo abaixo dele,,,,,
962,19/01/2011,"""Teot�nio, Porto Velho, RO""",2,TE,T2,P2,500,Terrestre,9022865,382824,,Termitidae,Syntermitinae,Labiotermes labralis,,1,3Da,MZUSP,MZUSP 14754,#Dentro de graveto bem podre abaixo da serapilheira,,,,,
963,28/11/2011,"""Teot�nio, Porto Velho, RO""",6,TE,T2,P2,500,Terrestre,9022865,382824,,Termitidae,Syntermitinae,Labiotermes labralis,,1,4Da,MZUSP,,#Solo,,,,,
964,22/09/2010,"""Teot�nio, Porto Velho, RO""",1,TE,T2,P4,2000,Terrestre,9023885,381719,,Termitidae,Syntermitinae,Labiotermes labralis,,1,1Ba,MZUSP,MZUSP 14763,#Em tronco ca�do,,,,,
965,24/11/2011,"""Tr�s Praias, Jaci Paran�, Porto Velho, RO""",6,JP,T2,P3,1000,Terrestre,8954868,347940,,Termitidae,Syntermitinae,Labiotermes leptothrix,,1,3Ab,MZUSP,,#Interior de tronco podre em p�,,,,,
966,14/09/2010,"""Ilha das Pedras, Jaci Paran�, Porto Velho, RO""",1,IP,T2,P6,4000,Terrestre,8988536,320818,,Termitidae,Syntermitinae,Labiotermes pelliceus,,1,1Aa,MZUSP,MZUSP 14835,#Galeria no solo,,,,,
967,14/09/2010,"""Ilha das Pedras, Jaci Paran�, Porto Velho, RO""",1,IP,T2,P6,4000,Terrestre,8988536,320818,,Termitidae,Syntermitinae,Labiotermes pelliceus,,1,4Ba,MZUSP,MZUSP 14834,#Forrageando no solo,,,,,
968,4/6/2011,"""Jirau, Nova Mutum Paran�, Porto Velho, RO""",4,JI,T2,P2,500,Terrestre,8970473,310831,,Termitidae,Syntermitinae,Labiotermes pelliceus,,1,3Bb,MZUSP,MZUSP 14837,#Mesmo ninho descrito acima, mas esp�cimes coletados mais acima (15 cm de alt.) ,,,,
969,6/3/2012,"""Tr�s Praias, Jaci Paran�, Porto Velho, RO""",7,JP,T2,P3,1000,Terrestre,8954868,347940,,Termitidae,Syntermitinae,Labiotermes pelliceus,,1,3Ba,MZUSP,,#Ninho?(galeria no monte de terra preta),,,,,
970,9/9/2011,"""Tr�s Praias, Jaci Paran�, Porto Velho, RO""",5,JP,T2,P5,3000,Terrestre,8955078,349875,,Termitidae,Syntermitinae,Labiotermes pelliceus,,1,2Bb,MZUSP,,#No solo,,,,,
971,6/3/2012,"""Tr�s Praias, Jaci Paran�, Porto Velho, RO""",7,JP,T2,P5,3000,Terrestre,8955078,349875,,Termitidae,Syntermitinae,Labiotermes pelliceus,,1,2Db,MZUSP,,#Em galeria na �rvore, na base de 2 ninhos abandonados (aparemtemente de Anoplo e Labio),,,,
972,28/11/2011,"""Teot�nio, Porto Velho, RO""",6,TE,T2,P1,0,Terrestre,9022531,383193,,Termitidae,Syntermitinae,Labiotermes pelliceus,,1,4Ba,MZUSP,,#Interior de tronco,,,,,
973,9/3/2012,"""Teot�nio, Porto Velho, RO""",7,TE,T2,P2,500,Terrestre,9022865,382824,,Termitidae,Syntermitinae,Labiotermes pelliceus,,1,2Cb,MZUSP,,#Solo,,,,,
974,22/09/2010,"""Teot�nio, Porto Velho, RO""",1,TE,T2,P1,0,Terrestre,9022531,383193,,Termitidae,Syntermitinae,Labiotermes sp. 1,,1,1Aa,MZUSP,MZUSP 14830,#Galerias na base de �rvore,,,,,
975,1/6/2011,"""Teot�nio, Porto Velho, RO""",4,TE,T2,P2,500,Terrestre,9022865,382824,,Termitidae,Syntermitinae,Paracurvitermes manni,,1,2Ca,MZUSP,,#Em ninho abandonado, aprox. 15 cm altura, diversas spp.,,,
976,28/11/2011,"""Teot�nio, Porto Velho, RO""",6,TE,T2,P2,500,Terrestre,9022865,382824,,Termitidae,Syntermitinae,Paracurvitermes manni,,1,1Ca,MZUSP,,#Ninho interior de tronco bem podre,,,,,
977,9/6/2012,"""Teot�nio, Porto Velho, RO""",8,TE,T2,P2,500,Terrestre,9022865,382824,,Termitidae,Syntermitinae,Paracurvitermes manni,,1,4Cb,MZUSP,,#Ninho ep�gio,,,,,
978,9/3/2012,"""Teot�nio, Porto Velho, RO""",7,TE,T2,P2,500,Terrestre,9022865,382824,,Termitidae,Syntermitinae,Paracurvitermes sp. 1,,1,4Ac,MZUSP,,#Galerias no solo e dentro de ninho de Cyranotermes,,,,,
979,12/1/2011,"""Tr�s Praias, Jaci Paran�, Porto Velho, RO""",2,JP,T2,P6,4000,Terrestre,8955206,350943,,Termitidae,Syntermitinae,Rhynchotermes sp. 1,,1,1Ba,MZUSP,MZUSP 14776,#Na serapilheira envolta de ra�z de palmeira,,,,,
980,5/9/2011,"""Ilha das Pedras, Jaci Paran�, Porto Velho, RO""",5,IP,T2,P6,4000,Terrestre,8988536,320818,,Termitidae,Syntermitinae,Syntermes aculeosus,,1,4Ba,MZUSP,,#No solo,,,,,
981,9/3/2012,"""Teot�nio, Porto Velho, RO""",7,TE,T2,P2,500,Terrestre,9022865,382824,,Termitidae,Syntermitinae,Syntermes aculeosus,,1,1Ca,MZUSP,,#Solo,,,,,
982,15/01/2011,"""Ilha de B�falos, Jaci Paran�, Porto Velho, RO""",2,IB,T2,P1,0,Terrestre,8988015,334967,,Termitidae,Syntermitinae,Syntermes molestus,,1,3Ba,MZUSP,MZUSP 14722,#Forrageando no solo,,,,,
983,2/4/2011,"""Ilha de B�falos, Jaci Paran�, Porto Velho, RO""",3,IB,T2,P1,0,Terrestre,8988015,334967,,Termitidae,Syntermitinae,Syntermes molestus,,1,2Aa,MZUSP,MZUSP 14697,#No solo,,,,,
984,3/3/2012,"""Ilha de B�falos, Jaci Paran�, Porto Velho, RO""",7,IB,T2,P1,0,Terrestre,8988015,334967,,Termitidae,Syntermitinae,Syntermes molestus,,1,2Ca,MZUSP,,#Syntermes em ninho na base de palmeira pequena,,,,,
985,13/09/2010,"""Ilha de B�falos, Jaci Paran�, Porto Velho, RO""",1,IB,T1,P1*,0,Terrestre,8988588,334131,,Termitidae,Syntermitinae,Syntermes molestus,,1,1Aa,MZUSP,MZUSP 14708,#Monte de terra na base de baba�u, aparentemente ninho de Cornitermes ou Syntermes,,,,
986,14/01/2011,"""Ilha de B�falos, Jaci Paran�, Porto Velho, RO""",2,IB,T2,P2,500,Terrestre,8988404,335307,,Termitidae,Syntermitinae,Syntermes molestus,,1,4Ca,MZUSP,MZUSP 14716,#No solo,,,,,
987,8/6/2011,"""Ilha de B�falos, Jaci Paran�, Porto Velho, RO""",4,IB,T2,P2,500,Terrestre,8988404,335307,,Termitidae,Syntermitinae,Syntermes molestus,,1,1Aa,MZUSP,MZUSP 14702,#Solo embaixo de tronco maior, podre.,,,,
988,1/3/2012,"""Ilha de B�falos, Jaci Paran�, Porto Velho, RO""",7,IB,T2,P2,500,Terrestre,8988404,335307,,Termitidae,Syntermitinae,Syntermes molestus,,1,1Ba,MZUSP,,#Ninho de Syntermes com outras esp�cies,,,,,
989,1/3/2012,"""Ilha de B�falos, Jaci Paran�, Porto Velho, RO""",7,IB,T2,P2,500,Terrestre,8988404,335307,,Termitidae,Syntermitinae,Syntermes molestus,,1,4Ba,MZUSP,,#No solo, na base de um tronco podre,,,,
990,14/01/2011,"""Ilha de B�falos, Jaci Paran�, Porto Velho, RO""",2,IB,T2,P3,1000,Terrestre,8988753,335582,,Termitidae,Syntermitinae,Syntermes molestus,,1,3Aa,MZUSP,MZUSP 14714,#No solo,,,,,
991,8/6/2011,"""Ilha de B�falos, Jaci Paran�, Porto Velho, RO""",4,IB,T2,P3,1000,Terrestre,8988753,335582,,Termitidae,Syntermitinae,Syntermes molestus,,1,3Aa,MZUSP,MZUSP 14679,#Solo, aprox. 10 cm de profundidade.,,,,
992,19/11/2011,"""Ilha de B�falos, Jaci Paran�, Porto Velho, RO""",6,IB,T2,P3,1000,Terrestre,8988753,335582,,Termitidae,Syntermitinae,Syntermes molestus,,1,1Aa,MZUSP,,#Solo argiloso e serapilheira (provavelmente Syntermes),,,,,
993,1/3/2012,"""Ilha de B�falos, Jaci Paran�, Porto Velho, RO""",7,IB,T2,P3,1000,Terrestre,8988753,335582,,Termitidae,Syntermitinae,Syntermes molestus,,1,2Aa,MZUSP,,#Solo,,,,,
994,13/09/2010,"""Ilha de B�falos, Jaci Paran�, Porto Velho, RO""",1,IB,T1,P3*,1000,Terrestre,8989318,334775,,Termitidae,Syntermitinae,Syntermes molestus,,1,4Ba,MZUSP,MZUSP 14698,#Forrageando no solo,,,,,
995,1/4/2011,"""Ilha de B�falos, Jaci Paran�, Porto Velho, RO""",3,IB,T2,P6,4000,Terrestre,8991071,337699,,Termitidae,Syntermitinae,Syntermes molestus,,1,1Ba,MZUSP,MZUSP 14691,#No solo,,,,,
996,16/01/2011,"""Ilha das Pedras, Jaci Paran�, Porto Velho, RO""",2,IP,T2,P2,500,Terrestre,8985636,322669,,Termitidae,Syntermitinae,Syntermes molestus,,1,3Ba,MZUSP,MZUSP 14721,#No solo,,,,,
997,14/09/2010,"""Ilha das Pedras, Jaci Paran�, Porto Velho, RO""",1,IP,T2,P3,1000,Terrestre,8985957,322373,,Termitidae,Syntermitinae,Syntermes molestus,,1,3Aa,MZUSP,MZUSP 14682,#Ninho de barro bem duro, de mais ou menos 25cm de altura na base e �rvore. Pegando mais da metade da circufer�ncia.,,,,
998,21/11/2011,"""Ilha das Pedras, Jaci Paran�, Porto Velho, RO""",6,IP,T2,P3,1000,Terrestre,8985957,322373,,Termitidae,Syntermitinae,Syntermes molestus,,1,4Ba,MZUSP,,#Interior de galho vivo,,,,,
999,30/03/2011,"""Ilha das Pedras, Jaci Paran�, Porto Velho, RO""",3,IP,T2,P4,2000,Terrestre,8986754,321877,,Termitidae,Syntermitinae,Syntermes molestus,,1,4Ba,MZUSP,MZUSP 14688,#Em graveto e no solo,,,,,
1000,16/01/2011,"""Ilha das Pedras, Jaci Paran�, Porto Velho, RO""",2,IP,T2,P5,3000,Terrestre,8987675,321325,,Termitidae,Syntermitinae,Syntermes molestus,,1,1Ba,MZUSP,MZUSP 14726,#No solo,,,,,
1001,30/03/2011,"""Ilha das Pedras, Jaci Paran�, Porto Velho, RO""",3,IP,T2,P5,3000,Terrestre,8987675,321325,,Termitidae,Syntermitinae,Syntermes molestus,,1,1Ba,MZUSP,MZUSP 14701,#No solo e na serapilheira,,,,,
