,Data,Municipio,Campanha,Modulo,Transecto,Parcela,Ponto,Tipo_de_Parcela,Coordenadas_UTM_.X.,Coordenadas_UTM_.Y.,Ordem,Familia,Subfamilia,Especie,Tipo_Amostragem,Num._Ind._.Colonias.Encontros.,Num._ID_.campo.,Instituicao_para_Tombamento,Tombo,OBS,X.1,X.2,X.3,X.4,X.5,Especie_orig
355,19/11/2011,"""Ilha de B�falos, Jaci Paran�, Porto Velho, RO""",6,IB,T2,P5,3000,Terrestre,8990336,336964,,Termitidae,Nasutitermitinae,Nasutitermes_gaigei,NA,1,2Ca,MZUSP,,#Interior de galho seco carcomido,,,,,,Nasutitermes gaigei
356,1/3/2012,"""Ilha de B�falos, Jaci Paran�, Porto Velho, RO""",7,IB,T2,P5,3000,Terrestre,8990336,336964,,Termitidae,Nasutitermitinae,Nasutitermes_gaigei,NA,1,1Ab,MZUSP,,#Interior e casca de troncos,,,,,,Nasutitermes gaigei
357,1/3/2012,"""Ilha de B�falos, Jaci Paran�, Porto Velho, RO""",7,IB,T2,P5,3000,Terrestre,8990336,336964,,Termitidae,Nasutitermitinae,Nasutitermes_gaigei,NA,1,3Aa,MZUSP,,#Solo,,,,,,Nasutitermes gaigei
358,12/9/2010,"""Ilha de B�falos, Jaci Paran�, Porto Velho, RO""",1,IB,T1,P5*,3000,Terrestre,8990791,336211,,Termitidae,Nasutitermitinae,Nasutitermes_gaigei,NA,1,2Aa,MZUSP,,#Dentro de gravetinho ca�do,,,,,,Nasutitermes gaigei
359,4/9/2011,"""Ilha de B�falos, Jaci Paran�, Porto Velho, RO""",5,IB,T2,P6,4000,Terrestre,8991071,337699,,Termitidae,Nasutitermitinae,Nasutitermes_gaigei,NA,1,2Ba,MZUSP,,#Serapilheira,,,,,,Nasutitermes gaigei
360,4/9/2011,"""Ilha de B�falos, Jaci Paran�, Porto Velho, RO""",5,IB,T2,P6,4000,Terrestre,8991071,337699,,Termitidae,Nasutitermitinae,Nasutitermes_gaigei,NA,1,4Aa,MZUSP,,#Interior de tronquinho ca�do,,,,,,Nasutitermes gaigei
361,19/11/2011,"""Ilha de B�falos, Jaci Paran�, Porto Velho, RO""",6,IB,T2,P6,4000,Terrestre,8991071,337699,,Termitidae,Nasutitermitinae,Nasutitermes_gaigei,NA,1,1Ca,MZUSP,,#Serapilheira,,,,,,Nasutitermes gaigei
362,1/3/2012,"""Ilha de B�falos, Jaci Paran�, Porto Velho, RO""",7,IB,T2,P6,4000,Terrestre,8991071,337699,,Termitidae,Nasutitermitinae,Nasutitermes_gaigei,NA,1,4Aa,MZUSP,,#Interior de graveto,,,,,,Nasutitermes gaigei
363,10/6/2011,"""Ilha das Pedras, Jaci Paran�, Porto Velho, RO""",4,IP,T2,P2,500,Terrestre,8985636,322669,,Termitidae,Nasutitermitinae,Nasutitermes_gaigei,NA,1,3Aa,MZUSP,,#Interior de galho carcomido.,,,,,,Nasutitermes gaigei
364,14/09/2010,"""Ilha das Pedras, Jaci Paran�, Porto Velho, RO""",1,IP,T2,P3,1000,Terrestre,8985957,322373,,Termitidae,Nasutitermitinae,Nasutitermes_gaigei,NA,1,1Ac,MZUSP,,#Folha de baba�u. Apico estava dentro de ninho de baixo das folhas,,,,,,Nasutitermes gaigei
365,5/9/2011,"""Ilha das Pedras, Jaci Paran�, Porto Velho, RO""",5,IP,T2,P3,1000,Terrestre,8985957,322373,,Termitidae,Nasutitermitinae,Nasutitermes_gaigei,NA,1,3Eb,MZUSP,,#Serapilheira e aparentemente em ninho de 9cm X 6cm (foto) Nasutitermes gaigei?,,,,,,Nasutitermes gaigei
366,30/03/2011,"""Ilha das Pedras, Jaci Paran�, Porto Velho, RO""",3,IP,T2,P4,2000,Terrestre,8986754,321877,,Termitidae,Nasutitermitinae,Nasutitermes_gaigei,NA,1,2Aa,MZUSP,,#Em graveto,,,,,,Nasutitermes gaigei
367,9/6/2011,"""Ilha das Pedras, Jaci Paran�, Porto Velho, RO""",4,IP,T2,P4,2000,Terrestre,8986754,321877,,Termitidae,Nasutitermitinae,Nasutitermes_gaigei,NA,1,1Aa,MZUSP,,#Interior de galho morto.,,,,,,Nasutitermes gaigei
368,16/01/2011,"""Ilha das Pedras, Jaci Paran�, Porto Velho, RO""",2,IP,T2,P6,4000,Terrestre,8988536,320818,,Termitidae,Nasutitermitinae,Nasutitermes_gaigei,NA,1,3Bb,MZUSP,,#Em graveto,,,,,,Nasutitermes gaigei
369,30/03/2011,"""Ilha das Pedras, Jaci Paran�, Porto Velho, RO""",3,IP,T2,P6,4000,Terrestre,8988536,320818,,Termitidae,Nasutitermitinae,Nasutitermes_gaigei,NA,1,1Aa,MZUSP,,#Em graveto,,,,,,Nasutitermes gaigei
370,2/3/2012,"""Ilha das Pedras, Jaci Paran�, Porto Velho, RO""",7,IP,T2,P6,4000,Terrestre,8988536,320818,,Termitidae,Nasutitermitinae,Nasutitermes_gaigei,NA,1,2Aa,MZUSP,,#Ninho,,,,,,Nasutitermes gaigei
371,17/09/2010,"""Jirau, Nova Mutum Paran�, Porto Velho, RO""",1,JI,T1,P4*,2000,Terrestre,8970588,309301,,Termitidae,Nasutitermitinae,Nasutitermes_gaigei,NA,1,2Aa,MZUSP,,#Ninho de Nasutitermes gaigei,,,,,,Nasutitermes gaigei
372,9/1/2011,"""Jirau, Nova Mutum Paran�, Porto Velho, RO""",2,JI,T2,P5,3000,Terrestre,8972272,309067,,Termitidae,Nasutitermitinae,Nasutitermes_gaigei,NA,1,3Ca,MZUSP,,#Dentro de galhinho,,,,,,Nasutitermes gaigei
373,7/3/2012,"""Tr�s Praias, Jaci Paran�, Porto Velho, RO""",7,JP,T2,P1,0,Terrestre,8954694,346904,,Termitidae,Nasutitermitinae,Nasutitermes_gaigei,NA,1,4Ba,MZUSP,,#Interior de tronquinho podre e ninho de N. gaigei - FOTO,,,,,,Nasutitermes gaigei
374,20/09/2010,"""Tr�s Praias, Jaci Paran�, Porto Velho, RO""",1,JP,T2,P3,1000,Terrestre,8954868,347940,,Termitidae,Nasutitermitinae,Nasutitermes_gaigei,NA,1,1Da,MZUSP,,#Dentro de tr�s ninho de N. gaigei,,,,,,Nasutitermes gaigei
375,14/06/2011,"""Tr�s Praias, Jaci Paran�, Porto Velho, RO""",4,JP,T2,P3,1000,Terrestre,8954868,347940,,Termitidae,Nasutitermitinae,Nasutitermes_gaigei,NA,1,1Aa,MZUSP,,#Solo, aprox. a 10 cm de profundidade.,,,,,Nasutitermes gaigei
376,14/06/2011,"""Tr�s Praias, Jaci Paran�, Porto Velho, RO""",4,JP,T2,P3,1000,Terrestre,8954868,347940,,Termitidae,Nasutitermitinae,Nasutitermes_gaigei,NA,1,4Ba,MZUSP,,#Tronco podre, e no solo logo abaixo.,,,,,Nasutitermes gaigei
377,24/11/2011,"""Tr�s Praias, Jaci Paran�, Porto Velho, RO""",6,JP,T2,P3,1000,Terrestre,8954868,347940,,Termitidae,Nasutitermitinae,Nasutitermes_gaigei,NA,1,1Ba,MZUSP,,#Solo,,,,,,Nasutitermes gaigei
378,8/4/2011,"""Tr�s Praias, Jaci Paran�, Porto Velho, RO""",3,JP,T2,P4,2000,Terrestre,8954964,348933,,Termitidae,Nasutitermitinae,Nasutitermes_gaigei,NA,1,3Aa,MZUSP,,#Graveto,,,,,,Nasutitermes gaigei
379,28/11/2011,"""Teot�nio, Porto Velho, RO""",6,TE,T2,P2,500,Terrestre,9022865,382824,,Termitidae,Nasutitermitinae,Nasutitermes_gaigei,NA,1,4Ec,MZUSP,,#Solo,,,,,,Nasutitermes gaigei
380,22/09/2010,"""Teot�nio, Porto Velho, RO""",1,TE,T2,P3,1000,Terrestre,9023187,382471,,Termitidae,Nasutitermitinae,Nasutitermes_gaigei,NA,1,3Ba,MZUSP,,#Dentro de gravetos,,,,,,Nasutitermes gaigei
381,5/4/2011,"""Teot�nio, Porto Velho, RO""",3,TE,T2,P3,1000,Terrestre,9023187,382471,,Termitidae,Nasutitermitinae,Nasutitermes_gaigei,NA,1,3Ba,MZUSP,,#Graveto,,,,,,Nasutitermes gaigei
382,10/6/2012,"""Teot�nio, Porto Velho, RO""",8,TE,T2,P4,2000,Terrestre,9023885,381719,,Termitidae,Nasutitermitinae,Nasutitermes_gaigei,NA,1,2Bb,MZUSP,,#Interior de graveto,,,,,,Nasutitermes gaigei
383,1/6/2011,"""Teot�nio, Porto Velho, RO""",4,TE,T2,P5,3000,Terrestre,9024570,380983,,Termitidae,Nasutitermitinae,Nasutitermes_gaigei,NA,1,2Bb,MZUSP,,#Galhinho morto.,,,,,,Nasutitermes gaigei
384,22/09/2010,"""Teot�nio, Porto Velho, RO""",1,TE,T2,P7,5000,Terrestre,9025906,379516,,Termitidae,Nasutitermitinae,Nasutitermes_gaigei,NA,1,4Ba,MZUSP,,#Dentro de graveto bem podre e no solo logo abaixo dele,,,,,,Nasutitermes gaigei
385,13/09/2010,"""Ilha de B�falos, Jaci Paran�, Porto Velho, RO""",1,IB,T1,P1*,0,Terrestre,8988588,334131,,Termitidae,Nasutitermitinae,Nasutitermes_guayanae,NA,1,4Aa,MZUSP,,#Em tronco e forrageando no solo abaixo,,,,,,Nasutitermes guayanae
386,8/6/2011,"""Ilha de B�falos, Jaci Paran�, Porto Velho, RO""",4,IB,T2,P3,1000,Terrestre,8988753,335582,,Termitidae,Nasutitermitinae,Nasutitermes_guayanae,NA,1,3Ba,MZUSP,,#Interior de galho carcomido.,,,,,,Nasutitermes guayanae
387,13/09/2010,"""Ilha de B�falos, Jaci Paran�, Porto Velho, RO""",1,IB,T1,P3*,1000,Terrestre,8989318,334775,,Termitidae,Nasutitermitinae,Nasutitermes_guayanae,NA,1,1Aa,MZUSP,,#Forrageando no solo,,,,,,Nasutitermes guayanae
388,12/9/2010,"""Ilha de B�falos, Jaci Paran�, Porto Velho, RO""",1,IB,T1,P4*,2000,Terrestre,8990072,335473,,Termitidae,Nasutitermitinae,Nasutitermes_guayanae,NA,1,3Ac,MZUSP,,#No solo,,,,,,Nasutitermes guayanae
389,8/6/2011,"""Ilha de B�falos, Jaci Paran�, Porto Velho, RO""",4,IB,T2,P5,3000,Terrestre,8990336,336964,,Termitidae,Nasutitermitinae,Nasutitermes_guayanae,NA,1,4Ca,MZUSP,,#Interior de graveto morto.,,,,,,Nasutitermes guayanae
390,14/09/2010,"""Ilha das Pedras, Jaci Paran�, Porto Velho, RO""",1,IP,T2,P3,1000,Terrestre,8985957,322373,,Termitidae,Nasutitermitinae,Nasutitermes_guayanae,NA,1,1Bb,MZUSP,,#Forrageando na superf�cie do solo,,,,,,Nasutitermes guayanae
391,9/6/2011,"""Ilha das Pedras, Jaci Paran�, Porto Velho, RO""",4,IP,T2,P4,2000,Terrestre,8986754,321877,,Termitidae,Nasutitermitinae,Nasutitermes_guayanae,NA,1,1Ba,MZUSP,,#No solo, aprox. 15 cm de profundidade.,,,,,Nasutitermes guayanae
392,9/6/2011,"""Ilha das Pedras, Jaci Paran�, Porto Velho, RO""",4,IP,T2,P4,2000,Terrestre,8986754,321877,,Termitidae,Nasutitermitinae,Nasutitermes_guayanae,NA,1,3Aa,MZUSP,,#Interior de galho carcomido.,,,,,,Nasutitermes guayanae
393,18/09/2010,"""Jirau, Nova Mutum Paran�, Porto Velho, RO""",1,JI,T1,P2*,500,Terrestre,8969564,310321,,Termitidae,Nasutitermitinae,Nasutitermes_guayanae,NA,1,2Aa,MZUSP,,#Em tronco ca�do,,,,,,Nasutitermes guayanae
394,3/6/2011,"""Jirau, Nova Mutum Paran�, Porto Velho, RO""",4,JI,T2,P4,2000,Terrestre,8971554,309787,,Termitidae,Nasutitermitinae,Nasutitermes_guayanae,NA,1,1Aa,MZUSP,,#Emaranhado de ra�zes subterr�neas (ra�zes finas).,,,,,,Nasutitermes guayanae
395,7/6/2012,"""Tr�s Praias, Jaci Paran�, Porto Velho, RO""",8,JP,T2,P1,0,Terrestre,8954694,346904,,Termitidae,Nasutitermitinae,Nasutitermes_guayanae,NA,1,1Ba,MZUSP,,#Interior de galho morto,,,,,,Nasutitermes guayanae
396,10/9/2011,"""Tr�s Praias, Jaci Paran�, Porto Velho, RO""",5,JP,T2,P2,500,Terrestre,8954804,347396,,Termitidae,Nasutitermitinae,Nasutitermes_guayanae,NA,1,1Aa,MZUSP,,#Na serapilheira,,,,,,Nasutitermes guayanae
397,6/3/2012,"""Tr�s Praias, Jaci Paran�, Porto Velho, RO""",7,JP,T2,P3,1000,Terrestre,8954868,347940,,Termitidae,Nasutitermitinae,Nasutitermes_guayanae,NA,1,4Aa,MZUSP,,#Ninho?(galeria no monte de terra preta),,,,,,Nasutitermes guayanae
398,13/06/2011,"""Tr�s Praias, Jaci Paran�, Porto Velho, RO""",4,JP,T2,P4,2000,Terrestre,8954964,348933,,Termitidae,Nasutitermitinae,Nasutitermes_guayanae,NA,1,4Ba,MZUSP,,#Serrapilheira, formando trilhas.,,,,,Nasutitermes guayanae
399,9/9/2011,"""Tr�s Praias, Jaci Paran�, Porto Velho, RO""",5,JP,T2,P4,2000,Terrestre,8954964,348933,,Termitidae,Nasutitermitinae,Nasutitermes_guayanae,NA,1,3Bb,MZUSP,,#Interior de gravetinho (Nasutitermes maior em toda a parcela),,,,,,Nasutitermes guayanae
400,6/3/2012,"""Tr�s Praias, Jaci Paran�, Porto Velho, RO""",7,JP,T2,P5,3000,Terrestre,8955078,349875,,Termitidae,Nasutitermitinae,Nasutitermes_guayanae,NA,1,1Ca,MZUSP,,#Solo e Nasutitermes na serapilheira,,,,,,Nasutitermes guayanae
401,1/6/2011,"""Teot�nio, Porto Velho, RO""",4,TE,T2,P2,500,Terrestre,9022865,382824,,Termitidae,Nasutitermitinae,Nasutitermes_guayanae,NA,1,1Ba,MZUSP,,#Em um galho, na periferia.,,,,,Nasutitermes guayanae
402,28/11/2011,"""Teot�nio, Porto Velho, RO""",6,TE,T2,P2,500,Terrestre,9022865,382824,,Termitidae,Nasutitermitinae,Nasutitermes_guayanae,NA,1,1Ba,MZUSP,,#Caminho no tronco de palmeira,,,,,,Nasutitermes guayanae
403,28/11/2011,"""Teot�nio, Porto Velho, RO""",6,TE,T2,P2,500,Terrestre,9022865,382824,,Termitidae,Nasutitermitinae,Nasutitermes_guayanae,NA,1,4Ea,MZUSP,,#Solo,,,,,,Nasutitermes guayanae
404,19/01/2011,"""Teot�nio, Porto Velho, RO""",2,TE,T2,P4,2000,Terrestre,9023885,381719,,Termitidae,Nasutitermitinae,Nasutitermes_guayanae,NA,1,1Ba,MZUSP,,#Em galeria na palmeira e no solo,,,,,,Nasutitermes guayanae
405,19/01/2011,"""Teot�nio, Porto Velho, RO""",2,TE,T2,P4,2000,Terrestre,9023885,381719,,Termitidae,Nasutitermitinae,Nasutitermes_guayanae,NA,1,3Aa,MZUSP,,#Nasutitermes em tronco ca�do e Planicapritermes no solo,,,,,,Nasutitermes guayanae
406,1/3/2012,"""Ilha de B�falos, Jaci Paran�, Porto Velho, RO""",7,IB,T2,P3,1000,Terrestre,8988753,335582,,Termitidae,Nasutitermitinae,Nasutitermes_guayanae,NA,1,1Aa,MZUSP,,#Interior de tronco,,,,,,Nasutitermes similis
407,3/6/2012,"""Ilha de B�falos, Jaci Paran�, Porto Velho, RO""",8,IB,T2,P3,1000,Terrestre,8988753,335582,,Termitidae,Nasutitermitinae,Nasutitermes_guayanae,NA,1,3Aa,MZUSP,,#Abaixo de casca de galho morto,,,,,,Nasutitermes similis
408,14/01/2011,"""Ilha de B�falos, Jaci Paran�, Porto Velho, RO""",2,IB,T2,P4,2000,Terrestre,8989521,336332,,Termitidae,Nasutitermitinae,Nasutitermes_guayanae,NA,1,1Ba,MZUSP,,#Forrageando na serapilheira,,,,,,Nasutitermes similis
409,14/01/2011,"""Ilha de B�falos, Jaci Paran�, Porto Velho, RO""",2,IB,T2,P4,2000,Terrestre,8989521,336332,,Termitidae,Nasutitermitinae,Nasutitermes_guayanae,NA,1,3Aa,MZUSP,,#Na base de �rvore,,,,,,Nasutitermes similis
410,1/3/2012,"""Ilha de B�falos, Jaci Paran�, Porto Velho, RO""",7,IB,T2,P4,2000,Terrestre,8989521,336332,,Termitidae,Nasutitermitinae,Nasutitermes_guayanae,NA,1,2Aa,MZUSP,,#Caminho em graveto,,,,,,Nasutitermes similis
411,2/6/2012,"""Ilha de B�falos, Jaci Paran�, Porto Velho, RO""",8,IB,T2,P4,2000,Terrestre,8989521,336332,,Termitidae,Nasutitermitinae,Nasutitermes_guayanae,NA,1,2Ab,MZUSP,,#Ninho gigante em trono de tronco de �rvore com DAP > 80cm,,,,,,Nasutitermes similis
412,2/6/2012,"""Ilha de B�falos, Jaci Paran�, Porto Velho, RO""",8,IB,T2,P4,2000,Terrestre,8989521,336332,,Termitidae,Nasutitermitinae,Nasutitermes_guayanae,NA,1,4Aa,MZUSP,,#Interior de graveto,,,,,,Nasutitermes similis
413,8/6/2011,"""Ilha de B�falos, Jaci Paran�, Porto Velho, RO""",4,IB,T2,P5,3000,Terrestre,8990336,336964,,Termitidae,Nasutitermitinae,Nasutitermes_guayanae,NA,1,1Aa,MZUSP,,#Interior de galho, duro de abrir.,,,,,Nasutitermes similis
414,4/9/2011,"""Ilha de B�falos, Jaci Paran�, Porto Velho, RO""",5,IB,T2,P5,3000,Terrestre,8990336,336964,,Termitidae,Nasutitermitinae,Nasutitermes_guayanae,NA,1,4Ba,MZUSP,,#Na base de palmeira,,,,,,Nasutitermes similis
415,1/3/2012,"""Ilha de B�falos, Jaci Paran�, Porto Velho, RO""",7,IB,T2,P5,3000,Terrestre,8990336,336964,,Termitidae,Nasutitermitinae,Nasutitermes_guayanae,NA,1,1Aa,MZUSP,,#Interior e casca de troncos,,,,,,Nasutitermes similis
416,10/6/2011,"""Ilha das Pedras, Jaci Paran�, Porto Velho, RO""",4,IP,T2,P3,1000,Terrestre,8985957,322373,,Termitidae,Nasutitermitinae,Nasutitermes_guayanae,NA,1,3Aa,MZUSP,,#Solo, aprox. 10 cm de profundidade.,,,,,Nasutitermes similis
417,5/9/2011,"""Ilha das Pedras, Jaci Paran�, Porto Velho, RO""",5,IP,T2,P3,1000,Terrestre,8985957,322373,,Termitidae,Nasutitermitinae,Nasutitermes_guayanae,NA,1,2Ba,MZUSP,,#Dentro de tronco podre,,,,,,Nasutitermes similis
418,5/9/2011,"""Ilha das Pedras, Jaci Paran�, Porto Velho, RO""",5,IP,T2,P3,1000,Terrestre,8985957,322373,,Termitidae,Nasutitermitinae,Nasutitermes_guayanae,NA,1,3Ba,MZUSP,,#Interior de talo de palmeira,,,,,,Nasutitermes similis
419,21/11/2011,"""Ilha das Pedras, Jaci Paran�, Porto Velho, RO""",6,IP,T2,P3,1000,Terrestre,8985957,322373,,Termitidae,Nasutitermitinae,Nasutitermes_guayanae,NA,1,1Aa,MZUSP,,#Interior de galho �mido,,,,,,Nasutitermes similis
420,14/09/2010,"""Ilha das Pedras, Jaci Paran�, Porto Velho, RO""",1,IP,T2,P4,2000,Terrestre,8986754,321877,,Termitidae,Nasutitermitinae,Nasutitermes_guayanae,NA,1,1Aa,MZUSP,,#Dentro de tronco ca�do e no solo logo abaixo,,,,,,Nasutitermes similis
421,16/01/2011,"""Ilha das Pedras, Jaci Paran�, Porto Velho, RO""",2,IP,T2,P4,2000,Terrestre,8986754,321877,,Termitidae,Nasutitermitinae,Nasutitermes_guayanae,NA,1,1Ab,MZUSP,,#No solo,,,,,,Nasutitermes similis
422,30/03/2011,"""Ilha das Pedras, Jaci Paran�, Porto Velho, RO""",3,IP,T2,P5,3000,Terrestre,8987675,321325,,Termitidae,Nasutitermitinae,Nasutitermes_guayanae,NA,1,1Aa,MZUSP,,#Em graveto,,,,,,Nasutitermes similis
423,9/6/2011,"""Ilha das Pedras, Jaci Paran�, Porto Velho, RO""",4,IP,T2,P5,3000,Terrestre,8987675,321325,,Termitidae,Nasutitermitinae,Nasutitermes_guayanae,NA,1,1Aa,MZUSP,,#Interior de talo de palmeira morta.,,,,,,Nasutitermes similis
424,2/3/2012,"""Ilha das Pedras, Jaci Paran�, Porto Velho, RO""",7,IP,T2,P5,3000,Terrestre,8987675,321325,,Termitidae,Nasutitermitinae,Nasutitermes_guayanae,NA,1,1Ba,MZUSP,,#Serapilheira,,,,,,Nasutitermes similis
425,14/09/2010,"""Ilha das Pedras, Jaci Paran�, Porto Velho, RO""",1,IP,T2,P6,4000,Terrestre,8988536,320818,,Termitidae,Nasutitermitinae,Nasutitermes_guayanae,NA,1,4Ab,MZUSP,,#Forrageando no solo e Nasutitermes forrageando no solo e dentro de graveto,,,,,,Nasutitermes similis
426,30/03/2011,"""Ilha das Pedras, Jaci Paran�, Porto Velho, RO""",3,IP,T2,P6,4000,Terrestre,8988536,320818,,Termitidae,Nasutitermitinae,Nasutitermes_guayanae,NA,1,2Aa,MZUSP,,#Em graveto,,,,,,Nasutitermes similis
427,30/03/2011,"""Ilha das Pedras, Jaci Paran�, Porto Velho, RO""",3,IP,T2,P6,4000,Terrestre,8988536,320818,,Termitidae,Nasutitermitinae,Nasutitermes_guayanae,NA,1,3Aa,MZUSP,,#Em graveto,,,,,,Nasutitermes similis
428,9/6/2011,"""Ilha das Pedras, Jaci Paran�, Porto Velho, RO""",4,IP,T2,P6,4000,Terrestre,8988536,320818,,Termitidae,Nasutitermitinae,Nasutitermes_guayanae,NA,1,3Aa,MZUSP,,#Solo, aprox. 10 cm de profundidade.,,,,,Nasutitermes similis
429,21/11/2011,"""Ilha das Pedras, Jaci Paran�, Porto Velho, RO""",6,IP,T2,P6,4000,Terrestre,8988536,320818,,Termitidae,Nasutitermitinae,Nasutitermes_guayanae,NA,1,2Aa,MZUSP,,#Solo,,,,,,Nasutitermes similis
430,2/3/2012,"""Ilha das Pedras, Jaci Paran�, Porto Velho, RO""",7,IP,T2,P6,4000,Terrestre,8988536,320818,,Termitidae,Nasutitermitinae,Nasutitermes_guayanae,NA,1,3Aa,MZUSP,,#Interior de tronco ca�do e no solo logo abaixo,,,,,,Nasutitermes similis
431,10/1/2011,"""Jirau, Nova Mutum Paran�, Porto Velho, RO""",2,JI,T2,P3,1000,Terrestre,8970820,310485,,Termitidae,Nasutitermitinae,Nasutitermes_guayanae,NA,1,2Aa,MZUSP,,#Dentro de gravetos e galerias nos gravetos,,,,,,Nasutitermes similis
432,10/1/2011,"""Jirau, Nova Mutum Paran�, Porto Velho, RO""",2,JI,T2,P3,1000,Terrestre,8970820,310485,,Termitidae,Nasutitermitinae,Nasutitermes_guayanae,NA,1,3Aa,MZUSP,,#Dentro de tronco ca�do e forrageando na serapilheira,,,,,,Nasutitermes similis
433,11/4/2011,"""Jirau, Nova Mutum Paran�, Porto Velho, RO""",3,JI,T2,P3,1000,Terrestre,8970820,310485,,Termitidae,Nasutitermitinae,Nasutitermes_guayanae,NA,1,1Ba,MZUSP,,#Na serapilheira e no solo,,,,,,Nasutitermes similis
434,11/4/2011,"""Jirau, Nova Mutum Paran�, Porto Velho, RO""",3,JI,T2,P3,1000,Terrestre,8970820,310485,,Termitidae,Nasutitermitinae,Nasutitermes_guayanae,NA,1,4Ba,MZUSP,,#No solo e abaixo do ninho abandonado,,,,,,Nasutitermes similis
435,3/6/2011,"""Jirau, Nova Mutum Paran�, Porto Velho, RO""",4,JI,T2,P3,1000,Terrestre,8970820,310485,,Termitidae,Nasutitermitinae,Nasutitermes_guayanae,NA,1,3Aa,MZUSP,,#Emaranhado de ra�zes subterr�neas.,,,,,,Nasutitermes similis
436,17/09/2010,"""Jirau, Nova Mutum Paran�, Porto Velho, RO""",1,JI,T1,P3*,1000,Terrestre,8969940,3090980,,Termitidae,Nasutitermitinae,Nasutitermes_guayanae,NA,1,3Ac,MZUSP,,#Forrageando no solo logo abaixo da serapilheira e alguns mais abaixo do solo,,,,,,Nasutitermes similis
437,17/09/2010,"""Jirau, Nova Mutum Paran�, Porto Velho, RO""",1,JI,T1,P4*,2000,Terrestre,8970588,309301,,Termitidae,Nasutitermitinae,Nasutitermes_guayanae,NA,1,3Ac,MZUSP,,#Ninho na base de palmeira,,,,,,Nasutitermes similis
438,9/1/2011,"""Jirau, Nova Mutum Paran�, Porto Velho, RO""",2,JI,T2,P5,3000,Terrestre,8972272,309067,,Termitidae,Nasutitermitinae,Nasutitermes_guayanae,NA,1,1Aa,MZUSP,,#Forrageando na serapilheira,,,,,,Nasutitermes similis
439,9/1/2011,"""Jirau, Nova Mutum Paran�, Porto Velho, RO""",2,JI,T2,P5,3000,Terrestre,8972272,309067,,Termitidae,Nasutitermitinae,Nasutitermes_guayanae,NA,1,4Aa,MZUSP,,#No solo na base de �rvore,,,,,,Nasutitermes similis
440,11/4/2011,"""Jirau, Nova Mutum Paran�, Porto Velho, RO""",3,JI,T2,P5,3000,Terrestre,8972272,309067,,Termitidae,Nasutitermitinae,Nasutitermes_guayanae,NA,1,1Ba,MZUSP,,#Embiratermes em tronco e demais na serapilheira,,,,,,Nasutitermes similis
441,3/6/2011,"""Jirau, Nova Mutum Paran�, Porto Velho, RO""",4,JI,T2,P5,3000,Terrestre,8972272,309067,,Termitidae,Nasutitermitinae,Nasutitermes_guayanae,NA,1,1Ba,MZUSP,,#Solo entre ra�zes pequenas.,,,,,,Nasutitermes similis
442,17/09/2010,"""Jirau, Nova Mutum Paran�, Porto Velho, RO""",1,JI,T1,P5*,3000,Terrestre,8971309,308582,,Termitidae,Nasutitermitinae,Nasutitermes_guayanae,NA,1,4Aa,MZUSP,,#Forrageando no solo e Nasustitermes no solo e dentro de graveto,,,,,,Nasutitermes similis
443,11/4/2011,"""Jirau, Nova Mutum Paran�, Porto Velho, RO""",3,JI,T2,P6,4000,Terrestre,8972955,308380,,Termitidae,Nasutitermitinae,Nasutitermes_guayanae,NA,1,3Ab,MZUSP,,#Em galeria em �rvore, em ninho (Embiratermes) e na serapilheira,,,,,Nasutitermes similis
444,17/09/2010,"""Jirau, Nova Mutum Paran�, Porto Velho, RO""",1,JI,T1,P6*,4000,Terrestre,8972012,307873,,Termitidae,Nasutitermitinae,Nasutitermes_guayanae,NA,1,2Ba,MZUSP,,#Dentro de tronco e Nasutitermes na superf�cie desse tronco,,,,,,Nasutitermes similis
445,17/09/2010,"""Jirau, Nova Mutum Paran�, Porto Velho, RO""",1,JI,T1,P6*,4000,Terrestre,8972012,307873,,Termitidae,Nasutitermitinae,Nasutitermes_guayanae,NA,1,4Aa,MZUSP,,#Dentro de graveto ca�do,,,,,,Nasutitermes similis
446,21/09/2010,"""Tr�s Praias, Jaci Paran�, Porto Velho, RO""",1,JP,T2,P1,0,Terrestre,8954694,346904,,Termitidae,Nasutitermitinae,Nasutitermes_guayanae,NA,1,1Aa,MZUSP,,#Dentro de graveto,,,,,,Nasutitermes similis
447,21/09/2010,"""Tr�s Praias, Jaci Paran�, Porto Velho, RO""",1,JP,T2,P1,0,Terrestre,8954694,346904,,Termitidae,Nasutitermitinae,Nasutitermes_guayanae,NA,1,3Aa,MZUSP,,#Dentro de graveto,,,,,,Nasutitermes similis
448,9/4/2011,"""Tr�s Praias, Jaci Paran�, Porto Velho, RO""",3,JP,T2,P1,0,Terrestre,8954694,346904,,Termitidae,Nasutitermitinae,Nasutitermes_guayanae,NA,1,1Aa,MZUSP,,#Na serapilheira,,,,,,Nasutitermes similis
449,14/06/2011,"""Tr�s Praias, Jaci Paran�, Porto Velho, RO""",4,JP,T2,P1,0,Terrestre,8954694,346904,,Termitidae,Nasutitermitinae,Nasutitermes_guayanae,NA,1,1Aa,MZUSP,,#Serrapilheira.,,,,,,Nasutitermes similis
