,Data,Municipio,Campanha,Modulo,Transecto,Parcela,Ponto,Tipo_de_Parcela,Coordenadas_UTM_.X.,Coordenadas_UTM_.Y.,Ordem,Familia,Subfamilia,Especie,Tipo_Amostragem,Num._Ind._.Colonias.Encontros.,Num._ID_.campo.,Instituicao_para_Tombamento,Tombo,OBS,X.1,X.2,X.3,X.4,X.5,Especie_orig
854,20/09/2010,"""Tr�s Praias, Jaci Paran�, Porto Velho, RO""",1,JP,T2,P4,2000,Terrestre,8954964,348933,,Termitidae,Syntermitinae,Embiratermes_ignotus,NA,1,3Aa,MZUSP,,#Forrageando no solo,,,,,,Embiratermes ignotus
855,24/11/2011,"""Tr�s Praias, Jaci Paran�, Porto Velho, RO""",6,JP,T2,P4,2000,Terrestre,8954964,348933,,Termitidae,Syntermitinae,Embiratermes_ignotus,NA,1,4Bc,MZUSP,,#Solo,,,,,,Embiratermes ignotus
856,6/3/2012,"""Tr�s Praias, Jaci Paran�, Porto Velho, RO""",7,JP,T2,P4,2000,Terrestre,8954964,348933,,Termitidae,Syntermitinae,Embiratermes_ignotus,NA,1,3Ca,MZUSP,,#Solo (Embiratermes ignotus),,,,,,Embiratermes ignotus
857,20/09/2010,"""Tr�s Praias, Jaci Paran�, Porto Velho, RO""",1,JP,T2,P5,3000,Terrestre,8955078,349875,,Termitidae,Syntermitinae,Embiratermes_ignotus,NA,1,1Ba,MZUSP,,#Forrageando no solo,,,,,,Embiratermes ignotus
858,20/09/2010,"""Tr�s Praias, Jaci Paran�, Porto Velho, RO""",1,JP,T2,P5,3000,Terrestre,8955078,349875,,Termitidae,Syntermitinae,Embiratermes_ignotus,NA,1,4Da,MZUSP,,#Forrageando no solo lobo abaixo de tronco e aparentemente em um ninhozinho de apico,,,,,,Embiratermes ignotus
859,8/4/2011,"""Tr�s Praias, Jaci Paran�, Porto Velho, RO""",3,JP,T2,P5,3000,Terrestre,8955078,349875,,Termitidae,Syntermitinae,Embiratermes_ignotus,NA,1,1Ba,MZUSP,,#No solo,,,,,,Embiratermes ignotus
860,24/11/2011,"""Tr�s Praias, Jaci Paran�, Porto Velho, RO""",6,JP,T2,P5,3000,Terrestre,8955078,349875,,Termitidae,Syntermitinae,Embiratermes_ignotus,NA,1,1Aa,MZUSP,,#Ninho ep�geo (na base),,,,,,Embiratermes ignotus
861,6/6/2012,"""Tr�s Praias, Jaci Paran�, Porto Velho, RO""",8,JP,T2,P6,4000,Terrestre,8955206,350943,,Termitidae,Syntermitinae,Embiratermes_ignotus,NA,1,4Ab,MZUSP,,#Solo,,,,,,Embiratermes ignotus
862,19/09/2010,"""Morrinhos, Jaci Paran�, Porto Velho, Rond�nia""",1,MO,T1,P4,2000,Terrestre,9001664,362610,,Termitidae,Syntermitinae,Embiratermes_ignotus,NA,1,3Ab,MZUSP,,#Forrageando no solo,,,,,,Embiratermes ignotus
863,22/09/2010,"""Teot�nio, Porto Velho, RO""",1,TE,T2,P1,0,Terrestre,9022531,383193,,Termitidae,Syntermitinae,Embiratermes_ignotus,NA,1,2Ba,MZUSP,,#Forrageando no solo,,,,,,Embiratermes ignotus
864,22/09/2010,"""Teot�nio, Porto Velho, RO""",1,TE,T2,P1,0,Terrestre,9022531,383193,,Termitidae,Syntermitinae,Embiratermes_ignotus,NA,1,4Aa,MZUSP,,#Forrageando no solo,,,,,,Embiratermes ignotus
865,22/09/2010,"""Teot�nio, Porto Velho, RO""",1,TE,T2,P2,500,Terrestre,9022865,382824,,Termitidae,Syntermitinae,Embiratermes_ignotus,NA,1,1Ba,MZUSP,,#No solo,,,,,,Embiratermes ignotus
866,9/3/2012,"""Teot�nio, Porto Velho, RO""",7,TE,T2,P2,500,Terrestre,9022865,382824,,Termitidae,Syntermitinae,Embiratermes_ignotus,NA,1,1Cc,MZUSP,,#Solo,,,,,,Embiratermes ignotus
867,22/09/2010,"""Teot�nio, Porto Velho, RO""",1,TE,T2,P4,2000,Terrestre,9023885,381719,,Termitidae,Syntermitinae,Embiratermes_ignotus,NA,1,2Ba,MZUSP,,#Em monte de terra preta com galerias na base de palmeira, aparentemente ninho de Embira,,,,,Embiratermes ignotus
868,19/01/2011,"""Teot�nio, Porto Velho, RO""",2,TE,T2,P5,3000,Terrestre,9024570,380983,,Termitidae,Syntermitinae,Embiratermes_ignotus,NA,1,1Bb,MZUSP,,#No solo,,,,,,Embiratermes ignotus
869,2/3/2012,"""Ilha das Pedras, Jaci Paran�, Porto Velho, RO""",7,IP,T2,P6,4000,Terrestre,8988536,320818,,Termitidae,Syntermitinae,Embiratermes_latidens,NA,1,2Ba,MZUSP,,#Interior de graveto,,,,,,Embiratermes latidens
870,7/6/2012,"""Tr�s Praias, Jaci Paran�, Porto Velho, RO""",8,JP,T2,P1,0,Terrestre,8954694,346904,,Termitidae,Syntermitinae,Embiratermes_latidens,NA,1,2Aa,MZUSP,,#Interior de ninho no p� de �rvore (v�rias col�nias),,,,,,Embiratermes latidens
871,6/6/2012,"""Tr�s Praias, Jaci Paran�, Porto Velho, RO""",8,JP,T2,P6,4000,Terrestre,8955206,350943,,Termitidae,Syntermitinae,Embiratermes_latidens,NA,1,1Aa,MZUSP,,#Interior de graveto,,,,,,Embiratermes latidens
872,3/6/2012,"""Ilha de B�falos, Jaci Paran�, Porto Velho, RO""",8,IB,T2,P1,0,Terrestre,8988015,334967,,Termitidae,Syntermitinae,Embiratermes_neotenicus,NA,1,1Aa,MZUSP,,#Interior de galho podre,,,,,,Embiratermes neotenicus
873,14/01/2011,"""Ilha de B�falos, Jaci Paran�, Porto Velho, RO""",2,IB,T2,P2,500,Terrestre,8988404,335307,,Termitidae,Syntermitinae,Embiratermes_neotenicus,NA,1,4Ba,MZUSP,,#Em ninho e na serapilheira,,,,,,Embiratermes neotenicus
874,1/4/2011,"""Ilha de B�falos, Jaci Paran�, Porto Velho, RO""",3,IB,T2,P3,1000,Terrestre,8988753,335582,,Termitidae,Syntermitinae,Embiratermes_neotenicus,NA,1,3Aa,MZUSP,,#No ninho ,,,,,,Embiratermes neotenicus
875,4/9/2011,"""Ilha de B�falos, Jaci Paran�, Porto Velho, RO""",5,IB,T2,P3,1000,Terrestre,8988753,335582,,Termitidae,Syntermitinae,Embiratermes_neotenicus,NA,1,2Aa,MZUSP,,#No solo,,,,,,Embiratermes neotenicus
876,13/09/2010,"""Ilha de B�falos, Jaci Paran�, Porto Velho, RO""",1,IB,T1,P3*,1000,Terrestre,8989318,334775,,Termitidae,Syntermitinae,Embiratermes_neotenicus,NA,1,3Aa,MZUSP,,#Ninho de aprox. 40cm de latura bem detonado, com Embira e Nasuti,,,,,Embiratermes neotenicus
877,19/11/2011,"""Ilha de B�falos, Jaci Paran�, Porto Velho, RO""",6,IB,T2,P4,2000,Terrestre,8989521,336332,,Termitidae,Syntermitinae,Embiratermes_neotenicus,NA,1,2Ba,MZUSP,,#Ninho de Embira 65 cm de altura,,,,,,Embiratermes neotenicus
878,1/4/2011,"""Ilha de B�falos, Jaci Paran�, Porto Velho, RO""",3,IB,T2,P5,3000,Terrestre,8990336,336964,,Termitidae,Syntermitinae,Embiratermes_neotenicus,NA,1,1Ba,MZUSP,,#Em graveto,,,,,,Embiratermes neotenicus
879,19/11/2011,"""Ilha de B�falos, Jaci Paran�, Porto Velho, RO""",6,IB,T2,P5,3000,Terrestre,8990336,336964,,Termitidae,Syntermitinae,Embiratermes_neotenicus,NA,1,1Bb,MZUSP,,#Ninho crostado no tronco da arvore (+ou- 50 cm de altura),,,,,,Embiratermes neotenicus
880,1/3/2012,"""Ilha de B�falos, Jaci Paran�, Porto Velho, RO""",7,IB,T2,P5,3000,Terrestre,8990336,336964,,Termitidae,Syntermitinae,Embiratermes_neotenicus,NA,1,4Ab,MZUSP,,#Ninho de Embira e Murundu ao redor do ninho,,,,,,Embiratermes neotenicus
881,2/6/2012,"""Ilha de B�falos, Jaci Paran�, Porto Velho, RO""",8,IB,T2,P5,3000,Terrestre,8990336,336964,,Termitidae,Syntermitinae,Embiratermes_neotenicus,NA,1,3Aa,MZUSP,,#Caminho grosso com galerias par acesso a ninho na base da �rvore (Ninho estava fora da parcela),,,,,,Embiratermes neotenicus
882,14/01/2011,"""Ilha de B�falos, Jaci Paran�, Porto Velho, RO""",2,IB,T2,P6,4000,Terrestre,8991071,337699,,Termitidae,Syntermitinae,Embiratermes_neotenicus,NA,1,1Ba,MZUSP,,#Em ninho de Embiratermes na base de �rvore de aproximadamente 50 cm de altura,,,,,,Embiratermes neotenicus
883,19/11/2011,"""Ilha de B�falos, Jaci Paran�, Porto Velho, RO""",6,IB,T2,P6,4000,Terrestre,8991071,337699,,Termitidae,Syntermitinae,Embiratermes_neotenicus,NA,1,3Aa,MZUSP,,#Ninho arbor�cola +ou- 70 cm,,,,,,Embiratermes neotenicus
884,1/3/2012,"""Ilha de B�falos, Jaci Paran�, Porto Velho, RO""",7,IB,T2,P6,4000,Terrestre,8991071,337699,,Termitidae,Syntermitinae,Embiratermes_neotenicus,NA,1,1Ab,MZUSP,,#Solo +/- 5 cm (entre raizes),,,,,,Embiratermes neotenicus
885,2/6/2012,"""Ilha de B�falos, Jaci Paran�, Porto Velho, RO""",8,IB,T2,P6,4000,Terrestre,8991071,337699,,Termitidae,Syntermitinae,Embiratermes_neotenicus,NA,1,1Ba,MZUSP,,#Embaixo de tronco grande caido, dentro de estrutura grande de nhio, mas quase n�o havia indiv�duos,,,,Embiratermes neotenicus
886,16/01/2011,"""Ilha das Pedras, Jaci Paran�, Porto Velho, RO""",2,IP,T2,P2,500,Terrestre,8985636,322669,,Termitidae,Syntermitinae,Embiratermes_neotenicus,NA,1,3Aa,MZUSP,,#Ninho de Embiratermes (64cm alt. X 20cm diam.),,,,,,Embiratermes neotenicus
887,14/09/2010,"""Ilha das Pedras, Jaci Paran�, Porto Velho, RO""",1,IP,T2,P3,1000,Terrestre,8985957,322373,,Termitidae,Syntermitinae,Embiratermes_neotenicus,NA,1,1Ab,MZUSP,,#Folha de baba�u. Apico estava dentro de ninho de baixo das folhas,,,,,,Embiratermes neotenicus
888,14/09/2010,"""Ilha das Pedras, Jaci Paran�, Porto Velho, RO""",1,IP,T2,P3,1000,Terrestre,8985957,322373,,Termitidae,Syntermitinae,Embiratermes_neotenicus,NA,1,3Ba,MZUSP,,#Ninho de Embira de 80 cm de altura na base de �rvore,,,,,,Embiratermes neotenicus
889,16/01/2011,"""Ilha das Pedras, Jaci Paran�, Porto Velho, RO""",2,IP,T2,P3,1000,Terrestre,8985957,322373,,Termitidae,Syntermitinae,Embiratermes_neotenicus,NA,1,3Ba,MZUSP,,#No solo,,,,,,Embiratermes neotenicus
890,21/11/2011,"""Ilha das Pedras, Jaci Paran�, Porto Velho, RO""",6,IP,T2,P3,1000,Terrestre,8985957,322373,,Termitidae,Syntermitinae,Embiratermes_neotenicus,NA,1,1Ba,MZUSP,,#Interior de galho �mido,,,,,,Embiratermes neotenicus
891,2/3/2012,"""Ilha das Pedras, Jaci Paran�, Porto Velho, RO""",7,IP,T2,P3,1000,Terrestre,8985957,322373,,Termitidae,Syntermitinae,Embiratermes_neotenicus,NA,1,2Ba,MZUSP,,#Ninho,,,,,,Embiratermes neotenicus
892,2/3/2012,"""Ilha das Pedras, Jaci Paran�, Porto Velho, RO""",7,IP,T2,P3,1000,Terrestre,8985957,322373,,Termitidae,Syntermitinae,Embiratermes_neotenicus,NA,1,3Ba,MZUSP,,#Solo,,,,,,Embiratermes neotenicus
893,1/6/2012,"""Ilha das Pedras, Jaci Paran�, Porto Velho, RO""",8,IP,T2,P3,1000,Terrestre,8985957,322373,,Termitidae,Syntermitinae,Embiratermes_neotenicus,NA,1,1Aa,MZUSP,,#Interior de graveto,,,,,,Embiratermes neotenicus
894,14/09/2010,"""Ilha das Pedras, Jaci Paran�, Porto Velho, RO""",1,IP,T2,P4,2000,Terrestre,8986754,321877,,Termitidae,Syntermitinae,Embiratermes_neotenicus,NA,1,4Bf,MZUSP,,#Forrageando no solo em volta de tronco de �rvore,,,,,,Embiratermes neotenicus
895,9/6/2011,"""Ilha das Pedras, Jaci Paran�, Porto Velho, RO""",4,IP,T2,P4,2000,Terrestre,8986754,321877,,Termitidae,Syntermitinae,Embiratermes_neotenicus,NA,1,4Aa,MZUSP,,#Ninho ep�geo na base de �rvore.,,,,,,Embiratermes neotenicus
896,2/3/2012,"""Ilha das Pedras, Jaci Paran�, Porto Velho, RO""",7,IP,T2,P4,2000,Terrestre,8986754,321877,,Termitidae,Syntermitinae,Embiratermes_neotenicus,NA,1,1Aa,MZUSP,,#Ninho de Embiratermes,,,,,,Embiratermes neotenicus
897,21/11/2011,"""Ilha das Pedras, Jaci Paran�, Porto Velho, RO""",6,IP,T2,P5,3000,Terrestre,8987675,321325,,Termitidae,Syntermitinae,Embiratermes_neotenicus,NA,1,2Bb,MZUSP,,#Solo,,,,,,Embiratermes neotenicus
898,21/11/2011,"""Ilha das Pedras, Jaci Paran�, Porto Velho, RO""",6,IP,T2,P5,3000,Terrestre,8987675,321325,,Termitidae,Syntermitinae,Embiratermes_neotenicus,NA,1,3Aa,MZUSP,,#Ninho de Embira 50 cm de altura,,,,,,Embiratermes neotenicus
899,2/3/2012,"""Ilha das Pedras, Jaci Paran�, Porto Velho, RO""",7,IP,T2,P6,4000,Terrestre,8988536,320818,,Termitidae,Syntermitinae,Embiratermes_neotenicus,NA,1,4Bb,MZUSP,,#Solo (Ninho de Apico subter�neo?),,,,,,Embiratermes neotenicus
900,18/09/2010,"""Jirau, Nova Mutum Paran�, Porto Velho, RO""",1,JI,T1,P1*,0,Terrestre,8969200,310676,,Termitidae,Syntermitinae,Embiratermes_neotenicus,NA,1,4Aa,MZUSP,,#Nasutitermes em toda a parcela e Embiratermes em amontoado de terra na base de uma palmeira que j� tinha caido,,,,,,Embiratermes neotenicus
901,17/09/2010,"""Jirau, Nova Mutum Paran�, Porto Velho, RO""",1,JI,T1,P3*,1000,Terrestre,8969940,3090980,,Termitidae,Syntermitinae,Embiratermes_neotenicus,NA,1,3Ae,MZUSP,,#Forrageando no solo logo abaixo da serapilheira e alguns mais abaixo do solo,,,,,,Embiratermes neotenicus
902,11/4/2011,"""Jirau, Nova Mutum Paran�, Porto Velho, RO""",3,JI,T2,P4,2000,Terrestre,8971554,309787,,Termitidae,Syntermitinae,Embiratermes_neotenicus,NA,1,2Aa,MZUSP,,#Em tronco ca�do,,,,,,Embiratermes neotenicus
903,17/09/2010,"""Jirau, Nova Mutum Paran�, Porto Velho, RO""",1,JI,T1,P4*,2000,Terrestre,8970588,309301,,Termitidae,Syntermitinae,Embiratermes_neotenicus,NA,1,3Aa,MZUSP,,#Ninho na base de palmeira,,,,,,Embiratermes neotenicus
904,11/4/2011,"""Jirau, Nova Mutum Paran�, Porto Velho, RO""",3,JI,T2,P6,4000,Terrestre,8972955,308380,,Termitidae,Syntermitinae,Embiratermes_neotenicus,NA,1,1Aa,MZUSP,,#No ninho, na serapilheira e em gravetos,,,,,Embiratermes neotenicus
905,11/4/2011,"""Jirau, Nova Mutum Paran�, Porto Velho, RO""",3,JI,T2,P6,4000,Terrestre,8972955,308380,,Termitidae,Syntermitinae,Embiratermes_neotenicus,NA,1,3Aa,MZUSP,,#Em galeria em �rvore, em ninho (Embiratermes) e na serapilheira,,,,,Embiratermes neotenicus
906,3/6/2011,"""Jirau, Nova Mutum Paran�, Porto Velho, RO""",4,JI,T2,P6,4000,Terrestre,8972955,308380,,Termitidae,Syntermitinae,Embiratermes_neotenicus,NA,1,1Ca,MZUSP,,#Galho morto carcomido.,,,,,,Embiratermes neotenicus
907,3/6/2011,"""Jirau, Nova Mutum Paran�, Porto Velho, RO""",4,JI,T2,P6,4000,Terrestre,8972955,308380,,Termitidae,Syntermitinae,Embiratermes_neotenicus,NA,1,3Ea,MZUSP,,#Ninho ep�geo com aprox. 20 cm de alt. (Embiratermes).,,,,,,Embiratermes neotenicus
908,17/09/2010,"""Jirau, Nova Mutum Paran�, Porto Velho, RO""",1,JI,T1,P6*,4000,Terrestre,8972012,307873,,Termitidae,Syntermitinae,Embiratermes_neotenicus,NA,1,3Bb,MZUSP,,#Forrageando no solo,,,,,,Embiratermes neotenicus
909,21/09/2010,"""Tr�s Praias, Jaci Paran�, Porto Velho, RO""",1,JP,T2,P1,0,Terrestre,8954694,346904,,Termitidae,Syntermitinae,Embiratermes_neotenicus,NA,1,1Ba,MZUSP,,#Forrageando no solo,,,,,,Embiratermes neotenicus
910,21/09/2010,"""Tr�s Praias, Jaci Paran�, Porto Velho, RO""",1,JP,T2,P1,0,Terrestre,8954694,346904,,Termitidae,Syntermitinae,Embiratermes_neotenicus,NA,1,3Cb,MZUSP,,#Forrageando no solo,,,,,,Embiratermes neotenicus
911,13/01/2011,"""Tr�s Praias, Jaci Paran�, Porto Velho, RO""",2,JP,T2,P1,0,Terrestre,8954694,346904,,Termitidae,Syntermitinae,Embiratermes_neotenicus,NA,1,2Ba,MZUSP,,#Em ninho (55cm alt x 30cm diam) e no solo,,,,,,Embiratermes neotenicus
912,9/4/2011,"""Tr�s Praias, Jaci Paran�, Porto Velho, RO""",3,JP,T2,P1,0,Terrestre,8954694,346904,,Termitidae,Syntermitinae,Embiratermes_neotenicus,NA,1,2Ab,MZUSP,,#Em graveto e Nasutitermes na serapilheira,,,,,,Embiratermes neotenicus
913,14/06/2011,"""Tr�s Praias, Jaci Paran�, Porto Velho, RO""",4,JP,T2,P1,0,Terrestre,8954694,346904,,Termitidae,Syntermitinae,Embiratermes_neotenicus,NA,1,1Ba,MZUSP,,#Solo, aprox. a 10 cm de profundidade.,,,,,Embiratermes neotenicus
914,14/06/2011,"""Tr�s Praias, Jaci Paran�, Porto Velho, RO""",4,JP,T2,P1,0,Terrestre,8954694,346904,,Termitidae,Syntermitinae,Embiratermes_neotenicus,NA,1,4Aa,MZUSP,,#Ninho ep�geo, aprox. meio metro de altura, no p� de arbusto fino.,,,,Embiratermes neotenicus
915,25/11/2011,"""Tr�s Praias, Jaci Paran�, Porto Velho, RO""",6,JP,T2,P1,0,Terrestre,8954694,346904,,Termitidae,Syntermitinae,Embiratermes_neotenicus,NA,1,1Aa,MZUSP,,#Interior de ninho 20 cm altura,,,,,,Embiratermes neotenicus
916,7/3/2012,"""Tr�s Praias, Jaci Paran�, Porto Velho, RO""",7,JP,T2,P1,0,Terrestre,8954694,346904,,Termitidae,Syntermitinae,Embiratermes_neotenicus,NA,1,1Aa,MZUSP,,#Ninho no p� de �rvore junto com ra�zes de palmeira morta,,,,,,Embiratermes neotenicus
917,7/6/2012,"""Tr�s Praias, Jaci Paran�, Porto Velho, RO""",8,JP,T2,P1,0,Terrestre,8954694,346904,,Termitidae,Syntermitinae,Embiratermes_neotenicus,NA,1,1Aa,MZUSP,,#Interior de galho morto,,,,,,Embiratermes neotenicus
918,20/09/2010,"""Tr�s Praias, Jaci Paran�, Porto Velho, RO""",1,JP,T2,P2,500,Terrestre,8954804,347396,,Termitidae,Syntermitinae,Embiratermes_neotenicus,NA,1,3Ab,MZUSP,,#Forrageando no solo e dentro de graveto,,,,,,Embiratermes neotenicus
919,9/4/2011,"""Tr�s Praias, Jaci Paran�, Porto Velho, RO""",3,JP,T2,P2,500,Terrestre,8954804,347396,,Termitidae,Syntermitinae,Embiratermes_neotenicus,NA,1,3Aa,MZUSP,,#Em ninho,,,,,,Embiratermes neotenicus
920,7/3/2012,"""Tr�s Praias, Jaci Paran�, Porto Velho, RO""",7,JP,T2,P2,500,Terrestre,8954804,347396,,Termitidae,Syntermitinae,Embiratermes_neotenicus,NA,1,4Aa,MZUSP,,#Ninho de Embira encostado em tronco de palmeira ca�da,,,,,,Embiratermes neotenicus
921,20/09/2010,"""Tr�s Praias, Jaci Paran�, Porto Velho, RO""",1,JP,T2,P3,1000,Terrestre,8954868,347940,,Termitidae,Syntermitinae,Embiratermes_neotenicus,NA,1,3Aa,MZUSP,,#Em ninho,,,,,,Embiratermes neotenicus
922,6/6/2012,"""Tr�s Praias, Jaci Paran�, Porto Velho, RO""",8,JP,T2,P3,1000,Terrestre,8954868,347940,,Termitidae,Syntermitinae,Embiratermes_neotenicus,NA,1,2Aa,MZUSP,,#Serapilheira e interior de graveto,,,,,,Embiratermes neotenicus
923,8/4/2011,"""Tr�s Praias, Jaci Paran�, Porto Velho, RO""",3,JP,T2,P4,2000,Terrestre,8954964,348933,,Termitidae,Syntermitinae,Embiratermes_neotenicus,NA,1,4Aa,MZUSP,,#Em ninho abandonado e embaixo dele,,,,,,Embiratermes neotenicus
924,9/9/2011,"""Tr�s Praias, Jaci Paran�, Porto Velho, RO""",5,JP,T2,P4,2000,Terrestre,8954964,348933,,Termitidae,Syntermitinae,Embiratermes_neotenicus,NA,1,2Ba,MZUSP,,#No solo,,,,,,Embiratermes neotenicus
925,6/3/2012,"""Tr�s Praias, Jaci Paran�, Porto Velho, RO""",7,JP,T2,P4,2000,Terrestre,8954964,348933,,Termitidae,Syntermitinae,Embiratermes_neotenicus,NA,1,2Ab,MZUSP,,#Interior de Ninho com apar�ncia de abandonado (Nasutitermes por toda a parcela),,,,,,Embiratermes neotenicus
926,20/09/2010,"""Tr�s Praias, Jaci Paran�, Porto Velho, RO""",1,JP,T2,P5,3000,Terrestre,8955078,349875,,Termitidae,Syntermitinae,Embiratermes_neotenicus,NA,1,1Aa,MZUSP,,#Em ninho de 10cm de altura, a 3 cm do ch�o,,,,,Embiratermes neotenicus
927,8/4/2011,"""Tr�s Praias, Jaci Paran�, Porto Velho, RO""",3,JP,T2,P5,3000,Terrestre,8955078,349875,,Termitidae,Syntermitinae,Embiratermes_neotenicus,NA,1,4Aa,MZUSP,,#Em ninho,,,,,,Embiratermes neotenicus
928,9/9/2011,"""Tr�s Praias, Jaci Paran�, Porto Velho, RO""",5,JP,T2,P5,3000,Terrestre,8955078,349875,,Termitidae,Syntermitinae,Embiratermes_neotenicus,NA,1,4Ca,MZUSP,,#Solo logo abaixo de tronco ca�do,,,,,,Embiratermes neotenicus
929,6/3/2012,"""Tr�s Praias, Jaci Paran�, Porto Velho, RO""",7,JP,T2,P5,3000,Terrestre,8955078,349875,,Termitidae,Syntermitinae,Embiratermes_neotenicus,NA,1,2Ba,MZUSP,,#Solo, galeria na base de �rvore,,,,,Embiratermes neotenicus
930,6/6/2012,"""Tr�s Praias, Jaci Paran�, Porto Velho, RO""",8,JP,T2,P5,3000,Terrestre,8955078,349875,,Termitidae,Syntermitinae,Embiratermes_neotenicus,NA,1,1Aa,MZUSP,,#Interior de graveto,,,,,,Embiratermes neotenicus
931,8/4/2011,"""Tr�s Praias, Jaci Paran�, Porto Velho, RO""",3,JP,T2,P6,4000,Terrestre,8955206,350943,,Termitidae,Syntermitinae,Embiratermes_neotenicus,NA,1,2Ba,MZUSP,,#Em ninho,,,,,,Embiratermes neotenicus
932,16/09/2010,"""Morrinhos, Jaci Paran�, Porto Velho, Rond�nia""",1,MO,T1,P1,0,Terrestre,9002634,362153,,Termitidae,Syntermitinae,Embiratermes_neotenicus,NA,1,3Aa,MZUSP,,#Forrageando no solo,,,,,,Embiratermes neotenicus
933,7/1/2011,"""Morrinhos, Jaci Paran�, Porto Velho, Rond�nia""",2,MO,T1,P3,1000,Terrestre,9001745,362372,,Termitidae,Syntermitinae,Embiratermes_neotenicus,NA,1,1Aa,MZUSP,,#Dentro de tronco ca�do e forrageando no solo logo abaixo dele,,,,,,Embiratermes neotenicus
934,19/09/2010,"""Morrinhos, Jaci Paran�, Porto Velho, Rond�nia""",1,MO,T1,P4,2000,Terrestre,9001664,362610,,Termitidae,Syntermitinae,Embiratermes_neotenicus,NA,1,1Ba,MZUSP,,#Forrageando no solo,,,,,,Embiratermes neotenicus
935,2/9/2011,"""Morrinhos, Jaci Paran�, Porto Velho, Rond�nia""",5,MO,T1,P4,2000,Terrestre,9001664,362610,,Termitidae,Syntermitinae,Embiratermes_neotenicus,NA,1,3Cb,MZUSP,,#Solo e madeira,,,,,,Embiratermes neotenicus
936,19/09/2010,"""Morrinhos, Jaci Paran�, Porto Velho, Rond�nia""",1,MO,T1,P6,4000,Terrestre,8998750,363064,,Termitidae,Syntermitinae,Embiratermes_neotenicus,NA,1,3Aa,MZUSP,,#Ninho de Anoplo de aprox. 30 cm de comprimento e 15cm de largura, a aprox. 1m do ch�o.,,,,,Embiratermes neotenicus
937,8/1/2011,"""Morrinhos, Jaci Paran�, Porto Velho, Rond�nia""",2,MO,T1,P6,4000,Terrestre,8998750,363064,,Termitidae,Syntermitinae,Embiratermes_neotenicus,NA,1,1Aa,MZUSP,,#Em ninho de Embiratermes de aproximadamente 80cm de altura sobre tronco ca�do e dentro do tronco.,,,,,,Embiratermes neotenicus
938,22/09/2010,"""Teot�nio, Porto Velho, RO""",1,TE,T2,P2,500,Terrestre,9022865,382824,,Termitidae,Syntermitinae,Embiratermes_neotenicus,NA,1,1Ca,MZUSP,,#Em monte de terra,,,,,,Embiratermes neotenicus
939,19/01/2011,"""Teot�nio, Porto Velho, RO""",2,TE,T2,P2,500,Terrestre,9022865,382824,,Termitidae,Syntermitinae,Embiratermes_neotenicus,NA,1,1Bb,MZUSP,,#No solo,,,,,,Embiratermes neotenicus
940,6/4/2011,"""Teot�nio, Porto Velho, RO""",3,TE,T2,P2,500,Terrestre,9022865,382824,,Termitidae,Syntermitinae,Embiratermes_neotenicus,NA,1,4Ba,MZUSP,,#Em graveto e em solo,,,,,,Embiratermes neotenicus
941,9/3/2012,"""Teot�nio, Porto Velho, RO""",7,TE,T2,P2,500,Terrestre,9022865,382824,,Termitidae,Syntermitinae,Embiratermes_neotenicus,NA,1,2Aa,MZUSP,,#Interior de ninho de Embira de 25 cm de altura,,,,,,Embiratermes neotenicus
942,9/6/2012,"""Teot�nio, Porto Velho, RO""",8,TE,T2,P2,500,Terrestre,9022865,382824,,Termitidae,Syntermitinae,Embiratermes_neotenicus,NA,1,4Ca,MZUSP,,#Ninho ep�gio,,,,,,Embiratermes neotenicus
943,5/4/2011,"""Teot�nio, Porto Velho, RO""",3,TE,T2,P5,3000,Terrestre,9024570,380983,,Termitidae,Syntermitinae,Embiratermes_neotenicus,NA,1,1Aa,MZUSP,,#No ninho ,,,,,,Embiratermes neotenicus
944,1/6/2011,"""Teot�nio, Porto Velho, RO""",4,TE,T2,P5,3000,Terrestre,9024570,380983,,Termitidae,Syntermitinae,Embiratermes_neotenicus,NA,1,2Ca,MZUSP,,#Em mini-tronquinho carcomido e no solo logo abaixo (Embirat. E Rhinot. [Dolichot.?]),,,,,,Embiratermes neotenicus
945,1/6/2011,"""Teot�nio, Porto Velho, RO""",4,TE,T2,P5,3000,Terrestre,9024570,380983,,Termitidae,Syntermitinae,Embiratermes_neotenicus,NA,1,3Aa,MZUSP,,#Em ninho ep�go, aprox. 30 cm alt.,,,,,Embiratermes neotenicus
946,27/11/2011,"""Teot�nio, Porto Velho, RO""",6,TE,T2,P5,3000,Terrestre,9024570,380983,,Termitidae,Syntermitinae,Embiratermes_neotenicus,NA,1,2Aa,MZUSP,,#Solo,,,,,,Embiratermes neotenicus
947,19/01/2011,"""Teot�nio, Porto Velho, RO""",2,TE,T2,P6,4000,Terrestre,9025236,380252,,Termitidae,Syntermitinae,Embiratermes_neotenicus,NA,1,2Aa,MZUSP,,#Em graveto,,,,,,Embiratermes neotenicus
948,19/01/2011,"""Teot�nio, Porto Velho, RO""",2,TE,T2,P6,4000,Terrestre,9025236,380252,,Termitidae,Syntermitinae,Embiratermes_neotenicus,NA,1,4Aa,MZUSP,,#Gravetos e em ra�zes de palmeira ca�da,,,,,,Embiratermes neotenicus
